회사명,거래소코드,회계년도,기업가치(EV)(IFRS),EBITDA(IFRS),EBITDA/매출액(IFRS),EV/EBITDA(IFRS),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS),PSR(최고)(IFRS),PSR(최저)(IFRS),영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS연결),투자활동으로 인한 현금흐름(*)(요약)(IFRS연결),재무활동으로 인한 현금흐름(*)(요약)(IFRS연결),현금및현금성자산의 증가(요약)(IFRS연결)
(주)엠피씨플러스,050540,2013/12,61600.34,4061.75,3.14,15.17,0,0,1.54,1.03,36.23,24.32,0.46,0.31,1585,-15564,13310,-669
(주)엠피씨플러스,050540,2014/12,61788.79,2545.94,1.89,24.27,244.65,166.46,1.29,0.88,14.26,9.7,0.36,0.25,3534,-5354,2175,355
(주)엠피씨플러스,050540,2015/12,156094.41,-1008.08,-0.79,0,0,0,5.02,0.97,0,0,1.47,0.29,-196,-12646,13958,1117
(주)엠피씨플러스,050540,2016/12,110635.15,3069.82,2.15,36.04,0,0,10.94,7.22,70.03,46.18,0.86,0.57,1855,13030,-16626,-1741
(주)엠피씨플러스,050540,2017/12,84690.78,-975.5,-0.76,0,64.78,28.96,3.5,1.56,32.67,14.6,1.04,0.46,3074,-26163,26272,3182
(주)엠피씨플러스,050540,2018/12,88727.49,-6076.52,-4.77,0,0,0,2.64,1.45,0,0,0.86,0.47,-3626,-20602,30435,6206
(주)엠피씨플러스,050540,2019/12,115298.07,-1992.7,-1.72,0,0,0,3.25,1.82,0,0,1.02,0.57,-9063,-24976,28155,-5884
(주)엠피씨플러스,050540,2020/12,23461.66,3953.72,3.57,5.93,0,0,16.06,1.86,9.83,1.14,0.82,0.1,10566,6725,-14754,2438
(주)엠피씨플러스,050540,2021/12,21765.8,4961.32,6.53,4.39,1060.3,106.03,12.94,1.29,87.21,8.72,1.9,0.19,1641,2659,-5491,-1420
(주)연우,115960,2011/12,58817.24,21283.39,15.47,2.76,0,0,0,0,0,0,0,0,,,,
(주)연우,115960,2012/12,45764.04,23550.24,15.49,1.94,0,0,0,0,0,0,0,0,,,,
(주)연우,115960,2013/12,51397.73,17355.33,11.02,2.96,0,0,0,0,0,0,0,0,,,,
(주)연우,115960,2014/12,44681.23,21289.41,12.62,2.1,0,0,0,0,0,0,0,0,,,,
(주)연우,115960,2015/12,490991.02,29483.55,14.81,16.65,29.44,18.37,2.86,1.79,17.85,11.13,2.26,1.41,,,,
(주)연우,115960,2016/12,475164.42,36820.18,15.66,12.9,29.32,18.57,3.46,2.19,24.66,15.62,2.61,1.65,24758,-31254,-615,-7039
(주)연우,115960,2017/12,389140.1,22699.26,9.92,17.14,58.74,33.71,2.57,1.48,24.23,13.91,2.05,1.18,19390,-38967,16197,-4493
(주)연우,115960,2018/12,322101.5,22515.91,8.28,14.31,59.4,30.53,2.38,1.22,38.29,19.68,1.64,0.84,10883,-34795,22572,-2130
(주)연우,115960,2019/12,302755.9,41862.01,14.32,7.23,21.07,12.56,1.97,1.17,9.01,5.37,1.39,0.83,43630,-26345,-9246,8164
(주)연우,115960,2020/12,232736.62,34738.72,14.14,6.7,29.11,15.58,1.52,0.81,9.3,4.98,1.33,0.71,36407,-13999,-11783,8666
(주)연우,115960,2021/12,245796.8,49365.11,17.65,4.98,14.05,8.28,1.63,0.96,8.54,5.03,1.41,0.83,47146,-26092,-23292,-2046
(주)연이비앤티,090740,2011/12,52912.08,8787.28,4.76,6.02,40.45,14.63,1.21,0.44,6.59,2.38,0.42,0.15,2482,-8633,-15215,-21195
(주)연이비앤티,090740,2012/12,38151,7063.75,3.66,5.4,39.23,19.08,0.81,0.39,5.31,2.58,0.27,0.13,28010,3239,-11067,19504
(주)연이비앤티,090740,2013/12,45866.56,9114.18,4.51,5.03,6.52,3.61,0.87,0.48,4.62,2.56,0.3,0.16,3513,-19444,-11392,-26946
(주)연이비앤티,090740,2014/12,41488.31,9548.44,4.19,4.35,13.45,7.95,0.77,0.46,6.36,3.76,0.24,0.14,22264,-17598,1879,6876
(주)연이비앤티,090740,2015/12,54446.62,7508.54,3.92,7.25,20.9,9.85,0.99,0.47,11.46,5.4,0.37,0.17,-6932,-7273,9184,-4684
(주)연이비앤티,090740,2016/12,59532.65,3880.96,2.73,15.34,0,0,1.09,0.56,10.29,5.25,0.52,0.27,12532,-1966,-9177,1157
(주)연이비앤티,090740,2017/12,39225.72,-3205.19,-7.65,0,0,0,1.07,0.51,7.51,3.59,1.55,0.74,11447,-10545,2215,4353
(주)연이비앤티,090740,2018/12,60767.79,995.92,8.55,61.02,24.52,11.04,0.95,0.43,15.18,6.83,5.18,2.33,9223,-14091,2706,-2373
(주)연이비앤티,090740,2019/12,131319.15,1296.71,14.26,101.27,0,0,1.68,0.55,253.81,83.34,14.76,4.85,17693,-44065,33253,8576
(주)연이비앤티,090740,2020/12,141413.78,-714.94,-13.1,0,0,0,7.66,2.63,52.76,18.13,28.22,9.7,-7604,2656,-3819,-8579
(주)연이비앤티,090740,2021/12,52321.16,616.72,8.19,84.84,106.2,22.23,5.9,1.23,75.17,15.74,23.9,5,12511,-2103,301,11822
(주)영림원소프트랩,060850,2011/12,,,,,,,,,,,,,,,,
(주)영림원소프트랩,060850,2012/12,,,,,,,,,,,,,,,,
(주)영림원소프트랩,060850,2013/12,,,,,,,,,,,,,,,,
(주)영림원소프트랩,060850,2014/12,,,,,,,,,,,,,,,,
(주)영림원소프트랩,060850,2015/12,,,,,,,,,,,,,,,,
(주)영림원소프트랩,060850,2016/12,,,,,,,,,,,,,,,,
(주)영림원소프트랩,060850,2017/12,,,,,,,,,,,,,,,,
(주)영림원소프트랩,060850,2018/12,,,,,,,,,,,,,,,,
(주)영림원소프트랩,060850,2019/12,3344.37,4765.41,12.57,0.7,0,0,0,0,0,0,0,0,5818,-4369,950,2393
(주)영림원소프트랩,060850,2020/12,103172.65,4788.77,10.93,21.54,30.82,16.96,4.43,2.44,50.48,27.78,3.19,1.75,2802,-6113,19149,15665
(주)영림원소프트랩,060850,2021/12,80797.5,5101.73,10.73,15.84,29.95,17.39,3.94,2.29,25.54,14.82,2.81,1.63,5427,-4792,-5119,-4352
(주)영우디에스피,143540,2011/12,,,,,,,,,,,,,,,,
(주)영우디에스피,143540,2012/12,,,,,,,,,,,,,,,,
(주)영우디에스피,143540,2013/12,7113.39,9767.55,10.9,0.73,0,0,0,0,0,0,0,0,,,,
(주)영우디에스피,143540,2014/12,41364.18,3604.25,5.76,11.48,13.06,9.14,1.62,1.13,0,0,0.55,0.38,,,,
(주)영우디에스피,143540,2015/12,63383.64,1498.33,2.59,42.3,69.02,30.26,3.61,1.58,31,13.59,1.15,0.5,,,,
(주)영우디에스피,143540,2016/12,138062.4,12201.86,8.35,11.31,12.96,3.5,4.88,1.32,0,0,1.07,0.29,-1545,-3153,15914,11217
(주)영우디에스피,143540,2017/12,53761.28,2113.27,0.82,25.44,0,0,5.42,2.01,415.84,154.52,0.61,0.23,331,-11830,34773,22938
(주)영우디에스피,143540,2018/12,4599.48,-12161.25,-8.33,0,0,0,12.75,1.75,38.32,5.27,0.48,0.07,1914,20,-6169,-4232
(주)영우디에스피,143540,2019/12,125903.64,13391.76,13.33,9.4,0,0,4.56,1.38,0,0,0.74,0.22,-21356,-2508,-1766,-25630
(주)영우디에스피,143540,2020/12,111393.58,8191.67,8.06,13.6,14.04,4.58,1.98,0.64,8.84,2.88,0.92,0.3,10554,-1367,-9690,-527
(주)영우디에스피,143540,2021/12,104881.18,9301.39,11.68,11.28,16.63,9.1,2.42,1.32,26.14,14.3,1.84,1.01,5607,-920,-2522,2160
(주)영진코퍼레이션,053330,2011/12,32346.75,-4153.32,-13.8,0,0,0,4.46,1.12,0,0,2.68,0.68,-4550,2441,3372,1263
(주)영진코퍼레이션,053330,2012/12,22877.99,-3669.87,-18.46,0,0,0,9.24,0.89,0,0,5.71,0.55,-711,-1941,1301,-1351
(주)영진코퍼레이션,053330,2013/12,30842.74,-1373.66,-4.88,0,0,0,2.61,0.79,0,0,1.44,0.43,-7639,-9498,17307,170
(주)영진코퍼레이션,053330,2014/12,,,,,,,,,,,,,-1802,-2597,4216,-183
(주)영현무역,242850,2014/12,,,,,,,,,,,,,,,,
(주)영현무역,242850,2015/12,,,,,,,,,,,,,,,,
(주)영현무역,242850,2016/12,,,,,,,,,,,,,,,,
(주)영현무역,242850,2017/12,,,,,,,,,,,,,,,,
(주)영현무역,242850,2018/12,,,,,,,,,,,,,,,,
(주)예당컴퍼니,049000,2011/12,74120.75,2543.63,44.39,29.14,159.67,65.31,5.8,2.37,0,0,19.66,8.04,-6557,290,6294,42
(주)예당컴퍼니,049000,2012/12,186303.44,-1645.86,-36.21,0,0,0,9.51,2.91,0,0,52.81,16.16,-6720,851,6618,781
(주)예림당,036000,2011/12,164963.93,16109.9,29.95,10.24,15.73,7.14,3.57,1.62,12.07,5.48,3.16,1.44,14989,-18985,-4626,-8611
(주)예림당,036000,2012/12,127104.92,14077.17,29.33,9.03,22.22,11.1,3.76,1.88,19.52,9.75,4.66,2.33,10589,-15441,2291,-2565
(주)예림당,036000,2013/12,150345.24,9993.93,22.68,15.04,54.38,33.09,2.66,1.62,23.51,14.31,3.61,2.2,9577,-9869,3666,6479
(주)예림당,036000,2014/12,148821.58,11029.95,24.16,13.49,48.68,28.91,2.66,1.58,15.25,9.06,4.11,2.44,33775,-18796,2841,18732
(주)예림당,036000,2015/12,118268.4,3108.95,12.28,38.04,567.3,303.41,2.75,1.47,0,0,7.71,4.12,31271,-26110,-811,4195
(주)예림당,036000,2016/12,107769.24,6707.23,18.79,16.07,85.89,52.6,1.88,1.15,17.69,10.83,3.85,2.36,46471,-33943,-16529,-3749
(주)예림당,036000,2017/12,215112.45,2945.76,11.17,73.02,281.18,92.36,4.08,1.34,221.77,72.85,11.97,3.93,114439,-22738,1223,92337
(주)예림당,036000,2018/12,122027.34,1074.72,4.68,113.54,10.27,2.97,3.29,0.95,523.89,151.33,15.76,4.55,33770,-125004,193887,104314
(주)예림당,036000,2019/12,79607.49,-146.1,-0.79,0,0,0,1.55,0.68,0,0,9.14,4.02,122619,-121837,-96426,-94549
(주)예림당,036000,2020/12,63261.13,4262.57,25.52,14.84,32.71,11.62,0.81,0.29,23.69,8.41,5.36,1.9,-62898,-55507,25838,-91022
(주)예림당,036000,2021/12,50931.64,2781.94,17.53,18.31,37.07,16.72,0.87,0.39,26.26,11.85,6.24,2.82,1544,-2727,-22521,-23622
(주)예선테크,250930,2016/12,,,,,,,,,,,,,,,,
(주)예선테크,250930,2017/12,,,,,,,,,,,,,,,,
(주)예선테크,250930,2018/12,,,,,,,,,,,,,,,,
(주)예선테크,250930,2019/12,82333.27,5980.06,23.47,13.77,0,0,5.6,2.35,60.34,25.31,6.27,2.63,4996,7306,-4504,8137
(주)예선테크,250930,2020/12,105650.66,1319.34,6.9,80.08,0,0,4.25,1.43,0,0,6.04,2.03,-1040,-20045,15907,-5209
(주)예선테크,250930,2021/12,89590.29,298.95,1.29,299.69,34.28,18.18,3.4,1.8,75.93,40.28,4.55,2.42,2118,-2598,-896,-1086
(주)예스티,122640,2011/12,,,,,,,,,,,,,,,,
(주)예스티,122640,2012/12,,,,,,,,,,,,,,,,
(주)예스티,122640,2013/12,14503.5,1065.37,4.83,13.61,0,0,0,0,0,0,0,0,,,,
(주)예스티,122640,2014/12,17152.1,3935.16,9.74,4.36,0,0,0,0,0,0,0,0,,,,
(주)예스티,122640,2015/12,77423.69,9575.69,13.57,8.09,8.97,7.04,1.76,1.38,7.18,5.64,0.94,0.74,,,,
(주)예스티,122640,2016/12,140623.75,4766.26,9.04,29.5,63.45,18.74,4.22,1.25,0,0,3.06,0.9,-4885,-6194,384,-10517
(주)예스티,122640,2017/12,258165.78,17887.32,11.89,14.43,16.8,6.42,4.9,1.87,0,0,1.63,0.62,-5987,-12759,26587,7120
(주)예스티,122640,2018/12,142403.79,3299.82,3.58,43.16,0,0,14.16,1.48,115.29,12.06,6.38,0.67,5145,-36161,17239,-13782
(주)예스티,122640,2019/12,281711.48,-18642.87,-34.93,0,0,0,4.93,1.89,0,0,4.59,1.76,-5022,-32463,42322,4853
(주)예스티,122640,2020/12,200805.52,3864.67,6.09,51.96,131.96,46.12,3.66,1.28,17.74,6.2,3.35,1.17,11534,-4853,-2855,3696
(주)예스티,122640,2021/12,296615.88,-4886.44,-7.05,0,0,0,3.96,2.02,0,0,4.39,2.24,-5198,-3401,29324,21059
(주)오공,045060,2011/12,29523.77,3756.93,7.94,7.86,28.16,12.55,0.76,0.34,22.25,9.92,0.64,0.28,888,-394,-2064,-1564
(주)오공,045060,2012/12,29886.92,3457.29,7.82,8.64,17.51,10.68,0.64,0.39,7.26,4.43,0.59,0.36,3116,-1039,623,2695
(주)오공,045060,2013/12,38339.08,3914.98,8.45,9.79,15.65,9.45,0.73,0.44,5.1,3.08,0.66,0.4,6280,-6043,1793,2002
(주)오공,045060,2014/12,66483.12,3379.78,7.38,19.67,38.95,14.58,1.47,0.55,15.02,5.62,1.39,0.52,1773,-11706,7429,-2504
(주)오공,045060,2015/12,71410.08,4026.11,8.08,17.74,34.81,13.65,2.22,0.87,29.61,11.61,2.02,0.79,4890,-5363,5034,4561
(주)오공,045060,2016/12,74561.56,5659.75,10.62,13.17,21.31,12.08,1.69,0.96,11.26,6.38,1.54,0.87,11176,-1987,-4307,4883
(주)오공,045060,2017/12,69905.88,5163.48,9.15,13.54,23.28,15.69,1.54,1.04,26.35,17.76,1.39,0.94,8713,-1486,-4130,3086
(주)오공,045060,2018/12,58263.54,3743.12,6.93,15.57,23.15,9.85,1.05,0.44,19.72,8.39,1.27,0.54,9358,-4093,721,5985
(주)오공,045060,2019/12,62203.31,4729.05,8.3,13.15,21.62,14.4,1.07,0.71,16.02,10.67,1.27,0.85,11780,-8458,-7781,-4459
(주)오공,045060,2020/12,90972.44,5514.04,9.64,16.5,61.82,14.09,3.43,0.78,29.85,6.8,4.25,0.97,14685,-14358,-5616,-5293
(주)오공,045060,2021/12,73770.58,4289.14,6.56,17.2,30.58,21.53,1.25,0.88,66.09,46.53,1.41,0.99,5096,2189,-7844,-559
(주)오디텍,080520,2011/12,55371.28,10771.91,14.75,5.14,25.7,9.43,2.06,0.75,33.5,12.29,2,0.73,4112,-3501,-233,532
(주)오디텍,080520,2012/12,97577.47,14679.19,17.79,6.65,16.15,7.32,1.71,0.78,8.9,4.04,1.62,0.74,16395,-5839,-2223,8121
(주)오디텍,080520,2013/12,94706.09,15662.73,21.95,6.05,15.71,10.29,1.83,1.2,7.32,4.8,2.25,1.47,23463,-9274,-1941,12227
(주)오디텍,080520,2014/12,63206.57,12030.63,20.8,5.25,25.18,11.89,2,0.94,14.25,6.73,3.21,1.52,15941,-4314,-2510,9676
(주)오디텍,080520,2015/12,48386.57,12054.02,21.55,4.01,15.76,9.12,1.43,0.83,9.76,5.65,2.54,1.47,16157,-6341,-2892,6968
(주)오디텍,080520,2016/12,51518.76,11388.59,21.49,4.52,11.12,7.79,1.04,0.73,9.82,6.88,2.15,1.5,13484,-12404,-1139,614
(주)오디텍,080520,2017/12,68573.53,5245.48,11.66,13.07,26.88,18.04,1.11,0.75,20.92,14.04,2.72,1.82,6830,-20032,-3588,-17572
(주)오디텍,080520,2018/12,54940.73,2494.35,6.02,22.03,56.07,24.96,1.06,0.47,70.08,31.19,2.86,1.27,4384,-4736,-2834,-16176
(주)오디텍,080520,2019/12,45455.3,2298.68,6.09,19.77,101.48,52.92,0.81,0.42,59.66,31.12,2.39,1.25,2763,-3557,-1191,-1885
(주)오디텍,080520,2020/12,48308.44,1542.45,4.16,31.32,11.07,3.99,0.63,0.23,12.13,4.37,1.96,0.71,6724,-2670,-2181,1454
(주)오디텍,080520,2021/12,62916.68,4260.54,9.08,14.77,34.42,18.73,0.93,0.5,51.68,28.13,2.35,1.28,3021,-2262,6837,7800
(주)오로스테크놀로지,322310,2013/12,,,,,,,,,,,,,,,,
(주)오로스테크놀로지,322310,2014/12,,,,,,,,,,,,,,,,
(주)오로스테크놀로지,322310,2015/12,,,,,,,,,,,,,,,,
(주)오로스테크놀로지,322310,2016/12,,,,,,,,,,,,,,,,
(주)오로스테크놀로지,322310,2017/12,,,,,,,,,,,,,,,,
(주)오로스테크놀로지,322310,2018/12,918.56,11501.93,43.18,0.08,0,0,0,0,0,0,0,0,5255,-1037,-988,3216
(주)오로스테크놀로지,322310,2019/12,-8212.54,10825.68,40.24,-0.76,0,0,0,0,0,0,0,0,,,,
(주)오로스테크놀로지,322310,2020/12,958.14,2744,15.65,0.35,0,0,0,0,0,0,0,0,,,,
(주)오로스테크놀로지,322310,2021/12,276560.84,3809.7,9.63,72.59,297.41,106.4,8.58,3.07,56.5,20.21,13.81,4.94,9440,-30493,39540,18531
(주)오르비텍,046120,2011/12,20956.72,108.11,0.33,193.85,0,0,1.73,0.76,0,0,1.36,0.59,,,,
(주)오르비텍,046120,2012/12,26805.89,3350.22,9.17,8,70.2,31.33,1.95,0.87,10.19,4.55,1.32,0.59,4574,-4281,725,1017
(주)오르비텍,046120,2013/12,45964.25,-2604.37,-17.41,0,0,0,3.36,1.57,0,0,3.39,1.58,-4323,-17538,22612,750
(주)오르비텍,046120,2014/12,39393.8,303.4,1.46,129.84,0,0,2.91,1.09,17.72,6.61,1.58,0.59,,,,
(주)오르비텍,046120,2015/12,87982.42,3259.89,10.16,26.99,208.42,26.66,6.55,0.84,0,0,5.17,0.66,,,,
(주)오르비텍,046120,2016/12,84279.62,4414.47,10.57,19.09,46.17,29.19,2.97,1.87,103.21,65.25,2.2,1.39,,,,
(주)오르비텍,046120,2017/12,93410.05,5849.09,12.36,15.97,40.89,21.2,1.82,0.94,0,0,2.24,1.16,-2255,-12807,28931,13869
(주)오르비텍,046120,2018/12,127795.07,8777.03,12.92,14.56,71.43,20.11,3.74,1.05,0,0,3.61,1.02,167,-9569,2328,-7075
(주)오르비텍,046120,2019/12,110043.58,8618.29,11.56,12.77,178.93,73.86,2.72,1.12,0,0,2.4,0.99,-2905,-5252,8281,124
(주)오르비텍,046120,2020/12,129729.59,-7320.25,-15.4,0,0,0,3.3,0.74,38.84,8.73,3.14,0.71,3350,-642,-4291,-1584
(주)오르비텍,046120,2021/12,174011.04,3726.86,6.48,46.69,49.61,20.52,4.78,1.98,0,0,4.72,1.95,-6287,3287,6932,3935
(주)오리엔탈정공,014940,2011/12,251578.14,-50707.19,-13.02,0,0,0,5.52,1.72,0,0,0.31,0.1,-21673,-26023,70969,24485
(주)오리엔탈정공,014940,2012/12,476686.69,-45965.11,-18.58,0,0,0,0,0,51.88,7.76,0.49,0.07,40463,-6933,-44154,-11448
(주)오리엔탈정공,014940,2013/12,312201.68,5917.98,3.61,52.75,13.81,4.2,11.82,3.59,0,0,3.8,1.15,-1707,6346,-17409,-11130
(주)오리엔탈정공,014940,2014/12,205703.32,-24349.72,-16.14,0,0,0,16.16,5.13,0,0,2.02,0.64,-6557,-1294,4023,-3646
(주)오리엔탈정공,014940,2015/12,86389.83,2966.84,2.52,29.12,583.32,23.53,23.66,0.95,137.57,5.55,5.99,0.24,2030,1889,2979,7135
(주)오리엔탈정공,014940,2016/12,81187.22,8464.96,10.32,9.59,0,0,6.49,2.99,18.52,8.54,1.77,0.82,16634,6078,-16058,6582
(주)오리엔탈정공,014940,2017/12,41402.77,4778.39,10.03,8.66,60.2,18.67,5.01,1.55,54.04,16.76,2.64,0.82,-7469,118,982,-6365
(주)오리엔탈정공,014940,2018/12,32060.8,485.81,1.18,65.99,0,0,2.42,1.07,0,0,1.6,0.71,-1996,-573,4184,1616
(주)오리엔탈정공,014940,2019/12,29245.41,1397.3,2.35,20.93,20.75,12.12,1.54,0.9,10.12,5.91,0.87,0.51,11597,-4455,-5120,1940
(주)오리엔탈정공,014940,2020/12,103692.12,9879.36,14.31,10.5,4.49,0.65,2.21,0.32,15.99,2.32,2.1,0.3,10522,-3231,-10101,-2929
(주)오리엔탈정공,014940,2021/12,161439.47,7326.56,12.13,22.03,48.69,14.67,5.01,1.51,218.37,65.78,6.04,1.82,-1497,-4639,4497,-1639
(주)오리엔트정공,065500,2011/12,39846.28,-12164.71,-52.88,0,0,0,6.72,1.08,0,0,1.55,0.25,,,,
(주)오리엔트정공,065500,2012/12,32005.57,2836.1,9.33,11.29,118.07,25.58,3.97,0.86,0,0,0.89,0.19,,,,
(주)오리엔트정공,065500,2013/12,31114.92,2595.27,7.21,11.99,0,0,3.43,1.79,4.76,2.48,0.65,0.34,,,,
(주)오리엔트정공,065500,2014/12,31725.46,3137.92,6.68,10.11,0,0,1.8,0.79,39.48,17.39,0.49,0.22,,,,
(주)오리엔트정공,065500,2015/12,42990.36,3074.17,5.72,13.98,62.42,20.97,3.11,1.05,12.4,4.17,0.76,0.26,3294,-3248,862,909
(주)오리엔트정공,065500,2016/12,60421.81,2904.54,5.5,20.8,0,0,1.81,0.82,67.81,30.73,1.16,0.53,1449,-12061,21128,10516
(주)오리엔트정공,065500,2017/12,48130.57,4418.25,7.16,10.89,112.66,50.74,1.87,0.84,24.16,10.88,1.22,0.55,4253,-3171,-5190,-4109
(주)오리엔트정공,065500,2018/12,63053.49,1656.42,2.63,38.07,0,0,1.78,0.41,0,0,1.71,0.4,-7551,-17763,28455,3140
(주)오리엔트정공,065500,2019/12,60870.07,1528.8,2.33,39.82,0,0,1.87,0.7,46.99,17.63,1.58,0.59,3760,-12562,2896,-5857
(주)오리엔트정공,065500,2020/12,116619.15,-1700.71,-3.37,0,0,0,3.76,0.57,0,0,2.73,0.41,1540,-2645,3224,2003
(주)오리엔트정공,065500,2021/12,86673.89,2204.77,2.77,39.31,250.08,43.63,10.8,1.88,414.62,72.33,5.14,0.9,1704,-2843,-2824,-4091
(주)오리콤,010470,2011/12,23747.06,9642.61,9.81,2.46,5.75,3.11,0.86,0.47,0,0,0.36,0.19,-4365,-770,-1525,-6627
(주)오리콤,010470,2012/12,15659.21,8812.59,8.12,1.78,8.86,1.22,0.97,0.13,4.8,0.66,0.38,0.05,9031,-1390,-1378,6230
(주)오리콤,010470,2013/12,17812.32,5050.76,5.32,3.53,14.02,9,0.77,0.49,5.35,3.44,0.44,0.28,7823,-9175,-1246,-2588
(주)오리콤,010470,2014/12,9097.95,3981.64,4.4,2.28,27.76,11.54,1.2,0.5,2.92,1.22,0.72,0.3,22574,-1282,-2008,19303
(주)오리콤,010470,2015/12,87367.65,3623.62,3.77,24.11,63.27,14.61,2.96,0.68,25.84,5.97,1.77,0.41,3095,860,-988,2946
(주)오리콤,010470,2016/12,50196.33,4425.65,4.51,11.34,27.12,11.89,2.09,0.92,16.33,7.16,1.28,0.56,11545,-10457,-1746,-874
(주)오리콤,010470,2017/12,31335.37,4916.23,4.9,6.37,32.9,20.06,1.46,0.89,8.58,5.23,0.89,0.54,15212,-4879,-2448,7807
(주)오리콤,010470,2018/12,24096.51,8553.83,8,2.82,16.91,8.24,1.58,0.77,9.78,4.77,0.95,0.46,15645,6325,-2448,19532
(주)오리콤,010470,2019/12,28692.58,6711.92,5.94,4.27,22.55,15.41,1.12,0.77,0,0,0.66,0.45,5615,-547,-3690,1356
(주)오리콤,010470,2020/12,46790.24,1643.8,1.98,28.46,0,0,1.26,0.42,0,0,0.97,0.32,-7726,-7335,-3125,-18271
(주)오리콤,010470,2021/12,53187.51,5592.74,5.48,9.51,65.54,24.58,2.25,0.84,18.16,6.81,1.59,0.59,13360,-426,-3066,9869
(주)오비고,352910,2011/12,,,,,,,,,,,,,,,,
(주)오비고,352910,2012/12,,,,,,,,,,,,,,,,
(주)오비고,352910,2013/12,,,,,,,,,,,,,,,,
(주)오비고,352910,2014/12,,,,,,,,,,,,,,,,
(주)오비고,352910,2015/12,,,,,,,,,,,,,,,,
(주)오비고,352910,2016/12,,,,,,,,,,,,,,,,
(주)오비고,352910,2017/12,,,,,,,,,,,,,,,,
(주)오비고,352910,2018/12,,,,,,,,,,,,,,,,
(주)오비고,352910,2019/12,20269.3,-2731.26,-26.8,0,0,0,0,0,0,0,0,0,-2765,677,628,-1467
(주)오비고,352910,2020/12,3317.78,-426.15,-3.67,0,0,0,0,0,0,0,0,0,-745,-287,2582,1422
(주)오비고,352910,2021/12,219267.73,-5609.53,-86.39,0,0,0,10.51,4.91,0,0,41.45,19.34,-5011,-27648,30649,-2020
(주)오션스톤,329020,2018/12,,,,,,,,,,,,,,,,
(주)오션스톤,329020,2019/12,,,,,,,,,,,,,,,,
(주)오션스톤,329020,2020/12,,,,,,,,,,,,,,,,
(주)오션스톤,329020,2021/12,,,,,,,,,,,,,,,,
(주)오스코텍,039200,2011/12,72556.38,412.04,2.68,176.09,0,0,5.66,1.9,0,0,5.63,1.89,376,-3589,524,-2718
(주)오스코텍,039200,2012/12,43750.94,-287.55,-2.13,0,0,0,4.69,1.52,86.47,28.1,6.09,1.98,3335,-8131,5999,1018
(주)오스코텍,039200,2013/12,43334.13,-1404.52,-12.34,0,0,0,3.39,1.93,0,0,4.41,2.51,-1346,2548,-1557,-344
(주)오스코텍,039200,2014/12,49757.19,-496.92,-7.14,0,0,0,4.39,2.37,0,0,8.72,4.7,-1962,382,1379,-201
(주)오스코텍,039200,2015/12,178742.76,1002.07,15.67,178.37,498.99,110.42,12.13,2.68,95.29,21.09,31.35,6.94,645,-10434,10112,325
(주)오스코텍,039200,2016/12,192194.88,-462.93,-9.93,0,0,0,23.81,10.08,964.14,408.13,73.17,30.97,-3369,5886,-1329,1183
(주)오스코텍,039200,2017/12,451127.07,-3242.27,-87.62,0,0,0,24.78,7.81,0,0,132.56,41.76,-3689,2836,17861,16411
(주)오스코텍,039200,2018/12,607712.13,2466.93,21.11,246.34,854.79,359.46,22.41,9.42,0,0,80.67,33.92,-5078,-7919,19251,6655
(주)오스코텍,039200,2019/12,669245.49,-13536.39,-309.45,0,0,0,16.35,7.92,0,0,200.76,97.28,27,1771,20811,22871
(주)오스코텍,039200,2020/12,1914903.56,-9380.52,-40.07,0,0,0,43.98,10.58,0,0,91.73,22.07,-17881,-24389,-1015,-43448
(주)오스코텍,039200,2021/12,1109168.88,-17987.44,-461.89,0,0,0,71.4,27.07,0,0,544.41,206.39,-8762,6782,6264,4795
(주)오스테오닉,226400,2015/12,,,,,,,,,,,,,,,,
(주)오스테오닉,226400,2016/12,4574.03,1953.59,29.42,2.34,0,0,0,0,0,0,0,0,,,,
(주)오스테오닉,226400,2017/12,6237.86,2935.64,34.37,2.12,0,0,0,0,0,0,0,0,,,,
(주)오스테오닉,226400,2018/12,34963.42,1085.28,11.95,32.22,0,0,6.19,1.32,494.14,105.64,17.27,3.69,,,,
(주)오스테오닉,226400,2019/12,40168.09,2764.49,24.77,14.53,98.72,42.57,1.95,0.84,0,0,4.41,1.9,,,,
(주)오스테오닉,226400,2020/12,54522.59,2661.54,21.1,20.49,0,0,3.94,1.03,30.63,7.98,6.68,1.74,,,,
(주)오스테오닉,226400,2021/12,64337.8,2792.52,17.9,23.04,0,0,3.38,1.64,35.25,17.11,6.66,3.23,,,,
(주)오스템,031510,2011/12,171977.78,23605.21,11.24,7.29,8.47,4.44,1.37,0.72,0,0,0.48,0.25,-5988,-48882,47760,-7131
(주)오스템,031510,2012/12,148616.79,21639.99,9.25,6.87,8.8,5.31,1.02,0.62,2.51,1.51,0.36,0.22,36053,-23059,489,12843
(주)오스템,031510,2013/12,148421.55,23643.67,9.57,6.28,8.32,5.73,0.72,0.49,2.12,1.46,0.28,0.19,34945,-16516,-17433,400
(주)오스템,031510,2014/12,158231.15,15912.21,7.54,9.94,14.41,11.54,0.65,0.52,9.4,7.53,0.31,0.25,6179,-9408,-7153,-10181
