회사명,거래소코드,회계년도,총자본증가율(IFRS연결),유형자산증가율(IFRS연결),투자부동산증가율(IFRS연결),비유동자산증가율(IFRS연결),유동자산증가율(IFRS연결),재고자산증가율(IFRS연결),자기자본증가율(IFRS연결),매출액증가율(IFRS연결),순이익증가율(IFRS연결),정상영업이익증가율(IFRS연결)
(주)영흥,012160,2012/12,3.72,14.63,0,15.24,-14.08,-8.55,0.98,12.17,-60.97,-76.13
(주)영흥,012160,2013/12,14.62,-5.33,0,-3.51,52.18,11.79,-13.95,19.8,45.33,171.99
(주)영흥,012160,2014/12,10.49,15.48,0,18.63,-0.2,7.08,1.31,-10.51,-70.44,-69.3
(주)영흥,012160,2015/12,-11.6,0,0,-1.03,-28.1,-2.65,0.88,-1.77,77.16,-3.75
(주)영흥,012160,2016/12,-0.66,0.81,0,-0.02,-2.05,-11.83,9.88,-10.84,-92.71,-82.46
(주)영흥,012160,2017/12,-0.89,-2.82,0,-4.1,6.14,22.82,-3.32,-4.53,-1668.61,109.8
(주)영흥,012160,2018/12,-1.73,-3.85,0,-5.15,5.04,0.01,-0.39,10.74,0,-258.15
(주)영흥,012160,2019/12,6.11,-12.22,0,-11.68,37.95,8.86,-0.03,0.51,0,0
(주)영흥,012160,2020/12,8.64,23.11,0,30.31,-16.19,25.54,-11.77,3.66,0,0
(주)영흥,012160,2021/12,53.67,21.2,0,27.95,99.48,99.04,13.11,99.6,0,0
(주)영흥,012160,2022/12,3.22,-3.88,0,-5.24,12.9,5.01,2.91,29.07,0,-36.66
(주)예스코홀딩스,015360,2011/12,-4.37,-0.92,2.38,0.3,-8.83,-27.33,2.84,-0.6,-42.9,-47.15
(주)예스코홀딩스,015360,2012/12,6.03,3.03,-3.11,1.54,10.76,-0.44,2.75,1.95,32.32,-49.64
(주)예스코홀딩스,015360,2013/12,-2,-0.66,-3.03,-0.78,-3.17,-2.21,1.59,3.77,-46.75,13.84
(주)예스코홀딩스,015360,2014/12,-0.18,-6.76,-86.05,-6.84,6.39,0.26,-0.1,-7.69,-28.64,-73.12
(주)예스코홀딩스,015360,2015/12,-6.09,5.2,-2.24,11.25,-21.08,-1.06,1.71,-13.7,51.65,297.63
(주)예스코홀딩스,015360,2016/12,1.7,0.24,-2.3,13.97,-13.25,-94.37,4.13,-12.44,121.83,21.57
(주)예스코홀딩스,015360,2017/12,11.58,-3.41,-2.35,10.51,13.29,-16.11,3.88,6.07,-35.43,15.45
(주)예스코홀딩스,015360,2018/12,5.97,-2.43,-2.41,15.96,-9.63,233.9,-8.29,-1.78,-68.9,3.37
(주)예스코홀딩스,015360,2019/12,1.56,-1.01,-2.47,-16.01,36.74,-13.83,-6.02,1.17,179.4,-12.18
(주)예스코홀딩스,015360,2020/12,1.28,-14.85,-2.53,-19.52,26.88,1089.95,-13.65,1.28,0,-56.69
(주)예스코홀딩스,015360,2021/12,-9.02,-0.27,-2.59,26.61,-36.83,-41.25,3.07,12.86,0,150.54
(주)예스코홀딩스,015360,2022/12,4.81,3.56,1.62,2.68,8.14,-60.47,-1.97,16.17,0,-98.7
(주)오뚜기,007310,2011/12,9.72,8.61,-4.94,9.03,10.68,0.55,11.35,14.78,12.43,19.58
(주)오뚜기,007310,2012/12,11.21,11.92,-5.7,9.24,13.92,-5.06,10.98,5.33,6.79,28.1
(주)오뚜기,007310,2013/12,9.67,5.61,54.03,12.53,5.87,5.27,13.43,2.46,22.25,-3.32
(주)오뚜기,007310,2014/12,12.05,12.22,-4.16,12.83,10.95,3.33,11.07,3.1,2.64,10.27
(주)오뚜기,007310,2015/12,9.82,7.86,-4.25,13.85,4.06,13.88,15.31,5.69,11.4,15.14
(주)오뚜기,007310,2016/12,7.3,6.23,-4.44,5.05,10.83,10.12,9.1,6.77,31.66,6.82
(주)오뚜기,007310,2017/12,8.1,17.49,-95.44,9.88,5.46,-2.8,6.68,5.74,-4.54,2.49
(주)오뚜기,007310,2018/12,19.85,31.17,-2.89,18.67,21.68,23.01,10.02,5.67,21.85,3.88
(주)오뚜기,007310,2019/12,4.3,23.83,-2.98,19.45,-18.57,-3.57,5.76,5.02,-39.46,-2.27
(주)오뚜기,007310,2020/12,8.7,1.25,1436.24,5.2,16.43,45.43,9.69,10.01,9.72,33.83
(주)오뚜기,007310,2021/12,11.39,-0.49,74.81,1.18,31.82,32.56,7.4,5.51,21.79,-16.06
(주)오뚜기,007310,2022/12,36.99,45.21,319.25,32.31,44.17,84.67,20.75,16.22,112.15,11.45
(주)오리온,271560,2017/12,,,,,,,,,,
(주)오리온,271560,2018/12,4.13,-1.6,0,-1.02,24.43,3.9,7.44,72.48,85.03,162.67
(주)오리온,271560,2019/12,4.29,0.58,-0.31,4.14,4.76,-5.73,15.45,5,54.15,16.09
(주)오리온,271560,2020/12,8.69,0.43,-1.31,0.64,33.74,21.77,12.78,10.21,24.12,14.82
(주)오리온,271560,2021/12,17.07,6.69,9.1,5.69,43.72,15.99,20.83,5.64,-3.69,-0.85
(주)오리온,271560,2022/12,8.05,-5.98,426.76,-3.7,28.28,12.67,15.5,21.98,52.25,25.14
(주)오리온홀딩스,001800,2011/12,6.92,9.09,-0.87,6.23,8.04,19.38,13.12,19.98,-49.23,-37.8
(주)오리온홀딩스,001800,2012/12,14.13,15.11,-0.88,13.7,14.8,-13.13,12.29,23.7,52.58,25.6
(주)오리온홀딩스,001800,2013/12,12.31,20.25,-0.89,17.95,3.5,-1.08,14.04,4.95,-3.9,-1.88
(주)오리온홀딩스,001800,2014/12,-1.38,1.09,51.06,-0.07,-3.72,-6.76,11.08,-0.89,12.2,7.83
(주)오리온홀딩스,001800,2015/12,2.26,1.76,-1.01,7,-6.51,-12.7,10.55,-3.27,-0.7,7.26
(주)오리온홀딩스,001800,2016/12,-3,3.41,80.83,4.48,-18.86,3.33,16.02,0.16,45.8,9
(주)오리온홀딩스,001800,2017/12,47.92,-0.76,128.9,69.33,-10.48,-10.36,15.53,-95.28,525.48,-98.5
(주)오리온홀딩스,001800,2018/12,0.91,1.13,-5.33,-1.81,14.98,3.38,1.53,1671.81,-96.19,4603.46
(주)오리온홀딩스,001800,2019/12,0.56,5.18,-6.82,1.88,-5.27,-4.25,2.67,5.3,-14.12,15.68
(주)오리온홀딩스,001800,2020/12,3.01,0.76,-0.44,-1.4,23.87,18.33,2.09,8.41,60.22,15.74
(주)오리온홀딩스,001800,2021/12,0,0,0,0,0,0,0,0,0,0
(주)오리온홀딩스,001800,2022/12,2.83,-2.79,-30.04,-3.9,21.78,12.94,3.2,21.51,19.75,26.65
(주)와이지플러스,037270,2011/12,-6.68,-0.69,0,-1.01,-11.27,0,3.78,-14.19,0,0
(주)와이지플러스,037270,2012/12,-8.45,-1.44,0,-2.81,-13.53,0,-7.67,3.01,0,0
(주)와이지플러스,037270,2013/12,-9.97,-1.83,0,-0.66,-19.44,0,-9.99,-21.8,0,0
(주)와이지플러스,037270,2014/12,160.69,-89.77,0,-69.56,449.03,0,261.48,-57.14,0,0
(주)와이지플러스,037270,2015/12,6.07,172.48,0,365.63,-18.89,112.29,0.65,185.41,0,0
(주)와이지플러스,037270,2016/12,5.63,90.78,0,39.92,-8.03,50.54,0.19,140.77,0,0
(주)와이지플러스,037270,2017/12,10.52,-3.33,0,82.19,-32.93,9.08,-7.23,2.98,0,0
(주)와이지플러스,037270,2018/12,7.92,-7.99,0,2.28,17.22,15.37,0.3,41.25,0,0
(주)와이지플러스,037270,2019/12,6.76,73.39,0,1.34,14.54,1.25,-4.05,21.67,0,48.08
(주)와이지플러스,037270,2020/12,-3.63,-56.29,0,-7.54,1.33,-31.69,-3.14,-13.96,0,413.41
(주)와이지플러스,037270,2021/12,47.78,119.84,0,38.43,58.63,-10.86,50.95,44.02,0,316.57
(주)와이지플러스,037270,2022/12,8.18,-27.7,0,-30.75,47.6,-1.42,5.81,-9.13,-46.91,-59.58
(주)와이투솔루션,011690,2011/12,-23.59,-1.27,0,-1.15,-29.74,-32.14,-15.35,-24.87,0,0
(주)와이투솔루션,011690,2012/12,-7.2,-4.07,0,-5.96,-7.67,10.05,-4.34,-4.42,0,0
(주)와이투솔루션,011690,2013/12,-2.1,1.82,0,-0.38,-2.77,1.54,-11.21,-19.33,0,0
(주)와이투솔루션,011690,2014/12,2.07,17.24,0,11.73,-1.82,2.2,12.29,18.48,0,0
(주)와이투솔루션,011690,2015/12,-7.98,-4.96,0,0.62,-11.92,-16.29,3.27,-6.71,437.73,22.74
(주)와이투솔루션,011690,2016/12,5.19,2.37,0,-0.37,8.1,-25.92,51.77,-23.46,-416.16,-213.45
(주)와이투솔루션,011690,2017/12,97.93,-3.08,0,283.74,8.36,-1.4,114.31,14.5,0,0
(주)와이투솔루션,011690,2018/12,-3.89,2.81,0,-6.83,1.11,-15.97,-14.89,-18.76,-829.44,0
(주)와이투솔루션,011690,2019/12,6.55,-2.68,0,16.62,-9.29,34.62,7.51,18.89,0,0
(주)와이투솔루션,011690,2020/12,-45.31,-6.46,0,-73.79,12.29,-14.3,-72.41,-0.83,0,0
(주)와이투솔루션,011690,2021/12,4.73,-2.61,0,4.44,4.86,15.22,174.76,-5.47,0,0
(주)와이투솔루션,011690,2022/12,6.84,9.99,0,-0.79,10.43,30.49,-5.78,18.71,0,0
(주)용평리조트,070960,2011/12,,,,,,,,,,
(주)용평리조트,070960,2012/12,,,,,,,,,,
(주)용평리조트,070960,2013/12,0,0,0,0,0,0,0,0,0,0
(주)용평리조트,070960,2014/12,8.03,-1.82,0,-1.82,127.41,26.63,1.15,-13.16,-66.22,-30.13
(주)용평리조트,070960,2015/12,18.53,-0.8,0,-0.83,119.84,132.12,3.76,31.97,193.32,53.66
(주)용평리조트,070960,2016/12,-4.3,1.2,0,1.5,-17.97,-40.83,26.73,19.51,23.29,14.92
(주)용평리조트,070960,2017/12,-6.54,3.97,0,4.85,-39.82,-1.11,2.96,-0.49,18.39,10.28
(주)용평리조트,070960,2018/12,-6.38,-2.62,0,-2.31,-27.07,-4.62,1.47,-13.49,-39.9,-26.67
(주)용평리조트,070960,2019/12,4.57,4.82,0,4.57,4.61,19.1,-4.44,-28.64,-235.41,-116.79
(주)용평리조트,070960,2020/12,7.29,0.49,0,0.49,53.62,148.16,-4.55,-1.56,0,0
(주)용평리조트,070960,2021/12,-7.72,-1.76,0,-0.56,-39.64,-96.68,2.25,85.48,0,0
(주)용평리조트,070960,2022/12,3.18,-2.46,0,-1.18,35.25,1630.5,-2.21,-39.36,0,-94.95
(주)우성,006980,2011/12,11.43,-3.5,0.25,4.32,15.63,5.45,7.72,3.23,88.71,19.24
(주)우성,006980,2012/12,4.07,-6.26,-2.73,-1.72,7.14,9.3,2.36,2.72,-49.9,-66.01
(주)우성,006980,2013/12,-7.72,7.97,-2.93,2.67,-12.79,-15.4,1.27,-8.55,-55.78,-26.99
(주)우성,006980,2014/12,1.45,-3.86,-3.08,-2.69,3.82,1.22,1.41,-5.8,30.15,109.64
(주)우성,006980,2015/12,-6.73,13.14,-2.55,7.66,-14.47,-3.47,-4.62,-7.04,0,-43.41
(주)우성,006980,2016/12,-4.12,5.69,-3.28,3.39,-9.2,-26.05,-0.45,-12.18,0,-68.66
(주)우성,006980,2017/12,2.23,48.45,1.36,23.56,-14.23,0.82,-0.02,-0.08,29.67,-274.69
(주)우성,006980,2018/12,12.24,6.79,38.69,8.09,16.85,29.1,-3.77,5.03,-452.41,0
(주)우성,006980,2019/12,19.04,-6.98,-32.98,-5.83,44.59,42.37,8.81,17.8,0,0
(주)우성,006980,2020/12,-6.69,-2.35,-0.06,0.29,-11.36,-7.63,2.3,14.01,-51.66,0
(주)우성,006980,2021/12,0,0,0,0,0,0,0,0,0,0
(주)우성,006980,2022/12,16.64,-6.02,-3.84,-0.7,29.54,26.48,0.57,27.44,0,0
(주)우신시스템,017370,2011/12,22.65,11.08,0,10.85,34.36,36.2,11.84,33.25,30.11,22.63
(주)우신시스템,017370,2012/12,0.49,-13.91,0,-13.15,11.66,31.96,4.99,-9.89,-29.27,-19.27
(주)우신시스템,017370,2013/12,33.22,32.73,0,39.05,29.51,37.98,4.54,27.96,-29.99,-44.62
(주)우신시스템,017370,2014/12,-0.04,0.78,0,2.66,-1.88,16.5,17.22,51.38,203.01,219.79
(주)우신시스템,017370,2015/12,24.73,40.25,0,32.89,18.89,141.5,19.21,2.06,25.04,-2.69
(주)우신시스템,017370,2016/12,-1.76,1.49,0,3.21,-5.74,-26.26,10.59,0.5,-38.23,-28.51
(주)우신시스템,017370,2017/12,14.68,23.62,0,25.21,5.45,19.9,-2.59,-7.69,-108.37,-41.91
(주)우신시스템,017370,2018/12,3.62,-0.98,0,-4.81,12.39,127.01,-6.74,19.57,0,0
(주)우신시스템,017370,2019/12,3.98,1.87,0,2.85,4.98,108.41,3.25,-9.62,0,0
(주)우신시스템,017370,2020/12,4.02,-4.11,0,-2.48,9.64,-29.52,-12.43,-8.72,0,0
(주)우신시스템,017370,2021/12,-5.56,-6.89,-3.11,-9.94,-2.04,137.06,-14.74,5.23,0,0
(주)우신시스템,017370,2022/12,-8.75,-3.03,-3.21,0.27,-15.4,-43.02,2.4,-2.97,0,0
(주)우진,105840,2011/12,12.91,118.01,-2,47.23,-1.13,19.1,11.47,33.27,12.34,9.48
(주)우진,105840,2012/12,11.56,6.03,-2.04,7.99,13.73,26.33,10.29,1.19,-44.54,-51.45
(주)우진,105840,2013/12,10.2,50.42,-66.3,67.05,-22.69,28.05,1.16,-6.62,-72.22,0
(주)우진,105840,2014/12,20.11,61.86,-40.15,28.56,9.55,21.17,0.1,35.88,-1,0
(주)우진,105840,2015/12,10.33,6.63,-23.53,-12.06,43.18,-1.28,10.42,0.78,622.61,19.02
(주)우진,105840,2016/12,-7.14,1.28,7.04,0.75,-14.25,2.7,-3.88,2.32,-102.81,-121.09
(주)우진,105840,2017/12,4.53,46.98,174.47,28.87,-21.23,-27.99,8.14,-9.37,0,0
(주)우진,105840,2018/12,11.35,0.82,-1.1,24.44,-11.32,-32.72,-3.51,-4.46,0,0
(주)우진,105840,2019/12,-5.29,-0.94,6.09,-16.9,22.95,8.77,3.78,-5.28,0,0
(주)우진,105840,2020/12,20.17,2.71,13.21,37.05,-7.58,60.5,29.4,0.97,0,0
(주)우진,105840,2021/12,0,0,0,0,0,0,0,0,0,0
(주)우진,105840,2022/12,-1.19,10.64,9.8,0.93,-3.98,0.14,10.84,15.24,0,42.11
(주)우진아이엔에스,010400,2011/12,,,,,,,,,,
(주)우진아이엔에스,010400,2012/12,,,,,,,,,,
(주)우진아이엔에스,010400,2013/12,,,,,,,,,,
(주)우진아이엔에스,010400,2014/12,,,,,,,,,,
(주)우진아이엔에스,010400,2015/12,,,,,,,,,,
(주)우진아이엔에스,010400,2016/12,,,,,,,,,,
(주)우진아이엔에스,010400,2017/12,0,0,0,0,0,0,0,0,0,0
(주)우진아이엔에스,010400,2018/12,25.12,24.36,-1.92,-10.21,41.19,66.52,41.7,-5.32,-14.24,-21.18
(주)우진아이엔에스,010400,2019/12,9.02,6.92,-1.92,40.81,-0.18,-3.34,-1.99,-19.3,-85.29,-95.1
(주)우진아이엔에스,010400,2020/12,-9.17,-1.89,-1.96,8.13,-16.23,-10.12,-5.16,30.87,-16.98,101.48
(주)우진아이엔에스,010400,2021/12,-5.27,-3.24,-2,-8.85,-3.38,12.44,-4.28,-36.29,0,0
(주)우진아이엔에스,010400,2022/12,-2.64,-4.76,-2.04,21.5,-14.64,-15.38,-3.59,-6.07,0,0
(주)우진플라임,049800,2011/12,8.22,4.15,0,4.65,12.19,24.68,16.88,28.86,40.85,42.89
(주)우진플라임,049800,2012/12,9.25,6.61,0,6.85,11.76,26.34,12.23,4.57,-26.45,-30.54
(주)우진플라임,049800,2013/12,24.76,14.4,0,14.22,35.24,29.55,9.31,25.06,-1.76,8.41
(주)우진플라임,049800,2014/12,58.75,124.2,0,122.52,5.13,25.55,-0.52,-3.49,0,0
(주)우진플라임,049800,2015/12,-17.66,-23.79,0,-24.95,-4.68,-1.87,-20.5,-3.48,0,0
(주)우진플라임,049800,2016/12,3.28,-5.15,0,-5.19,15.15,-0.66,21.48,24.63,0,0
(주)우진플라임,049800,2017/12,3.01,6.13,0,6.14,-0.6,4.86,1.55,0.56,-94.98,-61.47
(주)우진플라임,049800,2018/12,-8.12,-3.29,0,-2.76,-14.73,2.48,-17.76,-25.13,-1929.04,-289.42
(주)우진플라임,049800,2019/12,-6.92,-5.02,0,-5.61,-8.77,-15.58,-21.13,5.76,0,0
(주)우진플라임,049800,2020/12,-0.06,-5.82,0,-4.84,6.88,-21.27,15.47,12.76,0,0
(주)우진플라임,049800,2021/12,3.27,-3.74,0,-0.78,8.5,41.8,35.12,14.14,189.74,76.22
(주)우진플라임,049800,2022/12,3.21,1.22,0,0.03,6.98,8.62,25.16,8.8,-2.94,36.02
(주)웅진,016880,2011/12,5.6,9.58,-13.67,6.15,4.65,46.72,-18.67,23.12,0,0
(주)웅진,016880,2012/12,-35.51,-20.02,-22.25,-54.86,-1.86,-94.37,-166.41,-52.8,0,0
(주)웅진,016880,2013/12,0.37,-15.58,0,-19.46,16.23,182.78,0,-39.95,0,0
(주)웅진,016880,2014/12,-30.54,-16.01,672.2,-14.6,-39.38,17.99,34.51,8.38,-76.88,0
(주)웅진,016880,2015/12,-25.04,-35.82,-18.98,-27.04,-23.48,-83.21,24.44,-1.39,-66.73,375.13
(주)웅진,016880,2016/12,-30.38,-74.71,0,-48.52,-16.87,-8.19,1.48,-46.07,-101.81,-152.6
(주)웅진,016880,2017/12,5.75,1.85,0,3.61,6.74,19.24,-4.17,16.41,0,0
(주)웅진,016880,2018/12,-14.26,19.16,0,-0.15,-20.57,123.85,-30.92,2.68,-1284.13,-911.61
(주)웅진,016880,2019/12,283.1,51.57,0,18.16,432.11,97.86,-69.27,182.33,0,0
(주)웅진,016880,2020/12,-62.35,-0.21,-0.55,-7.02,-69.26,-6,-46.64,6.54,0,-69.61
(주)웅진,016880,2021/12,-2.74,140.78,51.21,89.49,-37.58,16.92,56.43,12.17,0,87.9
(주)웅진,016880,2022/12,2.67,7.49,78.07,7.67,-3.08,16.09,28.06,7.14,-64.26,-1.46
(주)웅진씽크빅,095720,2011/12,13.03,15.53,-1.76,22.49,1.18,9.08,4.16,0.3,-50.56,-43.71
(주)웅진씽크빅,095720,2012/12,-9.77,-34.61,-5.98,-26.7,15.88,-20.13,-25.32,-15.95,0,-77.99
(주)웅진씽크빅,095720,2013/12,-19.94,-9.19,-1.85,-12.27,-27.28,-16.74,1.22,-11.04,0,35.27
(주)웅진씽크빅,095720,2014/12,1.4,-1.25,-1.89,-5.32,9.17,1.4,21.05,-0.91,234.3,39.65
(주)웅진씽크빅,095720,2015/12,6.1,6.93,-1.92,-6.02,18.25,31.71,6.35,1.17,26.71,30.08
(주)웅진씽크빅,095720,2016/12,2.92,-1.86,-1.96,-9.4,12.74,-31.84,8.38,-4.07,77.7,61.36
(주)웅진씽크빅,095720,2017/12,4.98,-6.54,-2,-8.92,13.87,-12.76,7.85,0.05,6.53,-9.26
(주)웅진씽크빅,095720,2018/12,22.34,-14.69,-2.04,1.12,33.21,8.22,5.28,2.98,-10.98,-0.65
(주)웅진씽크빅,095720,2019/12,277.01,-15.32,-36.19,17.43,377.88,7.85,51.22,1.45,-737.59,-36.3
(주)웅진씽크빅,095720,2020/12,-72.96,-0.85,-0.69,2.25,-80.14,-9.79,-22.38,-0.94,0,-35.38
(주)웅진씽크빅,095720,2021/12,15.85,118.13,-0.7,41.42,3.28,85.75,-2.25,25.96,4444.26,91.44
(주)웅진씽크빅,095720,2022/12,2.48,24.74,142.48,14.92,-5.89,6.04,-2.41,14.67,-93.01,2.85
(주)원림,005820,2011/12,,,,,,,,,,
(주)원림,005820,2012/12,,,,,,,,,,
(주)원림,005820,2013/12,0,0,0,0,0,0,0,0,0,0
(주)원림,005820,2014/12,0,0,0,0,0,0,0,0,0,0
(주)원림,005820,2015/12,3.35,7.63,-1.17,6.73,-0.51,-2.55,3.86,-3.2,-32.06,40.21
(주)원림,005820,2016/12,6.14,10.47,-0.76,-1.34,15.34,-0.6,5.95,6.7,145.98,47.51
(주)원림,005820,2017/12,4.23,1.72,13.46,10.38,-2.23,18.01,3.48,-13.21,-47.39,-52.07
(주)원림,005820,2018/12,1.72,2.41,-1.28,2.35,0.98,26.41,-1.69,6.56,-124.04,-60.32
(주)원림,005820,2019/12,8.71,2.29,-24.67,4.35,13.95,-9.59,3.27,0.14,0,111.58
(주)원림,005820,2020/12,8.72,10.1,-1.2,-7.84,26.96,-19.05,16.7,-13.52,439.31,29.71
(주)원림,005820,2021/12,-3.97,-5.85,-1.04,0.08,-7.21,12.2,1.08,16.55,-91.19,-41.14
(주)원림,005820,2022/12,-0.21,13.27,-30.13,16.4,-14.53,-2.25,6.43,2.82,410.81,6.52
(주)위스컴,024070,2011/12,5.75,0.54,0,4.14,6.63,17.23,5.43,2.73,-2.64,6.6
(주)위스컴,024070,2012/12,-0.43,-1.33,0,-2.97,0.92,21.94,1.37,-9.61,-22.03,-28.83
(주)위스컴,024070,2013/12,-2.39,-3.09,0,-2.07,-2.55,-28.32,0.49,-8.77,-32.92,-18.16
(주)위스컴,024070,2014/12,2.6,4.07,0,3.65,2.06,10.3,1.23,-5.18,11.87,-14.25
(주)위스컴,024070,2015/12,-2.53,3.61,0,14.75,-11.57,-12.04,-0.77,-1.27,-49.31,-59.9
(주)위스컴,024070,2016/12,2.39,-2.49,0,-4.05,6.76,10.49,0.26,-4.72,-32.17,-31.45
(주)위스컴,024070,2017/12,-3,-0.33,0,-6.47,-0.89,-12.07,-1.44,-13.1,-96.57,-77.23
(주)위스컴,024070,2018/12,-1.5,7.41,0,9.44,-7.8,-4.11,0.55,-4.22,1514.96,-202.67
(주)위스컴,024070,2019/12,5.01,16.17,0,10.08,1.54,-1.39,0.7,3.15,2.43,0
(주)위스컴,024070,2020/12,-2.63,5.71,0.06,6.47,-9.37,-25.41,-1.06,-11.26,-193.04,-308.01
(주)위스컴,024070,2021/12,0,0,0,0,0,0,0,0,0,0
(주)위스컴,024070,2022/12,-5.01,-12.57,-13.08,-11.42,1.44,18.3,-6.3,6.87,0,0
(주)윌비스,008600,2011/12,-1.43,-4.33,0,1.01,-2.64,3.33,-0.49,-4.98,245.34,101.55
(주)윌비스,008600,2012/12,-8.71,-11.24,0,-9.92,-8.08,-10.25,-8.33,-0.72,0,0
(주)윌비스,008600,2013/12,2.92,-9.71,0,-8.56,8.71,11.68,-1,-3.14,0,0
(주)윌비스,008600,2014/12,1.05,2.66,0,3.09,0.18,5.64,4.3,-1.31,0,-16.57
(주)윌비스,008600,2015/12,24.35,-3.28,0,39.83,17.59,11.6,5.54,22.65,46.32,43.29
(주)윌비스,008600,2016/12,11.98,3.78,0,19.28,8.18,4.58,3.64,6.56,-3.36,3.2
(주)윌비스,008600,2017/12,-9.84,-9.98,0,-8.32,-10.71,-14.52,-5.32,-6.4,-85.15,-30.97
(주)윌비스,008600,2018/12,-1,-5.87,0,-8.75,3.56,2.04,0.18,-4.56,-1252.42,-51.25
(주)윌비스,008600,2019/12,-7.81,-2.17,0,10.7,-17.4,-21.26,-22.6,-2.91,0,-678.39
(주)윌비스,008600,2020/12,1.33,-10.66,0,-9.21,8.65,0.33,-2.66,-11.13,0,0
(주)윌비스,008600,2021/12,0,0,0,0,0,0,0,0,0,0
(주)윌비스,008600,2022/12,-6.12,-6.9,0,-14.72,-2.06,5.5,-6.01,-7.82,0,-95.59
(주)유니드,014830,2011/12,51.69,95.6,55.64,56.29,46.59,146.32,12.89,18.73,-9.57,-18.86
(주)유니드,014830,2012/12,-12.43,4.46,-40.53,4.83,-32.78,-30.04,0.36,-5.03,-88.54,-58.69
(주)유니드,014830,2013/12,4.48,-5.34,-45.59,-16.35,42.8,-15.97,5.02,5.17,461.23,68.24
(주)유니드,014830,2014/12,-5.61,-0.11,-21.62,-1.99,-9.5,1.93,6.78,-1.87,14.35,30.56
(주)유니드,014830,2015/12,24.69,21.75,-26.64,17.59,32.97,34.14,14.12,5.84,52.34,-16.33
(주)유니드,014830,2016/12,0.96,4.46,4650.67,16.86,-15.43,-35.72,4.69,4.61,-34.29,28.23
(주)유니드,014830,2017/12,6.34,10.7,-1.04,7.94,4.06,16.8,3.78,2.9,-20.6,-1.41
(주)유니드,014830,2018/12,-0.12,3.33,-1.05,1.16,-2,24.41,0.93,6.77,-8.79,19.32
(주)유니드,014830,2019/12,-3.2,-1.45,-23.41,-3.9,-2.13,27.99,8.13,7.51,87.09,5.87
(주)유니드,014830,2020/12,4.14,-7.3,-2.94,-2.42,13.96,-27.82,10.31,1.75,13.89,13.56
(주)유니드,014830,2021/12,0,0,0,0,0,0,0,0,0,0
(주)유니드,014830,2022/12,10.5,-7.18,-60.44,-5.38,26.53,81.31,-9.44,28.04,-31.93,-12.16
(주)유니드비티플러스,446070,2022/12,,,,,,,,,,
(주)유니온,000910,2011/12,-23.41,5.02,0,-27.56,1.01,12.76,-25.09,9.02,-19.15,-21.44
(주)유니온,000910,2012/12,-18.96,-3.61,0,-19.97,-14.68,-19.92,-15.13,-5.31,-35.48,-52.86
(주)유니온,000910,2013/12,5.01,-15.13,0,7.67,-5.51,-15.82,6.33,-8.88,0,-3.86
(주)유니온,000910,2014/12,-35.83,15.04,0,-43.4,-1.73,-25.84,-36.57,3.1,0,13.69
(주)유니온,000910,2015/12,-7.26,-12.14,0,-7.41,-6.87,1.73,-5.74,-14.75,0,-93.82
(주)유니온,000910,2016/12,,,,,,,,,,
(주)유니온,000910,2017/12,0,0,0,0,0,0,0,0,0,0
(주)유니온,000910,2018/12,-15.61,-32.4,0,-27.12,17.06,15.97,-24.47,15.31,-854.94,-255.15
(주)유니온,000910,2019/12,6.06,17.24,21.98,-0.03,16.83,17.86,-11.78,1.71,0,0
(주)유니온,000910,2020/12,9,5.24,-1.2,14.78,0.26,-3.52,26.04,-10.94,0,-28.25
(주)유니온,000910,2021/12,3.31,1.98,-1.22,3.45,3.07,22.28,4.77,14.13,-39.34,-33.79
(주)유니온,000910,2022/12,2.72,13.61,42.28,1.42,4.98,18.12,-7.75,8.83,0,-43.99
(주)유니켐,011330,2011/12,,,,,,,,,,
(주)유니켐,011330,2012/12,,,,,,,,,,
(주)유니켐,011330,2013/12,,,,,,,,,,
(주)유니켐,011330,2015/06,,,,,,,,,,
(주)유니켐,011330,2016/12,,,,,,,,,,
(주)유니켐,011330,2017/12,0,0,0,0,0,0,0,0,0,0
(주)유니켐,011330,2018/12,27.76,13.65,-2.37,13.13,39.74,64.04,68.12,26.64,83.9,262.3
(주)유니켐,011330,2019/12,43.09,43.37,13512.46,71.78,24.08,17.29,42.07,30.06,38.71,36.05
(주)유니켐,011330,2020/12,68.44,152.51,4.45,131.94,10.19,-22.87,17.41,16.05,-27.42,-14.48
(주)유니켐,011330,2021/12,17.51,30.01,-3.52,25.38,2.32,-0.04,11.68,-2.3,-66.76,-37.99
(주)유니켐,011330,2022/12,29.48,53.94,-2.95,48.97,-16.61,-1.07,10.67,-2.35,-34.95,-65.61
(주)유수홀딩스,000700,2011/12,,,,,,,,,,
(주)유수홀딩스,000700,2012/12,,,,,,,,,,
(주)유수홀딩스,000700,2013/12,0,0,0,0,0,0,0,0,0,0
(주)유수홀딩스,000700,2014/12,0,0,0,0,0,0,0,0,0,0
(주)유수홀딩스,000700,2015/12,13.19,4.34,0,2.61,26.53,18.14,10.24,7.39,0,80.84
(주)유수홀딩스,000700,2016/12,1.94,5.56,0,21.3,-17.84,-73.92,-1.04,-13.44,-102.45,-72.56
(주)유수홀딩스,000700,2017/12,9.93,-7.99,0,4.71,17.82,-96.47,-7.14,-3,0,214.15
