회사명,거래소코드,회계년도,총자본회전률(IFRS),자기자본회전률(IFRS),타인자본회전률(IFRS),매입채무회전률(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),재고자산회전률(IFRS),매출채권회전률(IFRS),유형자산회전율(IFRS),순운전자본회전률(IFRS)
(주)아이컴포넌트,059100,2022/12,0.66,1.06,1.76,30.76,1.35,1.73,6.21,8.17,1.42,0.84
(주)아이퀘스트,262840,2015/12,,,,,,,,,,
(주)아이퀘스트,262840,2016/12,,,,,,,,,,
(주)아이퀘스트,262840,2017/12,,,,,,,,,,
(주)아이퀘스트,262840,2018/12,,,,,,,,,,
(주)아이퀘스트,262840,2019/12,0.63,0.85,2.41,151.85,0.9,0.9,38062.98,57.54,2.51,0.68
(주)아이퀘스트,262840,2020/12,0.6,0.86,2.01,61.47,0.81,0.81,45167.57,35.95,2.97,0.63
(주)아이퀘스트,262840,2021/12,0.38,0.51,1.48,67.88,0.66,0.66,24465.09,35.05,2.64,0.5
(주)아이퀘스트,262840,2022/12,0.3,0.36,1.86,196.22,0.9,0.9,19649.56,47.47,2.05,0.65
(주)아이톡시,052770,2011/12,0.94,2.52,1.49,7.99,1.9,1.9,0,2.73,26.52,0.84
(주)아이톡시,052770,2012/12,0.89,2.31,1.44,8.49,1.79,1.79,0,3.02,23.84,0.8
(주)아이톡시,052770,2013/12,0.92,1.94,1.75,11.88,1.87,1.87,0,3.68,26.11,0.9
(주)아이톡시,052770,2014/12,0.86,1.98,1.53,10.87,1.9,1.9,0,3.16,23.39,0.85
(주)아이톡시,052770,2015/12,1.56,4.37,2.42,13.69,3.26,3.26,0,6.82,34.4,1.49
(주)아이톡시,052770,2016/12,1.35,3.84,2.08,12.07,2.7,2.7,0,7.41,24.07,1.26
(주)아이톡시,052770,2017/12,1.07,4.63,1.39,6.53,1.98,1.98,0,6.84,15.13,0.82
(주)아이톡시,052770,2018/12,1.23,0,1.13,4.15,2.26,2.26,0,7.64,17.97,0.76
(주)아이톡시,052770,2019/12,0.45,0,0.54,2.57,1.23,1.23,0,4.22,10.45,0.38
(주)아이톡시,052770,2020/12,0.85,1.53,1.91,9.51,1.6,1.67,40.43,3.39,9.85,0.9
(주)아이톡시,052770,2021/12,0.97,2.12,1.78,9.57,1.43,1.5,30.32,3.12,8.93,0.83
(주)아이톡시,052770,2022/12,2.13,4.61,3.94,32.43,2.79,2.89,79.14,6.37,43.34,1.66
(주)아이티센,124500,2011/12,,,,,,,,,,
(주)아이티센,124500,2013/03,2.11,9.47,2.71,19.67,6.58,7.91,38.98,13.81,16.9,2.55
(주)아이티센,124500,2014/03,1.75,7.47,2.29,10.98,4.73,5.95,23.1,8.17,8.26,2.07
(주)아이티센,124500,2015/03,2.13,7.53,2.97,8.64,4.63,5.42,31.59,8.07,10.05,2.27
(주)아이티센,124500,2016/12,1.7,7.2,2.23,7.51,6.85,8.03,46.38,17.73,12.03,1.89
(주)아이티센,124500,2017/12,1.86,5.52,2.81,14.14,8,9.1,66.16,35.48,12.63,2.44
(주)아이티센,124500,2018/12,1.14,3.22,1.77,15.22,7.14,8.34,49.44,61.2,7.96,1.73
(주)아이티센,124500,2019/12,1.05,3.43,1.51,16.92,7.32,8.01,85.08,40.75,7.98,1.74
(주)아이티센,124500,2020/12,0.94,2.29,1.58,20.14,6.67,6.68,4436.86,43.14,7.07,1.71
(주)아이티센,124500,2021/12,0.38,0.76,0.75,9.92,4.35,4.35,2827.21,28.12,2.44,0.87
(주)아이티센,124500,2022/12,0.35,0.76,0.66,24.87,3.32,3.32,0,36.77,1.95,0.89
(주)아이티아이즈,372800,2018/12,,,,,,,,,,
(주)아이티아이즈,372800,2019/12,,,,,,,,,,
(주)아이티아이즈,372800,2020/12,2.56,8.48,3.68,7.07,3.15,3.15,0,21.01,129.96,1.83
(주)아이티아이즈,372800,2021/12,1.95,3.75,4.05,12.26,2.31,2.31,0,29.17,127.95,1.59
(주)아이티아이즈,372800,2022/12,1.2,2.01,3.01,8.29,1.52,1.52,2783.15,16.11,64.25,1.06
(주)아이티엑스에이아이,099520,2011/12,0.98,2.01,1.9,11.08,2.08,3.95,4.42,5.08,3.64,1.19
(주)아이티엑스에이아이,099520,2012/12,0.94,1.97,1.78,8.79,1.91,3.9,3.75,4.78,3.8,1.08
(주)아이티엑스에이아이,099520,2013/12,1.54,2.71,3.58,14.79,2.83,6.7,4.89,9.5,6.87,1.76
(주)아이티엑스에이아이,099520,2014/12,1.27,1.91,3.8,17.92,2.41,5.68,4.2,9.97,5.34,1.71
(주)아이티엑스에이아이,099520,2015/12,0.78,1.28,1.98,12.42,1.63,2.85,3.84,6.63,2.87,1.24
(주)아이티엑스에이아이,099520,2016/12,0.73,1.38,1.55,8.38,1.48,2.22,4.43,6.6,2.42,0.93
(주)아이티엑스에이아이,099520,2017/12,1.16,1.97,2.83,13.3,2.2,4.11,4.73,7.96,3.7,1.28
(주)아이티엑스에이아이,099520,2018/12,1.14,1.73,3.35,12.91,1.88,3.72,3.81,6.94,5.83,1.24
(주)아이티엑스에이아이,099520,2019/12,1.46,2.51,3.5,13.92,2.28,4.74,4.38,10.81,19.96,1.46
(주)아이티엑스에이아이,099520,2020/12,0.88,2.03,1.57,14.51,1.26,1.86,3.91,9.32,18.71,0.75
(주)아이티엑스에이아이,099520,2021/12,0.85,1.88,1.55,27.28,1.1,1.62,3.46,5.87,38.58,0.68
(주)아이티엑스에이아이,099520,2022/12,1.06,1.72,2.8,51.63,1.22,1.8,3.74,3.71,334.7,0.89
(주)아이티엠반도체,084850,2011/12,1.26,3.2,2.09,10.89,2.17,2.7,11.18,4.23,4.41,1.09
(주)아이티엠반도체,084850,2012/12,1.01,2.43,1.72,10.04,2.12,2.95,7.48,4.35,2.91,0.96
(주)아이티엠반도체,084850,2013/12,1.06,3.06,1.63,13.09,2.69,4.4,6.89,6.35,2.43,1.09
(주)아이티엠반도체,084850,2014/12,1.01,2.98,1.52,13.4,2.87,4.32,8.55,6.5,2.06,1.15
(주)아이티엠반도체,084850,2015/12,0.89,2.73,1.31,13.64,2.69,3.74,9.65,5.84,1.97,1.1
(주)아이티엠반도체,084850,2016/12,0.77,2.83,1.05,8.78,1.8,2.38,7.46,3.77,2.17,0.82
(주)아이티엠반도체,084850,2017/12,0.96,3.77,1.28,8.03,1.82,2.25,9.35,3.58,3.34,0.86
(주)아이티엠반도체,084850,2018/12,1.03,2.94,1.58,7.97,1.86,2.28,10.15,3.29,4.16,0.92
(주)아이티엠반도체,084850,2019/12,1.26,2.2,2.93,10.05,1.98,2.3,14.03,3.76,7.2,1.24
(주)아이티엠반도체,084850,2020/12,0.91,1.34,2.81,6.96,1.4,1.6,11.54,2.57,6.73,0.99
(주)아이티엠반도체,084850,2021/12,0.96,1.74,2.17,5.32,1.43,1.67,10.06,2.07,8.99,0.91
(주)아이티엠반도체,084850,2022/12,1,2.21,1.83,6.68,1.52,1.93,7.12,2.26,8.55,0.88
(주)아이패밀리에스씨,114840,2011/12,,,,,,,,,,
(주)아이패밀리에스씨,114840,2012/12,,,,,,,,,,
(주)아이패밀리에스씨,114840,2013/12,,,,,,,,,,
(주)아이패밀리에스씨,114840,2014/12,,,,,,,,,,
(주)아이패밀리에스씨,114840,2015/12,,,,,,,,,,
(주)아이패밀리에스씨,114840,2016/12,,,,,,,,,,
(주)아이패밀리에스씨,114840,2017/12,,,,,,,,,,
(주)아이패밀리에스씨,114840,2018/12,,,,,,,,,,
(주)아이패밀리에스씨,114840,2019/12,,,,,,,,,,
(주)아이패밀리에스씨,114840,2020/12,2.62,5.26,5.24,12.06,2.96,5.07,7.13,25.44,166.54,2
(주)아이패밀리에스씨,114840,2021/12,1.72,2.53,5.39,13.86,1.88,2.73,6.11,16.98,116.3,1.44
(주)아이패밀리에스씨,114840,2022/12,1.36,1.86,5.08,21.48,1.75,2.42,6.32,16.8,7.58,1.42
(주)아이팩토리,053810,2011/12,0.79,2.6,1.13,7.11,2.63,2.77,52.59,7.11,2.06,0.93
(주)아이팩토리,053810,2012/12,0.39,2.14,0.47,6.74,1.38,1.45,27.53,8.85,0.91,0.4
(주)아이팩토리,053810,2013/12,0.66,4.27,0.79,5.48,1.76,1.79,113.87,14.17,1.58,0.6
(주)아이팩토리,053810,2014/12,0.27,1.22,0.35,1.81,0.64,0.64,139.75,3.12,0.68,0.24
(주)아이팩토리,053810,2015/12,0.23,0.79,0.32,2.54,0.56,0.57,72.25,1.38,0.51,0.26
(주)아인스엠앤엠,040740,2011/12,0.34,0,0.36,2.29,0.86,1.47,2.1,3.93,7.15,0.26
(주)아즈텍더블유비이,032080,2011/12,0.55,0.95,1.33,38.55,0.67,0.92,2.5,3.42,3.54,0.47
(주)아즈텍더블유비이,032080,2012/12,0.45,0.71,1.2,30.2,0.56,0.8,1.93,2.77,3.05,0.4
(주)아즈텍더블유비이,032080,2013/12,0.53,0.67,2.43,25.72,0.75,1.19,2.05,2.77,3,0.6
(주)아즈텍더블유비이,032080,2014/12,0.56,0.65,3.88,15.95,0.79,1.21,2.27,2.85,2.89,0.69
(주)아즈텍더블유비이,032080,2015/12,0.6,0.69,4.39,17.8,0.81,1.17,2.66,3.03,3.14,0.69
(주)아즈텍더블유비이,032080,2016/12,0.58,0.64,6.4,29.65,0.82,1.21,2.56,3.07,3.11,0.73
(주)아즈텍더블유비이,032080,2017/12,0.35,0.39,3.51,35.57,0.53,0.83,1.51,2.96,1.97,0.48
(주)아즈텍더블유비이,032080,2018/12,0.45,0.53,3.22,38.29,0.7,1.03,2.19,4.95,2.67,0.6
(주)아즈텍더블유비이,032080,2019/12,0.4,0.48,2.39,32.66,0.7,1.06,2.1,4.31,2.52,0.58
(주)아즈텍더블유비이,032080,2020/12,0.3,0.37,1.47,30.2,0.66,1.11,1.63,3.62,2.02,0.5
(주)아즈텍더블유비이,032080,2021/12,0.27,0.35,1.19,26.25,0.57,0.86,1.72,4.16,2.06,0.42
(주)아즈텍더블유비이,032080,2022/12,0.32,0.41,1.38,24.79,0.58,0.78,2.29,5.13,2.69,0.43
(주)아진엑스텍,059120,2011/12,1.16,2.45,2.21,14.21,2.09,3.57,5.02,5.25,4.88,1.18
(주)아진엑스텍,059120,2012/12,0.84,1.57,1.81,15.04,1.44,2.37,3.7,3.94,4.01,0.88
(주)아진엑스텍,059120,2013/12,0.79,1.34,1.92,16.63,1.3,1.96,3.86,3.73,4.34,0.84
(주)아진엑스텍,059120,2014/12,0.73,0.98,2.84,15.95,1.11,1.4,5.45,2.89,4.59,0.85
(주)아진엑스텍,059120,2015/12,0.63,0.72,4.9,17.72,1,1.25,5.09,2.8,3.43,0.89
(주)아진엑스텍,059120,2016/12,0.51,0.68,2.06,11.88,0.8,0.96,4.88,2.51,2.75,0.71
(주)아진엑스텍,059120,2017/12,0.7,0.92,2.97,14.06,1.02,1.29,4.92,3.62,3.88,0.88
(주)아진엑스텍,059120,2018/12,0.57,0.64,5.27,14.71,0.83,1.13,3.17,3.32,2.64,0.73
(주)아진엑스텍,059120,2019/12,0.43,0.48,5.06,11.81,0.64,0.85,2.63,2.83,1.87,0.58
(주)아진엑스텍,059120,2020/12,0.47,0.52,4.53,11.97,0.69,0.89,3.1,3.73,2.06,0.61
(주)아진엑스텍,059120,2021/12,0.84,0.95,7,13.7,1.23,1.56,5.79,5.86,3.6,1.05
(주)아진엑스텍,059120,2022/12,0.7,0.81,5.29,8.06,1.06,1.57,3.24,4.48,2.79,0.89
(주)아큐텍,013780,2011/12,0.5,1.8,0.7,58.17,1.78,4.85,2.82,6.65,0.74,0.56
(주)아큐텍,013780,2012/12,0.26,1.51,0.31,42.81,1.21,3.24,1.94,5.39,0.34,0.28
(주)아톤,158430,2013/12,1.84,2.4,7.92,20.48,2.52,2.8,24.59,7.13,25.33,2.03
(주)아톤,158430,2019/12,0.52,0.64,2.64,39.61,0.76,0.77,228.51,5.66,17.05,0.71
(주)아톤,158430,2020/12,0.44,0.52,2.8,28.44,0.62,0.63,134.12,5.93,8.98,0.58
(주)아톤,158430,2021/12,0.51,0.76,1.52,28.81,0.77,0.77,292.87,9.25,17.33,0.55
(주)아톤,158430,2022/12,0.35,0.62,0.82,29.24,0.68,0.68,1025.62,7.67,13.52,0.41
(주)아프리카티비,067160,2011/12,0.63,1.1,1.5,14.05,0.95,0.99,22.13,2.62,2.97,0.72
(주)아프리카티비,067160,2012/12,0.87,1.67,1.82,33.23,1.59,1.59,0,4.21,4.27,1.17
(주)아프리카티비,067160,2013/12,0.83,1.38,2.1,47.3,1.95,1.95,0,5.83,4.09,1.28
(주)아프리카티비,067160,2014/12,0.83,1.24,2.52,82.76,1.84,1.84,0,12.16,4.34,1.16
(주)아프리카티비,067160,2015/12,0.93,1.31,3.22,482.03,1.88,1.88,0,16.07,5.35,1.24
(주)아프리카티비,067160,2016/12,0.98,1.37,3.49,2040.63,1.87,1.87,0,20.64,6.65,1.23
(주)아프리카티비,067160,2017/12,0.95,1.35,3.22,3599.45,1.66,1.66,0,28.38,7.3,1.1
(주)아프리카티비,067160,2018/12,0.91,1.4,2.63,6159.05,1.56,1.56,0,26.58,7.69,0.98
(주)아프리카티비,067160,2019/12,0.83,1.41,2.02,7985.16,1.37,1.37,0,32.68,7.99,0.83
(주)아프리카티비,067160,2020/12,0.76,1.39,1.66,9579.1,1.17,1.17,0,26.14,6.68,0.71
(주)아프리카티비,067160,2021/12,0.78,1.48,1.65,28519.57,1.08,1.08,0,24.7,7.76,0.66
(주)아프리카티비,067160,2022/12,0.72,1.36,1.52,0,0.92,0.92,0,21.07,8.66,0.58
(주)안랩,053800,2011/12,0.59,0.74,2.99,11.08,1.06,1.12,19.34,8.35,1.83,0.8
(주)안랩,053800,2012/12,0.7,0.91,3.07,8.82,1.35,1.43,25.86,6.38,1.73,0.96
(주)안랩,053800,2013/12,0.71,0.91,3.29,8.37,1.33,1.39,33.47,5.82,1.84,0.97
(주)안랩,053800,2014/12,0.71,0.89,3.5,11.19,1.37,1.43,35.51,6.35,1.89,1
(주)안랩,053800,2015/12,0.69,0.85,3.82,15.9,1.26,1.3,42.62,6.99,1.96,0.96
(주)안랩,053800,2016/12,0.69,0.85,3.71,13.53,1.12,1.16,33,7.6,2.13,0.87
(주)안랩,053800,2017/12,0.68,0.83,3.59,16.47,1.06,1.09,36.53,7.97,2.28,0.82
(주)안랩,053800,2018/12,0.67,0.83,3.55,28.62,1.06,1.08,71.77,8.56,2.49,0.82
(주)안랩,053800,2019/12,0.65,0.82,3.21,27.2,1.03,1.04,80.91,7.56,2.79,0.79
(주)안랩,053800,2020/12,0.65,0.82,3.03,29.3,0.95,0.97,55.03,7.98,3.22,0.74
(주)안랩,053800,2021/12,0.66,0.86,2.84,25.42,0.97,0.99,41.96,5.67,3.79,0.74
(주)안랩,053800,2022/12,0.65,0.86,2.69,23.45,0.96,0.99,31.56,5.38,4.23,0.73
(주)안트로젠,065660,2014/12,0.13,0.14,1.22,6.73,0.18,0.19,3.61,2.08,0.87,0.16
(주)안트로젠,065660,2015/12,0.21,0.24,2.11,24.69,0.29,0.3,8.53,3.54,1.65,0.27
(주)안트로젠,065660,2016/12,0.18,0.19,3.01,59.21,0.25,0.25,13.21,3.83,1.07,0.24
(주)안트로젠,065660,2017/12,0.11,0.13,0.83,15.59,0.17,0.17,10.99,2.92,0.75,0.15
(주)안트로젠,065660,2018/12,0.04,0.07,0.13,7.69,0.07,0.08,5.21,1.97,0.41,0.05
(주)안트로젠,065660,2019/12,0.04,0.07,0.13,8.31,0.07,0.07,3.77,2.47,0.35,0.05
(주)안트로젠,065660,2020/12,0.05,0.06,0.28,11.38,0.08,0.08,2.32,2.32,0.25,0.06
(주)안트로젠,065660,2021/12,0.07,0.08,0.49,28.25,0.14,0.14,4.66,2.83,0.38,0.11
(주)안트로젠,065660,2022/12,0.05,0.06,0.35,9.54,0.1,0.11,4.01,1.93,0.29,0.08
(주)알로이스,271400,2015/12,,,,,,,,,,
(주)알로이스,271400,2016/12,,,,,,,,,,
(주)알로이스,271400,2017/12,,,,,,,,,,
(주)알로이스,297570,2018/12,,,,,,,,,,
(주)알로이스,271400,2018/12,2.2,3.12,7.41,57.52,2.3,2.75,14.2,3.1,102.5,1.89
(주)알로이스,297570,2019/12,1.38,1.83,5.66,50.79,1.42,1.65,9.99,2.82,128.99,1.16
(주)알로이스,297570,2020/12,1.07,1.41,4.42,29.95,1.11,1.36,6.04,2.72,70.65,0.92
(주)알로이스,297570,2021/12,1.09,1.64,3.28,38.03,1.2,1.57,5.08,4.57,82.16,1.04
(주)알로이스,297570,2022/12,0.7,1.02,2.17,55.86,0.77,1.13,2.43,4.02,77.63,0.65
(주)알비더블유,361570,2017/12,,,,,,,,,,
(주)알비더블유,361570,2018/12,,,,,,,,,,
(주)알비더블유,361570,2019/12,0.79,4.81,0.94,0,1.14,1.16,56.32,15.92,22.55,0.52
(주)알비더블유,361570,2020/12,0.58,1.98,0.82,0,0.93,0.94,71.12,13.84,35.54,0.47
(주)알비더블유,361570,2021/12,0.46,1,0.85,0,0.97,0.98,65.54,7.57,9.86,0.49
(주)알비더블유,361570,2022/12,0.33,0.52,0.91,0,0.95,0.97,39.68,5.9,2.61,0.49
(주)알에프세미,096610,2011/12,0.68,0.99,2.2,11.49,1.46,3.49,2.5,5.01,1.72,1.02
(주)알에프세미,096610,2012/12,0.65,0.99,1.87,12.08,1.45,3.59,2.44,4.72,1.52,0.92
(주)알에프세미,096610,2013/12,0.7,1.1,1.91,13.51,1.65,3.79,2.91,5.13,1.53,0.98
(주)알에프세미,096610,2014/12,0.67,1.09,1.71,15.37,1.55,3.54,2.76,5.65,1.48,0.91
(주)알에프세미,096610,2015/12,0.65,1.08,1.63,19.68,1.51,3.39,2.71,6.38,1.5,0.9
(주)알에프세미,096610,2016/12,0.67,1.1,1.73,20.23,1.58,3.38,2.98,6.6,1.61,0.94
(주)알에프세미,096610,2017/12,0.65,1.1,1.57,22.45,1.53,3.14,2.99,5.85,1.61,0.88
(주)알에프세미,096610,2018/12,0.51,0.95,1.11,26.4,1.16,2.46,2.2,5.31,1.31,0.68
(주)알에프세미,096610,2019/12,0.39,0.77,0.79,29.18,0.82,2.22,1.31,4.92,1.07,0.47
(주)알에프세미,096610,2020/12,0.33,0.7,0.63,28.34,0.71,2.42,1,4.92,0.95,0.39
(주)알에프세미,096610,2021/12,0.4,0.96,0.7,29.34,0.9,3.29,1.24,8.15,1.16,0.48
(주)알에프세미,096610,2022/12,0.42,1.07,0.71,19.06,0.81,1.9,1.4,6.45,1.6,0.42
(주)알에프텍,061040,2011/12,1.38,1.99,4.53,8.31,2.85,3.48,15.64,5.48,12.79,1.77
(주)알에프텍,061040,2012/12,2.16,3.32,6.16,10.57,3.76,4.58,20.94,7.75,19.66,2.36
(주)알에프텍,061040,2013/12,1.68,2.52,5.01,9.54,2.75,3.26,17.54,5.79,14.86,1.79
(주)알에프텍,061040,2014/12,1.37,2.1,3.96,9.55,2.2,2.44,22.61,5,12.52,1.43
(주)알에프텍,061040,2015/12,1.3,1.82,4.55,11.32,2.03,2.17,31.16,5.53,11.53,1.42
(주)알에프텍,061040,2016/12,1.05,1.31,5.38,12.58,1.69,1.8,26.38,6.71,9.74,1.3
(주)알에프텍,061040,2017/12,0.88,1.16,3.68,14.07,1.41,1.52,19.87,8.82,9.19,1.09
(주)알에프텍,061040,2018/12,0.83,1.13,3.17,21.88,1.24,1.32,19.92,8.6,8.18,0.95
(주)알에프텍,061040,2019/12,0.83,1.39,2.04,25.42,1.34,1.41,24.69,7.72,6.11,0.81
(주)알에프텍,061040,2020/12,0.53,0.95,1.19,21.15,0.89,0.94,17.56,6.03,3.77,0.52
(주)알에프텍,061040,2021/12,0.95,1.32,3.45,24.13,1.66,1.76,30.16,11.18,6.47,1.16
(주)알에프텍,061040,2022/12,0.82,1.05,3.85,17.57,1.74,1.88,23.09,11.07,4.49,1.35
(주)알엔투테크놀로지,148250,2011/12,,,,,,,,,,
(주)알엔투테크놀로지,148250,2012/12,,,,,,,,,,
(주)알엔투테크놀로지,148250,2013/12,,,,,,,,,,
(주)알엔투테크놀로지,148250,2014/12,1.06,0,2.6,715.31,3.19,4.14,13.88,11.11,2.39,2.47
(주)알엔투테크놀로지,148250,2015/12,0.5,0.75,1.52,305.55,1.33,1.65,6.67,5.42,1.15,1.06
(주)알엔투테크놀로지,148250,2016/12,0.49,0.65,2.03,42.2,1.06,1.24,7.53,5.24,1.2,0.86
(주)알엔투테크놀로지,148250,2017/12,0.46,0.68,1.43,26.19,0.93,1.09,6.48,5.54,1.12,0.77
(주)알엔투테크놀로지,148250,2018/12,0.47,0.79,1.12,50.48,1.09,1.34,5.92,7.66,0.93,0.9
(주)알엔투테크놀로지,148250,2019/12,0.47,0.78,1.18,274.15,1.06,1.31,5.71,8.67,0.91,0.89
(주)알엔투테크놀로지,148250,2020/12,0.45,0.7,1.24,98.52,0.94,1.18,4.48,7.12,0.94,0.68
(주)알엔투테크놀로지,148250,2021/12,0.38,0.62,1.01,95.15,0.71,0.87,3.83,7.68,0.95,0.45
(주)알엔투테크놀로지,148250,2022/12,0.34,0.53,0.98,388.89,0.63,0.76,3.49,8.12,0.92,0.4
(주)알체라,347860,2019/12,,,,,,,,,,
(주)알체라,347860,2020/12,0.15,0.17,1.72,0,0.17,0.18,4.65,3.17,2.16,0.16
(주)알체라,347860,2021/12,0.19,0.45,0.33,612.21,0.21,0.22,20.37,4.28,4.01,0.2
(주)알체라,347860,2022/12,0.17,0.41,0.28,347.99,0.19,0.19,0,3.09,4.43,0.18
(주)알테오젠,196170,2013/12,,,,,,,,,,
(주)알테오젠,196170,2014/12,0.18,0.19,3.23,0,0.28,0.28,0,10.03,14.59,0.26
(주)알테오젠,196170,2015/12,0.12,0.13,3.12,0,0.18,0.18,0,13.47,2.03,0.17
(주)알테오젠,196170,2016/12,0.05,0.06,1.99,13.31,0.07,0.07,0,12.5,0.53,0.07
(주)알테오젠,196170,2017/12,0.06,0.06,1.53,14.08,0.07,0.07,0,13.22,0.51,0.07
(주)알테오젠,196170,2018/12,0.02,0.02,0.95,47.96,0.03,0.03,0,61.12,0.21,0.03
(주)알테오젠,196170,2019/12,0.18,0.19,2.83,69.5,0.23,0.23,0,627.12,1.43,0.22
(주)알테오젠,196170,2020/12,0.27,0.29,3.42,159.22,0.33,0.33,0,102.95,2.45,0.31
(주)알테오젠,196170,2021/12,0.11,0.13,0.79,0,0.14,0.14,0,29.12,1.08,0.12
(주)알테오젠,196170,2022/12,0.05,0.05,0.39,0,0.07,0.07,0,2.37,0.43,0.06
(주)알톤스포츠,123750,2011/12,0.63,1.06,1.57,29.95,1.08,1.31,6.2,5.17,2.52,0.66
(주)알톤스포츠,123750,2012/12,0.88,1.36,2.51,43.01,1.69,2.3,6.43,8.66,3.21,1.05
(주)알톤스포츠,123750,2013/12,0.88,1.23,3.05,20.34,1.86,2.91,5.16,11.39,3.01,1.2
(주)알톤스포츠,123750,2014/12,0.92,1.24,3.51,25.56,1.75,2.59,5.43,14.81,3.66,1.2
(주)알톤스포츠,123750,2015/12,0.91,1.13,4.59,97.06,1.83,2.61,6.06,13.1,3.66,1.33
(주)알톤스포츠,123750,2016/12,0.87,1.1,4.12,53.24,1.69,2.64,4.65,5.76,4.14,1.2
(주)알톤스포츠,123750,2017/12,0.74,1.09,2.28,32.52,1.22,1.95,3.29,3.77,4.43,0.8
(주)알톤스포츠,123750,2018/12,0.96,1.62,2.33,18.33,1.49,2.04,5.54,3.99,5.32,0.91
(주)알톤스포츠,123750,2019/12,0.8,1.39,1.9,9.56,1.08,1.37,5.2,3.09,6.84,0.7
(주)알톤스포츠,123750,2020/12,1.78,2.55,5.85,33.73,2,2.58,8.94,11.37,199.98,1.52
(주)알톤스포츠,123750,2021/12,1.58,2.02,7.32,202.96,1.88,2.55,7.12,18.19,145.53,1.51
(주)알톤스포츠,123750,2022/12,1.36,1.74,6.12,963.35,1.62,2.17,6.43,14.86,138.54,1.29
(주)알티캐스트,085810,2011/12,1.01,2.56,1.66,113.97,1.5,1.5,2243.39,2.46,27.11,0.96
(주)알티캐스트,085810,2012/12,0.81,2.02,1.36,125.16,1.08,1.08,0,2.44,38.6,0.66
(주)알티캐스트,085810,2013/12,0.73,1.2,1.86,195.78,0.91,0.91,0,3.1,55.92,0.66
(주)알티캐스트,085810,2014/12,0.71,0.84,4.46,45.25,0.87,0.87,0,2.91,71.4,0.76
(주)알티캐스트,085810,2015/12,0.57,0.65,4.76,27.68,0.74,0.74,0,2.18,36.56,0.67
(주)알티캐스트,085810,2016/12,0.56,0.62,5.65,53.18,0.82,0.82,0,2.37,26.94,0.74
(주)알티캐스트,085810,2017/12,0.59,0.65,6.62,67.68,0.94,0.94,0,2.67,35.76,0.84
(주)알티캐스트,085810,2018/12,0.62,0.7,5.49,78.87,1,1,0,3.77,45.39,0.88
(주)알티캐스트,085810,2019/12,0.41,0.52,1.86,70.41,0.84,0.84,0,5.09,38.87,0.62
(주)알티캐스트,085810,2020/12,0.26,0.36,0.88,80.65,0.63,0.63,0,3.96,42.32,0.41
(주)알티캐스트,085810,2021/12,0.27,0.34,1.41,726,0.6,0.6,0,5.91,68.85,0.46
(주)알티캐스트,085810,2022/12,0.1,0.11,0.65,352.13,0.33,0.33,0,3.47,32.58,0.27
(주)알파홀딩스,117670,2011/12,0.56,0.9,1.46,3.41,0.73,0.77,17.17,4.54,2.84,0.55
(주)알파홀딩스,117670,2012/12,0.8,1.2,2.4,6.67,1.16,1.18,73.62,6.04,3.14,0.89
(주)알파홀딩스,117670,2013/12,0.8,1.08,3.05,6.78,1.22,1.24,69.27,5.1,3.07,0.92
(주)알파홀딩스,117670,2014/12,0.72,1.17,1.89,5.99,1.24,1.27,58.26,5.2,3.86,0.75
(주)알파홀딩스,117670,2015/12,0.76,1.49,1.54,5.82,1.3,1.32,103.5,6.1,5.41,0.71
(주)알파홀딩스,117670,2016/12,0.81,1.44,1.83,5.44,1.75,1.76,286.6,6.62,3.96,0.9
(주)알파홀딩스,117670,2017/12,0.99,1.51,2.85,5.29,3,3.02,552.5,6.21,3.63,1.48
(주)알파홀딩스,117670,2018/12,0.96,1.69,2.23,6.91,2.5,2.56,108.5,6.31,4.09,1.21
(주)알파홀딩스,117670,2019/12,0.59,1.22,1.13,6.94,1.46,1.51,41.32,5.44,2.02,0.67
(주)알파홀딩스,117670,2020/12,0.45,0.87,0.93,7.25,1.27,1.33,30.21,5.66,1.42,0.6
(주)알파홀딩스,117670,2021/12,0.51,0.89,1.18,8.06,1.2,1.23,38.74,6.79,3.35,0.66
(주)알피바이오,314140,2022/12,,,,,,,,,,
(주)압타머사이언스,291650,2016/12,,,,,,,,,,
(주)압타머사이언스,291650,2017/12,,,,,,,,,,
(주)압타머사이언스,291650,2018/12,0.03,0,0.01,0,0.03,0.03,0,58.05,0.58,0.01
(주)압타머사이언스,291650,2019/12,0.04,0,0.03,12.23,0.05,0.05,19.99,55.02,0.8,0.02
(주)압타머사이언스,291650,2020/12,0.01,0.01,0.15,6.86,0.01,0.01,7,28.81,0.36,0.01
(주)압타머사이언스,291650,2021/12,0.01,0.01,0.15,382.49,0.01,0.01,11.48,26.5,0.07,0.01
(주)압타머사이언스,291650,2022/12,0.01,0.01,0.04,192.14,0.01,0.01,10.84,49.37,0.05,0.01
(주)애니플러스,310200,2018/12,,,,,,,,,,
(주)애니플러스,310200,2019/12,,,,,,,,,,
(주)애니플러스,310200,2020/12,0.55,0.77,1.89,8.02,1.15,1.19,41.78,4.44,7.39,0.77
(주)애니플러스,310200,2021/12,0.39,0.75,0.79,11.15,0.7,0.71,48.88,5.84,6.78,0.59
(주)애니플러스,310200,2022/12,0.3,0.54,0.66,14.45,0.75,0.76,42.77,6.12,8.28,0.51
