회사명,거래소코드,회계년도,총자본회전률(IFRS연결),자기자본회전률(IFRS연결),타인자본회전률(IFRS연결),매입채무회전률(IFRS연결),유동자산회전률(IFRS연결),당좌자산회전률(IFRS연결),재고자산회전률(IFRS연결),매출채권회전률(IFRS연결),유형자산회전율(IFRS연결),순운전자본회전률(IFRS연결)
(주)이미지스테크놀로지,115610,2020/12,,,,,,,,,,
(주)이미지스테크놀로지,115610,2021/12,,,,,,,,,,
(주)이미지스테크놀로지,115610,2022/12,,,,,,,,,,
(주)이브이첨단소재,131400,2011/12,1.56,2.51,4.12,8.14,3.08,4.23,11.29,6.41,3.4,1.86
(주)이브이첨단소재,131400,2012/12,1.24,2.15,2.95,7.37,2.32,3.26,8.01,6.64,2.8,1.33
(주)이브이첨단소재,131400,2013/12,1.22,2.19,2.78,10.8,2.42,3.72,6.95,9.54,2.57,1.37
(주)이브이첨단소재,131400,2014/12,0.94,1.64,2.2,9.09,2.11,3.44,5.43,7.7,1.74,1.22
(주)이브이첨단소재,131400,2015/12,0.85,1.64,1.77,8.32,2.36,3.78,6.3,6.26,1.36,1.16
(주)이브이첨단소재,131400,2016/12,0.97,2.11,1.79,10.7,2.9,3.87,11.58,6.33,1.52,1.17
(주)이브이첨단소재,131400,2017/12,1.21,2.67,2.21,8.32,3,3.73,15.34,6.54,2.13,1.31
(주)이브이첨단소재,131400,2018/12,0.94,1.92,1.82,6.59,2.26,2.76,12.41,6.38,1.64,1.03
(주)이브이첨단소재,131400,2019/12,0.72,1.29,1.64,11.09,2.15,2.6,12.44,12.27,1.25,0.99
(주)이브이첨단소재,131400,2020/12,0.51,0.95,1.08,7.83,1.2,1.38,9.18,11.39,1,0.6
(주)이브이첨단소재,131400,2021/12,0.56,1.25,1.02,9.8,1.45,1.7,9.76,11.41,1.31,0.62
(주)이브이첨단소재,131400,2022/12,0.48,0.95,0.95,11.44,1.71,2.12,8.79,7.62,1.16,0.65
(주)이상네트웍스,080010,2011/12,0.8,0.91,6.49,58.59,1.63,2.11,7.27,6.24,4.64,1.31
(주)이상네트웍스,080010,2012/12,0.59,0.64,6.88,59.26,1.26,1.58,6.25,5.59,3.39,1.07
(주)이상네트웍스,080010,2013/12,0.46,0.5,5.47,48.26,1.12,1.4,5.63,4.5,2.71,0.94
(주)이상네트웍스,080010,2014/12,0.63,0.7,5.93,48.47,1.61,2.16,6.3,4.72,3.92,1.27
(주)이상네트웍스,080010,2015/12,0.55,0.61,5.34,52.04,1.36,1.81,5.38,4.25,3.59,1.09
(주)이상네트웍스,080010,2016/12,0.51,0.57,5.44,79.5,1.36,1.72,6.38,5.84,3.69,1.09
(주)이상네트웍스,080010,2017/12,0.59,0.65,6.02,92.47,1.58,1.97,8.14,5.58,4.51,1.27
(주)이상네트웍스,080010,2018/12,0.47,0.62,1.89,95.97,1.34,1.68,6.7,5.85,1.78,0.99
(주)이상네트웍스,080010,2019/12,0.4,0.59,1.23,92.48,1.02,1.23,5.9,9.85,1.54,0.65
(주)이상네트웍스,080010,2020/12,0.29,0.41,0.98,61.15,0.72,0.89,3.75,8.27,1.45,0.46
(주)이상네트웍스,080010,2021/12,0.37,0.5,1.43,68.28,1,1.26,4.88,9.65,1.92,0.7
(주)이상네트웍스,080010,2022/12,0.44,0.57,1.87,47.03,1.14,1.39,6.24,9.87,2.82,0.82
(주)이수앱지스,086890,2011/12,,,,,,,,,,
(주)이수앱지스,086890,2012/12,,,,,,,,,,
(주)이수앱지스,086890,2013/12,,,,,,,,,,
(주)이수앱지스,086890,2014/12,,,,,,,,,,
(주)이수앱지스,086890,2015/12,,,,,,,,,,
(주)이수앱지스,086890,2016/12,,,,,,,,,,
(주)이수앱지스,086890,2017/12,,,,,,,,,,
(주)이수앱지스,086890,2018/12,,,,,,,,,,
(주)이수앱지스,086890,2019/12,,,,,,,,,,
(주)이수앱지스,086890,2020/12,,,,,,,,,,
(주)이수앱지스,086890,2021/12,,,,,,,,,,
(주)이수앱지스,086890,2022/12,,,,,,,,,,
(주)이스트소프트,047560,2011/12,0.5,0.94,1.06,0,1.15,1.15,0,6.46,1.22,0.79
(주)이스트소프트,047560,2012/12,0.39,0.95,0.67,0,1.12,1.12,0,5.64,0.79,0.77
(주)이스트소프트,047560,2013/12,0.46,1.36,0.69,0,1.48,1.48,0,6.92,0.88,0.96
(주)이스트소프트,047560,2014/12,0.56,1.65,0.84,0,1.91,1.91,0,8.56,1.03,0.98
(주)이스트소프트,047560,2015/12,0.6,1.61,0.95,0,1.98,1.98,0,7.37,1.11,1.01
(주)이스트소프트,047560,2016/12,0.66,1.68,1.09,0,1.89,1.9,415.49,8.16,1.24,1.34
(주)이스트소프트,047560,2017/12,0.74,2.05,1.15,0,1.88,1.91,128.38,8.49,1.41,1.16
(주)이스트소프트,047560,2018/12,0.76,2.5,1.09,0,1.79,1.84,56.94,8.46,1.59,0.98
(주)이스트소프트,047560,2019/12,0.61,1.7,0.94,0,1.35,1.42,28.24,9,1.28,0.79
(주)이스트소프트,047560,2020/12,0.59,1.36,1.03,0,1.25,1.32,24.65,8.5,1.24,0.71
(주)이스트소프트,047560,2021/12,0.55,1.13,1.06,0,1.03,1.06,32.83,8.27,1.35,0.64
(주)이스트소프트,047560,2022/12,0.49,1.03,0.94,0,0.84,0.86,40.16,9.5,1.37,0.59
(주)이십일스토어,270020,2015/12,,,,,,,,,,
(주)이십일스토어,270020,2016/12,,,,,,,,,,
(주)이십일스토어,270020,2017/12,,,,,,,,,,
(주)이십일스토어,270020,2018/12,,,,,,,,,,
(주)이십일스토어,270020,2019/12,1.01,4.73,1.28,112.47,5.16,14.28,8.08,23.98,1.74,1.59
(주)이십일스토어,270020,2020/12,0.53,0,0.59,75.37,2.46,8.31,3.49,14.51,0.93,0.66
(주)이엔에프테크놀로지,102710,2011/12,1.47,2.3,4.09,12.14,2.46,3.05,12.75,8.6,4.84,1.72
(주)이엔에프테크놀로지,102710,2012/12,1.66,2.61,4.59,15.09,3.42,4.59,13.49,10.13,3.82,2.11
(주)이엔에프테크놀로지,102710,2013/12,1.35,2.1,3.77,13.5,3.61,5.23,11.61,8.74,2.45,1.99
(주)이엔에프테크놀로지,102710,2014/12,1.4,2.2,3.82,13.02,3.7,5.33,12.09,7.74,2.53,2.05
(주)이엔에프테크놀로지,102710,2015/12,1.53,2.38,4.28,14.5,3.58,5.07,12.17,7.16,2.95,2.05
(주)이엔에프테크놀로지,102710,2016/12,1.4,2.14,4.05,11.46,3.02,4.03,12,6.08,2.92,1.81
(주)이엔에프테크놀로지,102710,2017/12,1.49,2.17,4.73,11.41,3.23,4.15,14.65,5.87,3.18,2
(주)이엔에프테크놀로지,102710,2018/12,1.48,2.05,5.29,12.88,3.5,4.57,14.86,5.76,3.02,2.16
(주)이엔에프테크놀로지,102710,2019/12,1.38,1.95,4.72,13.87,3.4,4.56,13.3,5.99,2.84,2.11
(주)이엔에프테크놀로지,102710,2020/12,1.15,1.67,3.66,13.89,2.99,4.09,11.17,6.42,2.27,1.82
(주)이엔에프테크놀로지,102710,2021/12,1,1.58,2.71,12.27,2.71,3.79,9.53,6.47,1.93,1.51
(주)이엔에프테크놀로지,102710,2022/12,1.09,1.84,2.68,13.79,2.87,4.29,8.65,7.39,2.23,1.6
(주)이엔코퍼레이션,066980,2011/12,0.53,1.23,0.92,3.89,1.18,1.44,6.48,2.85,1.63,0.59
(주)이엔코퍼레이션,066980,2012/12,0.88,1.79,1.72,6.13,2.1,2.48,13.83,4.74,2.45,1.11
(주)이엔코퍼레이션,066980,2013/12,1.09,2.1,2.25,14.54,2.07,2.37,16.33,6.58,2.89,1.37
(주)이엔코퍼레이션,066980,2014/12,0.74,1.22,1.92,17.32,1.52,1.66,17.45,6.15,2.1,1.01
(주)이엔코퍼레이션,066980,2015/12,0.74,1.09,2.32,28.22,1.52,1.56,58.31,15.33,2.1,1
(주)이엔코퍼레이션,066980,2016/12,0.17,0.24,0.56,20.17,0.36,0.36,218.74,6.41,1.06,0.24
(주)이엔코퍼레이션,066980,2017/12,0.39,0.52,1.51,62.86,0.86,0.87,543.08,12.9,3.94,0.59
(주)이엔코퍼레이션,066980,2018/12,0.37,0.53,1.24,72.37,0.7,0.7,54.13,16.84,6.92,0.54
(주)이엔코퍼레이션,066980,2019/12,0.43,0.69,1.13,85.24,0.73,0.74,33.67,24.23,11.79,0.58
(주)이엔코퍼레이션,066980,2020/12,0.06,0.09,0.17,20.25,0.09,0.09,7.34,4.78,1.77,0.07
(주)이엔코퍼레이션,066980,2021/12,0.76,1.49,1.56,9.14,1.29,1.29,0,12.42,5.85,0.77
(주)이엔코퍼레이션,066980,2022/12,1.16,2.99,1.89,8.85,2.51,2.51,26991.69,12.58,5.97,1.16
(주)이엘피,063760,2014/12,,,,,,,,,,
(주)이엘피,063760,2015/12,,,,,,,,,,
(주)이엘피,063760,2016/12,0.84,1.19,2.82,11.13,1.46,1.76,8.48,2.7,2.55,1.13
(주)이엘피,063760,2017/12,0.94,1.15,5.21,22.87,1.41,1.6,11.61,3.8,3.77,1.18
(주)이엘피,063760,2018/12,0.74,0.85,5.94,20.55,0.99,1.1,10.23,4.16,5.5,0.86
(주)이엘피,063760,2019/12,0.49,0.55,4.41,15.21,0.64,0.7,7.25,3.51,5.92,0.56
(주)이엘피,063760,2020/12,0.38,0.42,3.93,16.92,0.54,0.6,5.08,2.47,4.72,0.48
(주)이엘피,063760,2021/12,0.33,0.39,2.16,15.1,0.55,0.64,4.03,2.4,2.47,0.47
(주)이엘피,063760,2022/12,0.28,0.36,1.3,14.73,0.62,0.73,4,3.51,1.03,0.49
(주)이엠네트웍스,087730,2011/12,,,,,,,,,,
(주)이엠네트웍스,087730,2012/12,,,,,,,,,,
(주)이엠네트웍스,087730,2013/12,,,,,,,,,,
(주)이엠네트웍스,087730,2014/12,,,,,,,,,,
(주)이엠네트웍스,087730,2015/12,,,,,,,,,,
(주)이엠네트웍스,087730,2016/12,,,,,,,,,,
(주)이엠네트웍스,087730,2017/12,,,,,,,,,,
(주)이엠네트웍스,087730,2018/12,,,,,,,,,,
(주)이엠네트웍스,087730,2019/12,0.22,2.57,0.24,15.45,0.33,0.48,1.04,6.7,0.78,0.15
(주)이엠네트웍스,087730,2020/12,0.37,0,0.37,25.77,0.58,0.88,1.72,10.27,1.31,0.24
(주)이엠넷,123570,2011/12,0.7,1.33,1.47,0,0.9,0.9,0,8.63,5.77,0.6
(주)이엠넷,123570,2012/12,0.63,1.09,1.49,0,0.79,0.79,0,8.5,4.48,0.54
(주)이엠넷,123570,2013/12,0.5,0.91,1.13,0,0.64,0.64,0,7.73,3.02,0.45
(주)이엠넷,123570,2014/12,0.43,0.84,0.9,0,0.54,0.54,0,8.57,2.89,0.38
(주)이엠넷,123570,2015/12,0.41,0.78,0.87,0,0.55,0.55,0,8.93,2.68,0.37
(주)이엠넷,123570,2016/12,0.43,0.74,1.04,0,0.64,0.64,0,7.4,2.71,0.43
(주)이엠넷,123570,2017/12,0.43,0.7,1.11,0,0.62,0.62,0,6.2,2.86,0.43
(주)이엠넷,123570,2018/12,0.41,0.64,1.1,0,0.56,0.56,0,6.88,3.17,0.39
(주)이엠넷,123570,2019/12,0.4,0.63,1.11,0,0.55,0.55,0,8.11,3.55,0.39
(주)이엠넷,123570,2020/12,0.37,0.6,0.96,0,0.51,0.51,0,6.49,3.49,0.36
(주)이엠넷,123570,2021/12,0.28,0.44,0.79,0,0.4,0.4,0,4.72,3.15,0.29
(주)이엠넷,123570,2022/12,0.34,0.47,1.15,0,0.48,0.48,0,5.76,4.1,0.36
(주)이엠앤아이,083470,2011/12,1.51,7.15,1.92,6.94,2.9,3.84,11.88,5.89,3.6,1.19
(주)이엠앤아이,083470,2012/12,1.48,4.77,2.14,7.86,2.76,3.41,14.45,5.15,3.49,1.22
(주)이엠앤아이,083470,2013/12,1.82,4.33,3.14,10.01,3.27,4.34,13.31,6.16,4.9,1.62
(주)이엠앤아이,083470,2014/12,1.61,3.43,3.04,8.84,2.81,3.48,14.64,5.54,5.22,1.51
(주)이엠앤아이,083470,2015/12,1.24,2.49,2.49,8.03,2.4,2.75,18.93,4.61,4.32,1.29
(주)이엠앤아이,083470,2016/12,1.27,2.67,2.41,8.34,2.52,2.95,17.48,4.8,4.7,1.31
(주)이엠앤아이,083470,2017/12,1.12,3.15,1.73,7.77,1.98,2.31,13.69,4.24,4.05,0.96
(주)이엠앤아이,083470,2018/12,1.05,0,0.9,6.64,1.92,2.21,14.62,4.65,2.71,0.62
(주)이엠앤아이,083470,2019/12,0.35,0,0.21,1.84,0.63,0.69,7.87,1.43,0.83,0.16
(주)이엠앤아이,083470,2020/12,0.74,2.03,1.15,4.22,1.09,1.19,13.46,2.31,5.49,0.57
(주)이엠앤아이,083470,2021/12,1.41,4.02,2.18,7.45,2.3,2.58,21.21,4.92,13.77,1.14
(주)이엠앤아이,083470,2022/12,1.86,3.56,3.9,10.73,2.69,2.91,35.56,9.4,32.67,1.62
(주)이엠텍,091120,2011/12,1.93,4.51,3.37,5.75,2.85,4.93,6.76,9.1,6.89,1.63
(주)이엠텍,091120,2012/12,2.96,6.38,5.52,9.31,4.03,5.76,13.42,16.1,12.75,2.43
(주)이엠텍,091120,2013/12,2.16,3.65,5.29,11.3,3.04,3.79,15.48,15.98,8.5,2.11
(주)이엠텍,091120,2014/12,1.22,1.98,3.18,11.98,1.87,2.3,10.08,10.38,4.19,1.4
(주)이엠텍,091120,2015/12,1.16,1.93,2.94,11.28,1.85,2.34,8.76,8.38,3.88,1.38
(주)이엠텍,091120,2016/12,1.22,1.91,3.39,11.24,2.09,2.64,10,8.77,3.67,1.47
(주)이엠텍,091120,2017/12,0.98,1.43,3.12,10.89,1.93,2.55,7.86,8.43,2.85,1.33
(주)이엠텍,091120,2018/12,1.16,1.69,3.75,12.62,2.72,4.56,6.75,12.87,3.84,1.86
(주)이엠텍,091120,2019/12,1.02,1.43,3.48,12.67,2.59,4.89,5.5,14.16,3.25,1.74
(주)이엠텍,091120,2020/12,1.08,1.53,3.73,15.59,2.73,4.77,6.38,15.84,3.25,2.01
(주)이엠텍,091120,2021/12,1.09,1.7,3.05,11,2.24,3.49,6.22,12.06,3.67,1.47
(주)이엠텍,091120,2022/12,1.07,1.67,2.95,15.36,2.26,3.56,6.2,13.57,2.97,1.59
(주)이오테크닉스,039030,2011/12,0.63,0.9,2.06,7.91,1.08,1.46,4.11,2.66,1.91,0.73
(주)이오테크닉스,039030,2012/12,0.67,0.99,2.02,10.09,1.31,1.99,3.84,3.8,1.65,0.8
(주)이오테크닉스,039030,2013/12,0.7,1.05,2.07,13.01,1.48,2.53,3.55,3.99,1.55,0.87
(주)이오테크닉스,039030,2014/12,0.83,1.17,2.82,16.33,1.61,2.77,3.83,4.58,1.96,1.03
(주)이오테크닉스,039030,2015/12,0.72,0.92,3.23,17.42,1.3,2.26,3.04,4.35,1.87,0.94
(주)이오테크닉스,039030,2016/12,0.79,0.98,3.99,14.79,1.34,2.25,3.3,4.05,2.29,1.01
(주)이오테크닉스,039030,2017/12,0.95,1.18,4.94,14.62,1.59,2.49,4.44,4.19,2.92,1.21
(주)이오테크닉스,039030,2018/12,0.68,0.79,4.64,17.17,1.18,1.86,3.24,3.19,1.97,0.95
(주)이오테크닉스,039030,2019/12,0.47,0.53,4.04,12.87,0.85,1.45,2.04,3.02,1.4,0.7
(주)이오테크닉스,039030,2020/12,0.7,0.81,5.25,13.52,1.23,2.05,3.04,12.29,2.36,1
(주)이오테크닉스,039030,2021/12,0.75,0.87,5.12,13.19,1.19,1.94,3.11,7.37,2.99,0.97
(주)이오테크닉스,039030,2022/12,0.76,0.87,5.66,16.14,1.13,1.84,2.9,4.78,3.55,0.94
(주)이즈미디어,181340,2011/12,,,,,,,,,,
(주)이즈미디어,181340,2012/12,,,,,,,,,,
(주)이즈미디어,181340,2013/12,,,,,,,,,,
(주)이즈미디어,181340,2014/12,1.91,4,3.67,21.37,3.29,3.84,23,7.14,5.22,2.06
(주)이즈미디어,181340,2015/12,1.08,2.44,1.95,9.91,1.83,2.11,14.03,3.41,3.03,1.12
(주)이즈미디어,181340,2016/12,0.89,2.3,1.46,4.65,1.34,1.64,7.32,2.62,3.11,0.8
(주)이즈미디어,181340,2017/12,0.85,1.92,1.52,3.61,1.14,1.47,5.13,2.86,3.82,0.72
(주)이즈미디어,181340,2018/12,1.05,2.17,2.04,4.51,1.35,1.77,5.77,2.92,5.67,0.87
(주)이즈미디어,181340,2019/12,0.86,1.82,1.62,4.33,1.12,1.42,5.25,2.34,4.64,0.71
(주)이즈미디어,181340,2020/12,0.34,0.81,0.6,2.46,0.47,0.61,2.07,1.74,1.48,0.29
(주)이즈미디어,181340,2021/12,0.79,2.67,1.12,7.07,1.26,2.01,3.38,5.47,2.53,0.63
(주)이즈미디어,181340,2022/12,0.77,2.23,1.19,11.57,1.42,2.09,4.47,5.85,2.22,0.67
(주)이지,037370,2011/12,1.18,1.65,4.15,16.04,1.83,2.82,5.21,10.28,3.77,1.39
(주)이지,037370,2012/12,1.26,1.97,3.49,14.78,2.26,3.34,7.04,8.08,3.17,1.59
(주)이지,037370,2013/12,1.43,2.32,3.75,21.08,3.12,5.24,7.74,9.57,2.89,2.18
(주)이지,037370,2014/12,1.73,2.77,4.62,33.36,3.57,6.85,7.46,12.56,3.7,2.41
(주)이지,037370,2015/12,1.57,2.75,3.68,13.03,3.08,5.69,6.73,10.69,3.63,1.97
(주)이지,037370,2016/12,1.49,2.79,3.22,8.6,2.83,4.65,7.21,8.66,3.61,1.74
(주)이지,037370,2017/12,1.68,3.14,3.62,10.61,3.14,4.49,10.46,7.23,4.06,1.93
(주)이지,037370,2018/12,1.32,2.62,2.65,9.35,2.84,3.56,14.04,5.56,2.77,1.66
(주)이지,037370,2019/12,0.89,1.98,1.62,8.88,2.76,3.11,24.63,4.77,1.49,1.43
(주)이지,037370,2020/12,0.43,1.11,0.7,4.98,1.82,1.96,25.57,3.64,0.6,0.81
(주)이지,037370,2021/12,0.69,1.8,1.11,10.83,2.97,3.15,49.72,8.51,1.08,1.51
(주)이지,037370,2022/12,0.47,1.28,0.74,10.17,1.88,2.05,23.98,7.5,0.89,1.2
(주)이지바이오,353810,2020/12,,,,,,,,,,
(주)이지바이오,353810,2021/12,1.1,2.85,1.79,15.01,1.98,3.13,5.41,8.01,3.59,1
(주)이지바이오,353810,2022/12,1.13,3.17,1.75,16.23,1.8,2.6,5.9,8.34,4.39,0.97
(주)이지트로닉스,377330,2015/12,,,,,,,,,,
(주)이지트로닉스,377330,2016/12,,,,,,,,,,
(주)이지트로닉스,377330,2017/12,,,,,,,,,,
(주)이지트로닉스,377330,2018/12,,,,,,,,,,
(주)이지트로닉스,377330,2019/12,,,,,,,,,,
(주)이지트로닉스,377330,2020/12,,,,,,,,,,
(주)이지트로닉스,377330,2021/12,,,,,,,,,,
(주)이지트로닉스,377330,2022/12,,,,,,,,,,
(주)이지홀딩스,035810,2011/12,1.12,4.27,1.52,16.09,2.3,3.55,6.53,7.91,3.08,1.05
(주)이지홀딩스,035810,2012/12,1.2,5.14,1.57,17.9,2.51,3.87,7.13,8.56,3.36,1.08
(주)이지홀딩스,035810,2013/12,1.11,4.67,1.46,17.68,2.41,3.52,7.66,8.07,2.84,1.03
(주)이지홀딩스,035810,2014/12,1,4.06,1.32,18.13,2.2,3.12,7.51,7.72,2.46,0.95
(주)이지홀딩스,035810,2015/12,0.94,3.76,1.25,21.19,2.08,2.95,7.1,7.54,2.32,0.89
(주)이지홀딩스,035810,2016/12,0.91,2.99,1.3,17.71,2.15,2.97,7.71,7.17,2.17,0.93
(주)이지홀딩스,035810,2017/12,0.93,2.49,1.5,18.8,2.37,3.27,8.57,7.31,2.14,1.05
(주)이지홀딩스,035810,2018/12,0.95,2.42,1.56,23.42,2.34,3.31,8,7.75,2.22,1.07
(주)이지홀딩스,035810,2019/12,0.93,2.32,1.54,25.07,2.14,2.95,7.78,7.46,2.27,1.02
(주)이지홀딩스,035810,2020/12,0.9,2.16,1.54,27.6,1.98,2.58,8.48,7.53,2.31,1
(주)이지홀딩스,035810,2021/12,0.96,2.35,1.64,22.39,2.01,2.68,8.14,8.99,2.72,1.08
(주)이지홀딩스,035810,2022/12,1.21,3.09,1.99,20.37,2.33,3.13,9.12,10.64,3.72,1.24
(주)이큐셀,160600,2011/12,,,,,,,,,,
(주)이큐셀,160600,2012/12,,,,,,,,,,
(주)이큐셀,160600,2013/12,,,,,,,,,,
(주)이큐셀,160600,2014/12,,,,,,,,,,
(주)이큐셀,160600,2015/12,1.04,1.75,2.59,7.57,1.58,1.64,39.63,8.29,5.46,0.99
(주)이큐셀,160600,2016/12,1.12,2.07,2.46,10.19,1.97,2.09,33.94,14.15,3.94,1.32
(주)이큐셀,160600,2017/12,0.87,1.75,1.73,11.77,1.68,1.77,31.69,8.05,2.5,1.14
(주)이큐셀,160600,2018/12,1.41,3.07,2.59,9.43,2.48,3.08,12.63,7.23,4.57,1.47
(주)이큐셀,160600,2019/12,1.11,3.48,1.63,6.38,2.02,2.64,8.7,5.94,3.88,0.99
(주)이큐셀,160600,2021/06,0.98,2.5,1.61,7.67,1.97,2.16,22.07,3.34,2.61,1.32
(주)이큐셀,160600,2022/12,0.47,1.32,0.74,1.88,0.63,1.14,1.4,8.4,2.4,0.34
(주)이크레더블,092130,2011/09,0.65,0.77,4.06,592.72,0.8,0.8,0,60.07,6.15,0.67
(주)이크레더블,092130,2012/09,0.68,0.8,4.35,265.82,0.84,0.84,0,61.04,6.52,0.71
(주)이크레더블,092130,2013/12,0.61,0.72,3.95,113.38,0.75,0.75,0,52.39,6.56,0.63
(주)이크레더블,092130,2014/12,0.61,0.72,4.04,148.01,0.75,0.75,0,57.4,7.09,0.64
(주)이크레더블,092130,2015/12,0.7,0.83,4.72,283.35,0.85,0.85,0,21.07,9.3,0.72
(주)이크레더블,092130,2016/12,0.76,0.9,4.9,817.19,0.9,0.9,0,11.77,11.16,0.76
(주)이크레더블,092130,2017/12,0.72,0.86,4.67,0,0.84,0.84,0,10.56,12.07,0.71
(주)이크레더블,092130,2018/12,0.7,0.83,4.69,0,0.8,0.8,0,11.33,13.4,0.69
(주)이크레더블,092130,2019/12,0.69,0.8,4.7,0,0.79,0.79,0,10.4,11.79,0.68
(주)이크레더블,092130,2020/12,0.66,0.77,4.62,0,0.76,0.76,0,11.22,13.38,0.66
(주)이크레더블,092130,2021/12,0.62,0.72,4.26,132090.02,0.68,0.68,0,11.36,22.41,0.59
(주)이크레더블,092130,2022/12,0.72,0.86,4.48,167127.89,0.81,0.81,0,13.55,23.97,0.69
(주)이푸른,185280,2011/12,,,,,,,,,,
(주)이푸른,185280,2012/12,,,,,,,,,,
(주)이푸른,185280,2013/12,,,,,,,,,,
(주)이푸른,185280,2014/12,,,,,,,,,,
(주)이푸른,185280,2015/12,,,,,,,,,,
(주)이퓨쳐,134060,2011/12,,,,,,,,,,
(주)이퓨쳐,134060,2012/12,,,,,,,,,,
(주)이퓨쳐,134060,2013/12,,,,,,,,,,
(주)이퓨쳐,134060,2014/12,,,,,,,,,,
(주)이퓨쳐,134060,2015/12,,,,,,,,,,
(주)이퓨쳐,134060,2016/12,,,,,,,,,,
(주)이퓨쳐,134060,2017/12,,,,,,,,,,
(주)이퓨쳐,134060,2018/12,,,,,,,,,,
(주)이퓨쳐,134060,2019/12,,,,,,,,,,
(주)이퓨쳐,134060,2020/12,,,,,,,,,,
(주)이퓨쳐,134060,2021/12,,,,,,,,,,
(주)이퓨쳐,134060,2022/12,,,,,,,,,,
(주)인바디,041830,2011/12,0.77,0.8,18.47,72.57,1.06,1.23,7.59,9.57,4.81,1
(주)인바디,041830,2012/12,0.72,0.75,17.81,88.41,1.02,1.17,7.88,9.58,4.3,0.96
(주)인바디,041830,2013/12,0.72,0.75,17.76,614.89,1.12,1.29,8.54,10.06,3.02,1.06
(주)인바디,041830,2014/12,0.84,0.88,17.25,344.45,1.36,1.58,9.75,11.85,2.95,1.26
(주)인바디,041830,2015/12,0.95,1.01,14.16,464.23,1.46,1.72,9.45,9.76,3.47,1.32
(주)인바디,041830,2016/12,0.89,0.95,14.64,309.03,1.35,1.59,8.75,7.63,3.14,1.24
(주)인바디,041830,2017/12,0.89,0.94,18.22,262.38,1.34,1.56,9.39,8.02,3.12,1.26
(주)인바디,041830,2018/12,0.82,0.86,15.74,383.9,1.53,1.91,7.53,8.21,1.94,1.4
(주)인바디,041830,2019/12,0.82,0.89,10.53,203.16,1.81,2.5,6.55,10.38,1.66,1.59
(주)인바디,041830,2020/12,0.67,0.74,6.9,143.3,1.35,1.75,5.91,11.5,1.59,1.19
(주)인바디,041830,2021/12,0.75,0.83,7.67,162.3,1.42,1.73,7.95,11.99,2.02,1.24
(주)인바디,041830,2022/12,0.72,0.8,6.87,268.89,1.3,1.61,6.92,10.47,2.17,1.14
(주)인벤티지랩,389470,2020/12,,,,,,,,,,
(주)인벤티지랩,389470,2021/12,,,,,,,,,,
(주)인벤티지랩,389470,2022/12,,,,,,,,,,
(주)인산가,062580,2011/12,,,,,,,,,,
(주)인산가,062580,2012/12,,,,,,,,,,
(주)인산가,062580,2013/12,,,,,,,,,,
(주)인산가,062580,2014/12,,,,,,,,,,
(주)인산가,062580,2015/12,,,,,,,,,,
(주)인산가,062580,2016/12,1.04,2.48,1.8,50.28,2.42,4.18,5.73,48.09,2.11,1.46
(주)인산가,062580,2017/12,0.98,2.21,1.77,59.8,2.25,3.8,5.48,50.31,2.08,1.34
(주)인산가,277410,2017/12,,,,,,,,,,
(주)인산가,277410,2018/12,0.72,1.04,2.35,67.12,1.57,2.25,5.17,29.05,1.69,1.05
(주)인산가,277410,2019/12,0.61,0.94,1.74,85.5,1.21,1.64,4.58,29.28,1.49,0.88
(주)인산가,277410,2020/12,0.53,0.93,1.23,121.68,1.13,1.53,4.28,31.81,1.14,0.76
(주)인산가,277410,2021/12,0.43,0.76,1.01,70.67,0.94,1.22,4.1,21.04,0.91,0.69
(주)인산가,277410,2022/12,0.38,0.65,0.92,65.66,0.96,1.42,3,23.43,0.7,0.69
(주)인성정보,033230,2011/12,1.84,6.46,2.57,5.57,2.2,2.83,9.85,3.49,18.13,1.22
(주)인성정보,033230,2012/12,1.78,6.07,2.52,5.3,2.11,2.76,8.99,3.46,18.46,1.17
(주)인성정보,033230,2013/12,1.71,5.42,2.51,5.19,2,2.64,8.26,3.24,19.62,1.13
(주)인성정보,033230,2014/12,1.59,5.37,2.26,4.83,1.81,2.37,7.66,3.02,21.08,1.02
(주)인성정보,033230,2015/12,1.51,6.41,1.98,4.67,1.7,2.22,7.33,2.87,20.92,0.96
(주)인성정보,033230,2016/12,1.58,7.22,2.02,4.92,1.8,2.31,8.15,3,19.89,1.01
(주)인성정보,033230,2017/12,1.7,6.45,2.3,5.56,1.96,2.46,9.53,3.3,19.83,1.09
(주)인성정보,033230,2018/12,1.63,6.07,2.23,6.04,1.9,2.44,8.58,3.45,20.76,1.09
(주)인성정보,033230,2019/12,1.39,6.11,1.8,5.44,1.62,2.06,7.47,3.1,19.35,0.92
(주)인성정보,033230,2020/12,1.32,5.69,1.73,5.51,1.55,1.93,7.93,3.15,18.2,0.88
(주)인성정보,033230,2021/12,1.38,4.31,2.03,5.54,1.65,2.16,7,3.75,19.91,0.97
(주)인성정보,033230,2022/12,1.48,4.17,2.3,5.17,1.76,2.65,5.21,4.12,26.3,1.05
(주)인스프리트,073130,2011/12,0.84,2.87,1.18,4.56,1.56,1.65,26.58,2.42,17.24,0.8
(주)인지디스플레이,037330,2011/12,1.4,3.1,2.55,6.49,2.89,3.33,21.59,6.69,3.51,1.42
