회사명,거래소코드,회계년도,총자본증가율(IFRS),유형자산증가율(IFRS),투자부동산증가율(IFRS),비유동자산증가율(IFRS),유동자산증가율(IFRS),재고자산증가율(IFRS),자기자본증가율(IFRS),매출액증가율(IFRS),순이익증가율(IFRS),정상영업이익증가율(IFRS)
(주)엘지,003550,2015/12,1.92,23.59,-3.2,0.98,30.83,0,2.08,-0.28,-4.08,-5.33
(주)엘지,003550,2016/12,1.85,45.1,32.66,1.7,5.34,0,1.33,6.95,-1.66,7.42
(주)엘지,003550,2017/12,10.51,-7.19,-0.64,6.36,105.14,0,9.28,16.42,180.09,16.95
(주)엘지,003550,2018/12,0.96,-2.17,-2.03,4.83,-44.8,0,3.61,5.92,-41.99,10.14
(주)엘지,003550,2019/12,2.68,27.79,14.23,-1.99,107.75,0,2.51,15.51,5.16,17.85
(주)엘지,003550,2020/12,10.37,-7.17,-4.05,-8.31,208.24,0,10.11,16.18,129.08,23.33
(주)엘지,003550,2021/12,-8.16,-4.06,-2.15,-1.84,-28.08,0,-8.37,-2.6,-7.31,-6.76
(주)엘지,003550,2022/12,2.01,-2.71,-2.11,4.52,-8.8,0,1.38,7.86,-40.25,10.95
(주)엘지생명과학,068870,2011/12,23.64,25.76,0,22.9,24.62,29.87,0.51,11.41,-64.74,-44.81
(주)엘지생명과학,068870,2012/12,13.74,16.12,0,14.88,12.26,18.66,2,6.75,40.16,37.61
(주)엘지생명과학,068870,2013/12,7.76,20.2,0,18.4,-6.36,8.93,0.85,2.6,-48.44,3.7
(주)엘지생명과학,068870,2014/12,6.4,0.2,0,3.34,11.53,2.54,-1.94,0.94,0,-0.13
(주)엘지생명과학,068870,2015/12,8.49,16.26,0,15.28,-2.09,13.91,3.69,5.75,0,69.72
(주)엘지생활건강,051900,2011/12,11.69,7.26,-0.72,9.8,17.35,17.71,20.77,14.18,27.6,10.8
(주)엘지생활건강,051900,2012/12,18.71,9.66,-0.99,25.42,-0.13,-5.19,18.09,7.47,9.22,4.08
(주)엘지생활건강,051900,2013/12,17.69,2.99,-1,14.01,30.67,19.88,12.07,4.36,-14.84,-8.35
(주)엘지생활건강,051900,2014/12,15.73,15.33,-1.01,6.95,42.78,6.6,16.88,12.29,40.89,29.83
(주)엘지생활건강,051900,2015/12,9.69,33.29,-1.02,15.26,-3.17,17.17,18.89,20.61,22.72,49.84
(주)엘지생활건강,051900,2016/12,4.65,39.48,-1.03,7.02,-1.86,9.13,28.33,20.77,66.41,41.26
(주)엘지생활건강,051900,2017/12,12.79,21.34,-1.04,9.43,22.86,-2.09,25.8,3.37,16.99,6.49
(주)엘지생활건강,051900,2018/12,5.8,9.73,84.48,8.21,-0.63,6.75,19.02,7.29,1.71,9.3
(주)엘지생활건강,051900,2019/12,11.03,13.22,-6.47,12.44,6.93,11.84,16.23,11.74,2.81,12.87
(주)엘지생활건강,051900,2020/12,11.41,22.17,-38.72,18.94,-11.57,18.84,16.21,-2.62,-0.71,-8.58
(주)엘지생활건강,051900,2021/12,12.09,1.42,31.91,5.2,40.4,5.61,11.28,12.17,-1.81,24.75
(주)엘지생활건강,051900,2022/12,-7.92,-0.93,-13.41,-0.32,-31.31,-3.35,-2.21,-23.66,-87.33,-56.3
(주)엘지에너지솔루션,373220,2020/12,,,,,,,,,,
(주)엘지에너지솔루션,373220,2021/12,0,0,0,0,0,0,0,0,0,0
(주)엘지에너지솔루션,373220,2022/12,69.24,33.32,-4.98,35.94,150.27,46.98,135.42,26.16,0,0
(주)엘지유플러스,032640,2011/12,29.66,15.63,-40.56,32.31,21.73,95.8,-2.3,8.03,-85.68,-56.52
(주)엘지유플러스,032640,2012/12,0.34,7.94,231.02,1.02,-1.89,-6.93,-2.87,18.78,0,-55.64
(주)엘지유플러스,032640,2013/12,6.11,5.17,3.61,6.59,4.5,13.89,7.33,5.02,0,331.14
(주)엘지유플러스,032640,2014/12,2.05,12.56,-0.25,5.4,-9.37,-30.93,4.34,-4.08,-12.06,9.3
(주)엘지유플러스,032640,2015/12,-0.39,-0.48,6.05,-1.84,5.34,33.38,6.88,-1.86,50.52,8.98
(주)엘지유플러스,032640,2016/12,0.42,-3.79,-3.63,0.19,1.26,-28.23,8.5,6.07,36.4,16.93
(주)엘지유플러스,032640,2017/12,-0.34,-6.44,22.38,-4.93,16.41,27.67,8.83,7.23,13.84,11.63
(주)엘지유플러스,032640,2018/12,16.8,-1.04,2.05,9.36,38.95,35.75,30.43,-1.35,-16.42,-12.92
(주)엘지유플러스,032640,2019/12,20.63,26.23,-6.07,26.5,6.86,-4.87,3.44,1.99,-6.52,-5.84
(주)엘지유플러스,032640,2020/12,2.49,14.41,15.19,2.76,1.76,-35.62,4,0.12,1.55,21.14
(주)엘지유플러스,032640,2021/12,5.67,3.2,1.87,6.54,3.2,-16.74,3.49,3.65,50.07,11.93
(주)엘지유플러스,032640,2022/12,2.14,4.5,-4.5,4.18,-3.77,-4.44,6.11,-0.18,-2.57,11.93
(주)엘지헬로비전,037560,2011/12,12.64,3.85,1941.62,11.7,19.12,375.36,68.25,34.02,44.23,50.15
(주)엘지헬로비전,037560,2012/12,39.79,3.06,-2.17,30.52,99.73,291.64,48.14,33.02,-0.03,-11.49
(주)엘지헬로비전,037560,2013/12,30.8,5.01,-2.39,33.85,17.92,-7.51,18.16,30.54,-23.55,-19.84
(주)엘지헬로비전,037560,2014/12,4.38,3.59,-2.45,-0.03,25.55,-16.72,0.33,7.35,-51.93,-2.92
(주)엘지헬로비전,037560,2015/12,-3.55,29.19,139.34,-1.03,-13.18,-1.31,2.32,9.02,112.77,14.93
(주)엘지헬로비전,037560,2016/12,-8,-5.89,-41.11,-6.26,-15.61,-29.67,1.62,-6.93,-63.95,-59.1
(주)엘지헬로비전,037560,2017/12,1.52,-0.85,-0.65,1.77,0.31,49.33,2.12,1.75,34.26,69.7
(주)엘지헬로비전,037560,2018/12,3.5,0.58,-48.03,3.21,4.96,-13.81,7.32,4.6,37.84,-6.57
(주)엘지헬로비전,037560,2019/12,-7.5,-4.64,0,-8.98,-0.32,-68.68,-10.28,-5.38,0,-55.4
(주)엘지헬로비전,037560,2020/12,-18.13,-10.03,0,-25.17,12.87,40.14,-33.59,-4.72,0,15.08
(주)엘지헬로비전,037560,2021/12,1.01,-9.37,0,-4.05,15.79,40.51,3.42,2.29,0,26.94
(주)엘지헬로비전,037560,2022/12,-4.19,-8.03,0,-8.88,7.15,-34.22,-4.42,8.15,0,17.73
(주)엘지화학,051910,2011/12,21.83,30.8,0,26.61,16.5,16.75,23.05,17.56,2.91,1.63
(주)엘지화학,051910,2012/12,10.18,16.2,0,15.63,3.58,7.34,12.08,3.19,-28.99,-31.93
(주)엘지화학,051910,2013/12,4.07,2.43,0,2.37,6.37,-7.93,8.6,-0.91,-18.46,-8.55
(주)엘지화학,051910,2014/12,3.29,1.46,0,5.05,1,3,4.28,-2.86,-29.88,-28.25
(주)엘지화학,051910,2015/12,2.13,0.68,0,-0.21,5.29,-17.59,7.73,-11.9,46.19,42.98
(주)엘지화학,051910,2016/12,3.35,-2.17,0,9.59,-4.63,4.69,8.29,-0.4,14.6,11.92
(주)엘지화학,051910,2017/12,26.06,14.86,-1.15,27.82,23.48,16.88,15.06,20.94,16.36,26.47
(주)엘지화학,051910,2018/12,12.21,11.7,-1.17,18.46,2.69,16.96,6.74,11.66,-1.51,-14.81
(주)엘지화학,051910,2019/12,13.89,13.91,5153.99,23.46,-2.94,10.05,-0.54,-4.3,-76.86,-70.19
(주)엘지화학,051910,2020/12,-4.35,-4.95,-57.24,11.98,-40.9,-40.4,3.06,-6.64,0,91.34
(주)엘지화학,051910,2021/12,19.65,10.97,2.05,8.48,66.97,104.93,10.74,-1.72,0,170.91
(주)엘지화학,051910,2022/12,6.28,6.55,134.87,7.69,2.43,3.47,12.18,14.33,19.6,-64.56
(주)엠씨넥스,097520,2011/12,17.25,56.33,0,32.53,10.78,33.87,71.6,48.57,77.19,61.31
(주)엠씨넥스,097520,2012/12,12.82,-12.57,-1.5,13.19,12.63,4.51,41.1,-21.1,-72.11,-50.1
(주)엠씨넥스,097520,2013/12,37.85,15.76,0,53.36,29.95,13.48,15.81,70.59,213.97,99.51
(주)엠씨넥스,097520,2014/12,45.74,9.1,0,17.76,62.56,-13.7,38.9,39.23,231.4,146.31
(주)엠씨넥스,097520,2015/12,3.71,26.58,0,26.15,-6.07,30.74,29.69,11.39,15.14,0.48
(주)엠씨넥스,097520,2016/12,19.42,12.9,0,12.81,23.29,-25.96,-10.12,-5.27,0,0
(주)엠씨넥스,097520,2017/12,22.46,4.97,26.91,-6.29,37.85,-8.26,28.02,56.69,0,0
(주)엠씨넥스,097520,2018/12,2.95,-22.81,-1.37,8.1,1.08,-1.78,35.4,0.33,0,133.41
(주)엠씨넥스,097520,2019/12,21.5,-4.29,146.44,6.04,27.51,23.12,66.76,88.78,142.75,151.77
(주)엠씨넥스,097520,2020/12,-0.22,-3.37,37.74,32.88,-10.93,-3.44,10.84,-1.68,-62.96,-47.75
(주)엠씨넥스,097520,2021/12,5.85,15.15,-11.02,30.52,-6.05,56.11,8.38,-29.82,-27.65,-73.65
(주)엠씨넥스,097520,2022/12,-0.76,85.75,631.82,15.61,-11.74,12.33,1.32,4.33,-25.06,-37.28
(주)영원무역,111770,2011/12,14.98,27.42,31.4,10.28,22.52,30.81,11.35,17.27,27.4,29.61
(주)영원무역,111770,2012/12,13.52,46.2,57.92,27.26,-6.28,-11.13,9.89,5.6,-5.12,5.29
(주)영원무역,111770,2013/12,20.41,21.2,43.82,16.86,27.37,1.13,27.94,3.96,-8.24,-12.27
(주)영원무역,111770,2014/12,9.71,18.84,-32.73,16.17,-1.88,46.87,5.91,4,-6.79,-8.11
(주)영원무역,111770,2015/12,26.36,2.5,-6.55,23.78,31.85,-34.88,12.02,-0.45,25.84,29.15
(주)영원무역,111770,2016/12,4.45,3.25,-1.48,9.61,-5.84,-42.93,4.36,6.79,18.43,16.3
(주)영원무역,111770,2017/12,-0.34,-14.38,93.72,4.9,-12.51,17.81,7.89,2.14,-29.87,-1.53
(주)영원무역,111770,2018/12,16.19,4.47,-1.17,23.19,-3.31,51.54,23.01,-6.08,-9.13,0.48
(주)영원무역,111770,2019/12,11.96,-39.7,76.48,8.53,24.17,-16.86,15.46,16.82,59.76,25.14
(주)영원무역,111770,2020/12,-2.28,-6.2,6.92,-7.59,14.22,-33.61,-2.16,-16.02,-10.9,-4.39
(주)영원무역,111770,2021/12,4.11,1.09,7.52,-11.3,42.8,27.42,8.21,25.61,129.28,36.52
(주)영원무역,111770,2022/12,1.27,-4,5.58,14.22,-18.91,-41.29,16.21,48.71,49.64,55.33
(주)영원무역홀딩스,009970,2011/12,11.08,-2.72,0,10.38,61.68,0,13.9,71.04,95.5,90.24
(주)영원무역홀딩스,009970,2012/12,25.4,-2.76,0,26.86,-46.38,0,20.75,-45.56,-53.47,-51.05
(주)영원무역홀딩스,009970,2013/12,-0.77,-96.36,0,-1.14,41.91,0,1.36,-1.84,-18.03,0.24
(주)영원무역홀딩스,009970,2014/12,-0.54,-4.2,-2.85,0.04,-47.05,0,3.71,11.09,36.95,18.11
(주)영원무역홀딩스,009970,2015/12,5.08,3.98,-2.94,4.27,128.17,0,5.74,-31.69,-28.22,-34.45
(주)영원무역홀딩스,009970,2016/12,0.58,-4.32,-3.02,-0.98,109.51,0,0.87,-20.87,-18.59,-21.17
(주)영원무역홀딩스,009970,2017/12,4.93,273.36,2.01,4.52,18.72,0,4.34,-5.02,-6.88,-4.72
(주)영원무역홀딩스,009970,2018/12,20.6,-44.83,39.45,20.13,34.42,0,16.63,34.17,25.09,40.86
(주)영원무역홀딩스,009970,2019/12,12.04,-13.58,-2.89,11.01,38.63,0,9.75,38.21,12.29,17.36
(주)영원무역홀딩스,009970,2020/12,-5.48,-18.55,-3.08,-15.58,203.68,0,-4.36,-5.74,1.55,7.51
(주)영원무역홀딩스,009970,2021/12,-1.37,10.48,-3.18,0.55,-12.44,0,1.03,29.93,55.64,17.52
(주)영원무역홀딩스,009970,2022/12,9.99,6.68,-2.45,14.91,-22.58,0,9.72,110.95,127.06,133.8
(주)영풍,000670,2011/12,2.1,12.39,-0.61,1.83,3.42,13.66,1.94,17.83,-10.51,-0.8
(주)영풍,000670,2012/12,1,5.15,-0.61,1.73,-2.49,6.51,5.87,6.76,90.45,31.61
(주)영풍,000670,2013/12,-0.71,9.47,-0.61,3.05,-19.59,-10.42,3.45,-4.74,-31.4,-36.66
(주)영풍,000670,2014/12,0.9,0.52,-0.62,-0.3,8.59,-11.68,1.27,4.66,-53.17,-60.88
(주)영풍,000670,2015/12,4.02,-9.32,-0.82,-2.85,44.52,28.87,3.15,-3.18,73.49,147.92
(주)영풍,000670,2016/12,2.69,-10.92,-0.55,-2.76,24.31,24.42,3.85,8.07,40.7,6.55
(주)영풍,000670,2017/12,3.68,0,-0.63,0.7,12.91,33.14,2.45,26.3,-26.52,-52.56
(주)영풍,000670,2018/12,3.13,-4.54,-0.58,-1.56,16.08,2.16,0.96,-5.25,-39.07,0
(주)영풍,000670,2019/12,0.02,-7.83,1.5,-1.29,3.09,-15.69,2.95,-2.45,108.19,0
(주)영풍,000670,2020/12,2.49,0.9,-0.6,2.06,3.48,2.33,1.39,-8.5,-39.02,-52.92
(주)영풍,000670,2021/12,9.4,5.66,-0.53,2.43,24.85,73.1,-1.54,8.2,0,0
(주)영풍,000670,2022/12,-3.36,-9.26,-0.9,1.66,-12.49,-14.43,-2.55,34.41,0,0
(주)영흥,012160,2011/12,13.05,7.01,0,35.08,-16.71,23.35,2.01,11.78,1.86,18.29
(주)영흥,012160,2012/12,-2.12,-0.25,0,1.98,-11.12,-15.1,-0.4,-0.29,-65.73,0
(주)영흥,012160,2013/12,13.91,-15.25,0,-9.41,72.53,7.83,-10.77,-2.67,83.32,0
(주)영흥,012160,2014/12,13.41,25.53,0,23.28,0.37,-1.75,1.27,11.85,-35.57,-65.98
(주)영흥,012160,2015/12,-11.99,2.47,0,0.99,-33.03,-7.89,1.4,2.61,88.84,53.44
(주)영흥,012160,2016/12,17.75,46.44,0,14.99,24.5,26.74,13.79,14.14,-83.18,-75.54
(주)영흥,012160,2017/12,-2.03,-1.96,0,-5.99,6.92,27.04,-5.84,5.8,0,-56.72
(주)영흥,012160,2018/12,-4.27,-2.69,0,-5.48,-1.88,-4.78,-4.48,3.94,0,0
(주)영흥,012160,2019/12,5.63,-13.09,0,-12.95,41.18,11.59,1.04,0.78,0,0
(주)영흥,012160,2020/12,4.26,8.14,0,14.84,-8.22,0.65,-8.14,0.53,0,0
(주)영흥,012160,2021/12,9.12,-3.65,0,15.34,-0.07,41.29,16.4,12.81,0,0
(주)영흥,012160,2022/12,2.43,-4.19,0,-2.5,10.82,18.86,2.8,6.55,0,74.85
(주)예스코홀딩스,015360,2011/12,1.15,-1.57,0,2.32,-0.52,35.04,2.74,4.8,-40.97,-4.71
(주)예스코홀딩스,015360,2012/12,8.22,1.4,0,1.53,18,20.74,2.27,8.63,6.05,-11.55
(주)예스코홀딩스,015360,2013/12,-1.06,-0.53,0,-0.37,-1.91,11.59,1.85,4.85,-26.98,-39.76
(주)예스코홀딩스,015360,2014/12,1.58,-0.65,0,-3.24,7.73,26.69,-0.47,-5.8,-70.21,-44.66
(주)예스코홀딩스,015360,2015/12,-10.92,-3.11,0,3.28,-27.2,-6.61,0.41,-16.33,141.44,67.35
(주)예스코홀딩스,015360,2016/12,9.17,-1.44,0,15.92,-1.82,-2.77,2.9,-15.57,85.02,-4.44
(주)예스코홀딩스,015360,2017/12,12.88,-2.99,0,11.69,15.17,9.09,5.15,3.46,55.47,24.01
(주)예스코홀딩스,015360,2018/12,-41.93,-99.86,0,-18.77,-85.09,0,-11.37,-56.15,0,-28.39
(주)예스코홀딩스,015360,2019/12,-1.61,8.15,0,-0.22,-15.74,0,-5.48,-96.81,0,-41.4
(주)예스코홀딩스,015360,2020/12,-13.63,249.82,0,-40.21,305.82,0,-14.87,42.89,0,-29.11
(주)예스코홀딩스,015360,2021/12,-2.95,-19.92,0,29.39,-60.21,0,2.04,9.35,0,-95.89
(주)예스코홀딩스,015360,2022/12,-7.37,58.31,0,1.07,-55.96,0,-4.21,242.21,0,0
(주)오뚜기,007310,2011/12,9.24,9.35,-4.94,8.8,9.82,-2.89,10.64,10.2,16.18,13.22
(주)오뚜기,007310,2012/12,7.73,6.6,-5.7,3.84,12.91,-3.72,9.8,9.22,0.97,25.9
(주)오뚜기,007310,2013/12,7.41,0.54,54.03,7.13,7.76,8.55,11.26,2.74,21.89,-5.89
(주)오뚜기,007310,2014/12,13.09,15.23,-4.16,15.33,10.37,4.31,11.19,2.78,16.38,17.21
(주)오뚜기,007310,2015/12,6.11,7.39,-4.25,7.14,4.81,8.48,10.47,4.85,7.17,12.41
(주)오뚜기,007310,2016/12,9.09,6.43,-4.44,7.76,10.82,12.16,11.41,7.07,27.29,6.06
(주)오뚜기,007310,2017/12,4.7,6.05,-47.35,8.08,0.42,0.77,11.16,4.65,-12.95,2.87
(주)오뚜기,007310,2018/12,17.69,7.77,-21.2,23.21,10.18,2.06,13.85,2.29,33.85,5.27
(주)오뚜기,007310,2019/12,2.82,29.42,-1.6,19.02,-21.8,-5.47,5.77,0.55,-31.15,-7.48
(주)오뚜기,007310,2020/12,12.04,-6.7,-1.6,13.29,9.13,45.28,12.07,9.32,43.52,23.11
(주)오뚜기,007310,2021/12,14.16,-0.65,26.18,1.18,45.32,37.59,5.75,4.74,-26.74,-14.26
(주)오뚜기,007310,2022/12,16.1,-2.83,-22.71,18.3,12.44,19.57,12.36,14.3,83.66,17.77
(주)오리온,271560,2017/12,,,,,,,,,,
(주)오리온,271560,2018/12,0,0,0,0,0,0,0,0,0,0
(주)오리온,271560,2019/12,2.33,-0.01,0,3.77,-6.74,1.31,7.06,2.94,8.07,16.88
(주)오리온,271560,2020/12,1.36,-1.81,0,0.13,9.94,22.48,8.22,4.97,-1.07,5.93
(주)오리온,271560,2021/12,5.11,-1.02,0,-0.91,43.55,5.79,7.46,4.96,21.95,14.69
(주)오리온,271560,2022/12,-3.16,-7.67,0,-0.21,-16.21,22.6,9.52,16.32,13.43,7.1
(주)오리온홀딩스,001800,2011/12,0.54,4.52,-0.08,2.73,-10.51,22.15,4.47,14,-72.36,-68.01
(주)오리온홀딩스,001800,2012/12,4.7,15.5,-0.08,3.34,12.61,-13.51,-1.8,8.39,-87.31,-19.26
(주)오리온홀딩스,001800,2013/12,-0.05,8.64,-0.08,3.25,-17.59,-13.9,0.37,-3.47,87.25,-23.36
(주)오리온홀딩스,001800,2014/12,8.48,13.38,123.06,9.94,-1.22,-6.78,17.72,-5.11,-52.34,-5.78
(주)오리온홀딩스,001800,2015/12,-0.28,5.63,-0.59,-0.27,-0.38,9.18,-0.35,-5.89,194.76,112.71
(주)오리온홀딩스,001800,2016/12,-0.49,12.02,30.66,-2.82,16.8,8.82,10.52,-3.97,231.87,-17.31
(주)오리온홀딩스,001800,2017/12,34.64,-99.94,190.79,53.91,-84.46,0,104.03,-98,4274.37,0
(주)오리온홀딩스,001800,2018/12,0.4,5.22,-7.41,0.61,-12.68,0,0.15,93.5,-98.97,0
(주)오리온홀딩스,001800,2019/12,0.76,-14.56,-0.26,1.84,-75.56,0,-0.72,10.13,-65.24,15.17
(주)오리온홀딩스,001800,2020/12,-0.17,-6.28,-0.24,-0.09,-22.12,0,-0.45,-10.08,69.25,-25.18
(주)오리온홀딩스,001800,2021/12,0.89,-13.97,-2.02,-0.53,532.99,0,-0.06,5.77,75.23,13.73
(주)오리온홀딩스,001800,2022/12,2.37,-13.46,-3.81,3.81,-82.77,0,-0.78,10.69,-19.06,22.3
(주)와이지플러스,037270,2011/12,-6.8,-0.33,0,-3.77,-10.59,0,3.5,-14.38,0,0
(주)와이지플러스,037270,2012/12,-11.3,-1.13,0,-3.53,-21.75,0,-8.78,-2.48,0,0
(주)와이지플러스,037270,2013/12,-13.71,-1.56,0,-1.91,-33.25,0,-12.79,-30.29,0,0
(주)와이지플러스,037270,2014/12,215.17,-99.9,0,-46.19,851.53,0,292.6,-59.52,0,0
(주)와이지플러스,037270,2015/12,6.28,11625.43,0,431.02,-52.2,0,3.68,-8.63,0,0
(주)와이지플러스,037270,2016/12,6.2,-12.39,0,13.09,-4.33,0,4.29,373.52,0,0
(주)와이지플러스,037270,2017/12,-9.37,33.64,0,8.15,-41.06,-8.68,-8.64,-25.86,0,0
(주)와이지플러스,037270,2018/12,4.7,-31.41,0,-1.7,25.91,10.2,1.24,107.88,0,0
(주)와이지플러스,037270,2019/12,-12.28,59.76,0,-17.84,2.13,8.94,-18.72,57.78,0,0
(주)와이지플러스,037270,2020/12,6.55,-30.35,0,-2.79,26.02,38.69,1.32,12.11,0,101.75
(주)와이지플러스,037270,2021/12,55.67,620.52,0,23.46,107.45,53.28,40.39,70.89,0,679.18
(주)와이지플러스,037270,2022/12,12.29,-21.25,0,-24.76,47.73,-10.76,5.95,16.23,-7.18,51.75
(주)와이투솔루션,011690,2011/12,-22.79,-1.59,0,-0.38,-28.95,-32.26,-14.89,-24.06,0,0
(주)와이투솔루션,011690,2012/12,-6.22,-3.7,0,-3.57,-7.23,10.05,-1.39,-4.5,0,0
(주)와이투솔루션,011690,2013/12,-0.49,1.39,0,3.35,-2.02,1.3,-6.96,-19.37,0,-60.28
(주)와이투솔루션,011690,2014/12,1.91,18.83,0,12.04,-2.38,2.36,13,18.47,0,282.02
(주)와이투솔루션,011690,2015/12,-7.13,-3.8,0,1.87,-11.49,-15.86,2.85,-6.71,78.34,3.56
(주)와이투솔루션,011690,2016/12,4.96,4.33,0,-0.61,8.07,-25.81,48.43,-23.46,0,0
(주)와이투솔루션,011690,2017/12,95.25,-2.19,0,265.58,7.83,-1.08,108.87,14.5,0,0
(주)와이투솔루션,011690,2018/12,-5.15,3.02,0,-8.72,1.08,-15.73,-16.72,-18.76,0,0
(주)와이투솔루션,011690,2019/12,6.46,-2.38,0,16.74,-9.69,34.79,7.51,18.89,0,0
(주)와이투솔루션,011690,2020/12,-45.28,-7.19,0,-73.88,12.81,-14.24,-72.41,-0.83,0,0
(주)와이투솔루션,011690,2021/12,4.13,-4.23,0,5.9,3.29,14.26,174.76,-5.62,0,0
(주)와이투솔루션,011690,2022/12,5.08,7.05,0,-4.14,9.52,26.68,-4.98,18.41,0,0
(주)용평리조트,070960,2011/12,,,,,,,,,,
(주)용평리조트,070960,2012/12,,,,,,,,,,
(주)용평리조트,070960,2013/12,0,0,0,0,0,0,0,0,0,0
(주)용평리조트,070960,2014/12,8.04,-1.81,0,-1.82,130.14,26.61,1.16,-13.2,-66.31,-30.1
(주)용평리조트,070960,2015/12,18.74,-0.78,0,-0.76,121.8,132.18,3.74,32.04,195.42,54.73
(주)용평리조트,070960,2016/12,-4.3,1.2,0,1.5,-18.03,-40.84,26.75,19.27,23.02,14.03
(주)용평리조트,070960,2017/12,-6.55,3.97,0,4.85,-39.92,-1.11,2.97,-0.29,18.85,10.69
(주)용평리조트,070960,2018/12,-6.37,-2.62,0,-2.31,-27.09,-4.63,1.51,-13.5,-40.12,-26.81
(주)용평리조트,070960,2019/12,4.58,4.82,0,4.57,4.65,19.11,-4.46,-28.71,0,0
(주)용평리조트,070960,2020/12,7.31,0.49,0,0.49,53.98,148.21,-4.56,-1.5,0,0
(주)용평리조트,070960,2021/12,-7.71,-1.76,0,-0.54,-39.72,-96.7,2.28,85.71,0,0
(주)용평리조트,070960,2022/12,3.39,-2.46,0,-0.95,35.38,1637.76,-1.86,-39.36,0,-94.94
(주)우성,006980,2011/12,8.67,-1.45,0.25,-2.65,15.57,4.64,2.47,0.82,-31.04,-36.91
(주)우성,006980,2012/12,4.91,-4.4,-2.73,-0.81,7.85,18.28,2.94,3.15,12.42,-57.67
(주)우성,006980,2013/12,-8.49,5.83,-2.93,0.32,-12.65,-15.74,0.9,-7.61,-66.3,-22.85
(주)우성,006980,2014/12,1.5,-3.47,-3.08,-2.37,3.61,-1.48,1.35,-5.54,56.76,115.98
(주)우성,006980,2015/12,-6.8,14.81,-2.55,10.53,-15.66,1.29,-4.59,-5.34,0,-36.74
(주)우성,006980,2016/12,-4.78,6.81,-3.28,4.28,-10.85,-26.49,-0.84,-10.36,0,-49.57
(주)우성,006980,2017/12,3.77,55.95,1.36,25.07,-12.94,1.15,0.85,0.17,0,0
(주)우성,006980,2018/12,11.86,8.02,38.69,9.29,14.75,30.54,-4.3,3.96,0,0
(주)우성,006980,2019/12,19.88,-7.14,-32.98,-9.6,51.51,43.83,8.33,17.78,0,0
(주)우성,006980,2020/12,-7.76,-2.08,-0.06,-0.4,-12.48,-9.98,1.15,14.29,-70.26,0
(주)우성,006980,2021/12,-36.9,-89.87,2.16,32.16,-87.21,-98.85,-3.8,-5.08,0,-37.84
(주)우성,006980,2022/12,-1.44,1.79,-3.84,-0.77,-6.53,146.1,-0.15,-83.54,0,0
(주)우신시스템,017370,2011/12,18.73,11.87,0,9.51,31.82,-4.84,9.87,36.44,32.99,25.29
(주)우신시스템,017370,2012/12,-2.41,-13.87,0,-11.31,8.08,-10.01,6.35,-18.34,-26.03,-21.96
(주)우신시스템,017370,2013/12,19.71,1.23,0,33.85,6.02,-1.28,4.69,-0.16,-32.44,-45.11
(주)우신시스템,017370,2014/12,-6.93,-2.55,0,-0.73,-14.51,-6.5,10.22,34.85,78.72,105.31
(주)우신시스템,017370,2015/12,9.03,-2.44,0,11.22,5.91,65026.82,12.96,-17.21,29.25,-16.45
(주)우신시스템,017370,2016/12,0.16,28,0,12.49,-18.21,-89.92,9.98,-15.54,-23.83,-86.78
(주)우신시스템,017370,2017/12,4.63,-3.87,0,-1.18,16.55,64.19,3.09,11.97,-33.53,334.16
(주)우신시스템,017370,2018/12,7.59,-2.58,0,-1.73,23.8,1975.34,1.35,26.85,-45.25,-44.61
(주)우신시스템,017370,2019/12,0.25,-3.87,0,-5.34,7.96,136.98,-8.97,-23.13,0,50.97
(주)우신시스템,017370,2020/12,5.56,-4.43,0,-3.63,16.67,-54.17,-0.5,6.86,0,41.95
(주)우신시스템,017370,2021/12,-0.8,-6.86,-2.46,-17.92,16.64,1821.85,-10.59,16.32,0,1.82
(주)우신시스템,017370,2022/12,-17.78,-1.19,-2.52,0.53,-30.91,-80.5,8.48,-16.66,0,107.55
(주)우진,105840,2011/12,-2.34,93.79,-2,37.17,-18.91,3.81,4.67,13.88,-20.9,-8.91
(주)우진,105840,2012/12,10.07,7.47,-2.04,2.19,15.67,26.95,9.18,-2.9,-31.8,-63.51
(주)우진,105840,2013/12,2.94,38.16,-66.3,62.55,-34.42,12.83,0.07,-25.68,-81.45,0
(주)우진,105840,2014/12,12.56,34.2,-0.67,17.62,4.69,19.94,0.76,30.32,173.93,0
(주)우진,105840,2015/12,17.04,1.97,-0.68,-10.68,65.43,1.38,17.88,-6.95,680.3,-16.04
(주)우진,105840,2016/12,-9.31,0.22,7.03,6.63,-24.32,3.11,-2.45,-10.68,-93.69,-37.59
(주)우진,105840,2017/12,6.51,81.41,206.83,33.3,-29.07,-21.87,1.5,-1.52,0,0
(주)우진,105840,2018/12,19.52,0.12,45.67,31.31,-9.89,-35.35,-1.37,-7.8,0,0
(주)우진,105840,2019/12,-9,-2.22,4.57,-19.87,30.53,-2.06,3.6,-19.35,0,0
(주)우진,105840,2020/12,25.33,3.69,9.38,41.49,-10.75,95.42,27.86,16.1,0,0
(주)우진,105840,2021/12,-6.35,1.58,-1.25,-25.75,62.27,-6.63,-7.08,31.53,0,192.91
(주)우진,105840,2022/12,-3.99,-11.5,162.14,3.29,-15.77,-9.69,7.63,11.06,0,40.67
(주)우진아이엔에스,010400,2011/12,,,,,,,,,,
