회사명,거래소코드,회계년도,매출액총이익률(IFRS연결),매출액순이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),매출원가 대 매출액비율(IFRS연결),영업비용 대 영업수익비율(IFRS연결),광고선전비 대 매출액비율(IFRS연결),기업순이익률(IFRS연결),R & D 투자효율(IFRS연결),금융비용 대 총비용비율(IFRS연결),이자부담률(IFRS연결),1주당매출액(IFRS연결),1주당순이익(IFRS연결),1주당 CASH FLOW(IFRS연결),1주당정상영업이익(IFRS연결)
(주)이수페타시스,007660,2014/12,10.38,0.51,0.52,4.84,89.62,97.96,0,1.62,0,1.06,1.87,12231.3,240,690.13,249.3
(주)이수페타시스,007660,2015/12,11.79,1.24,1.26,7.92,88.21,96.13,0.01,2.47,0,1.19,1.98,12622.52,392,1183.33,488.91
(주)이수페타시스,007660,2016/12,10.33,0.04,0.04,1.89,89.67,98,0,1.27,0,1.13,1.96,13428.64,93,-2.6,267.94
(주)이수페타시스,007660,2017/12,7.23,-2.8,-2.88,-7.59,92.77,101.51,0,-1.62,0,1.15,1.97,12875.23,-355,161.72,-194.56
(주)이수페타시스,007660,2018/12,10.13,-1.32,-1.49,-3.87,89.87,98.66,0.01,0.11,0,1.37,2.49,13577.88,-172,-645.4,181.75
(주)이수페타시스,007660,2019/12,5.14,-17.72,-19.75,-71.84,94.86,104.66,0.01,-17.7,0,1.58,2.84,12460.83,-2291,374.84,-580.53
(주)이수페타시스,007660,2020/12,9.13,-2.63,-3.35,-19.14,90.87,99.62,0,-1,0,1.74,2.85,12459.62,-336,-537.83,47.58
(주)이수페타시스,007660,2021/12,18.21,-0.77,-0.86,-3.78,81.79,90.02,0.01,0.81,0,1.58,2.16,11379.68,-81,96.25,1135.87
(주)이수페타시스,007660,2022/12,25.49,15.94,20.58,58.92,74.51,81.86,0.01,22.21,0,1.42,2.5,10165.33,1620,470.54,1843.87
(주)이수화학,005950,2011/12,7.27,0.94,1.72,4.36,92.73,96.87,0.02,3.86,0,1.18,3.58,152196.45,1444,2777.82,5493.42
(주)이수화학,005950,2012/12,5.9,0.88,1.58,5.08,94.1,96.88,0.01,3.67,0,1.16,3.32,146055.88,1576,-934.9,4555.1
(주)이수화학,005950,2013/12,4.32,-2.92,-4.69,-13.14,95.68,100,0.11,-2.33,0,1.41,3.57,135665.8,-3802,-2883.7,-6.05
(주)이수화학,005950,2014/12,2.1,-4.67,-7.25,-16.06,97.9,101.93,0.12,-4.67,14.5,1.57,3.83,121192.28,-3941,-519.46,-2338.26
(주)이수화학,005950,2015/12,5.43,-3.71,-5.15,-13.77,94.57,100,0.04,-3.09,0.37,1.44,3.13,96297.24,-2954,3700.88,3.53
(주)이수화학,005950,2016/12,8.69,0.52,0.74,3.62,91.31,95.87,0.02,2.26,0.56,1.05,2.26,99189.53,735,5396.63,4099.53
(주)이수화학,005950,2017/12,7.15,-0.06,-0.09,1.21,92.85,97.94,0.01,1.54,0.74,1.11,2.43,98687.8,239,667.7,2037.3
(주)이수화학,005950,2018/12,5.64,-0.11,-0.17,2.31,94.36,99.58,0.02,1.48,0.68,1.01,2.68,100231.45,469,-2558.06,422.25
(주)이수화학,005950,2019/12,6.36,-1.25,-1.89,-2.4,93.64,99.38,0.01,-0.29,0.79,1.03,2.63,99240.21,-506,-355.9,617.28
(주)이수화학,005950,2020/12,9.75,-10.9,-14.05,-28.41,90.25,102.81,0.02,-11.98,0.64,1.41,3.08,66737.01,-4419,4190.99,-1872.24
(주)이수화학,005950,2021/12,10.86,5.67,9.03,35.21,89.14,95.18,0.02,10.07,0.31,0.66,1.53,60921.49,3584,2182.05,2934.95
(주)이수화학,005950,2022/12,6.81,1.19,2.23,9.41,93.19,98.37,0.01,3.85,0.52,0.85,2.46,78958.64,1019,-1189.83,1287.24
(주)이스타코,015020,2011/12,,,,,,,,,,,,,,,
(주)이스타코,015020,2012/12,19.52,-51.84,-7.33,-16.77,80.48,118.96,4.14,-4.94,0,11.46,4.21,254.56,-144,-92.99,-48.27
(주)이스타코,015020,2013/12,63.47,37.95,21.55,42.94,36.53,49.05,0.39,22.88,0,4.81,2.67,1122.94,470,1099.78,572.14
(주)이스타코,015020,2014/12,13.47,-13.2,-3.83,-6.1,86.53,111.44,0.31,-3.6,0,0.67,0.59,551.2,-79,-389.38,-63.04
(주)이스타코,015020,2015/12,19.87,5.08,1.31,2.36,80.13,107.77,0.22,1.96,0,2.22,1.43,558.62,30,-1290.62,-43.43
(주)이스타코,015020,2016/12,17.97,-69.57,-8.2,-17.31,82.03,132.41,0.32,-6.11,0,11.44,3.51,320.22,-209,-24.64,-103.78
(주)이스타코,015020,2017/12,13.8,-5.54,-2.9,-4.42,86.2,99.95,0.05,-0.3,0,4.68,4.31,1257.35,-48,564.02,0.59
(주)이스타코,015020,2018/12,12.8,-19.66,-6.2,-10.62,87.2,110.09,0.02,-3.21,0,7.64,5.33,619.99,-107,-64.83,-62.53
(주)이스타코,015020,2019/12,,,,,,,,,,,,,,,
(주)이스타코,015020,2020/12,,,,,,,,,,,,,,,
(주)이스타코,015020,2021/12,,,,,,,,,,,,,,,
(주)이스타코,015020,2022/12,,,,,,,,,,,,,,,
(주)이아이디,093230,2011/12,-25.59,-66.63,-23.2,-35.94,125.59,174.7,0.34,-23.27,3.92,-0.11,-0.19,4198.53,-3327,-592.35,-2769.27
(주)이아이디,093230,2012/12,-37.24,-171.13,-38.27,-60.36,137.24,159.98,0.28,-38.52,3.85,-0.54,-0.67,664.85,-1365,-171.41,-398.8
(주)이아이디,093230,2013/12,,,,,,,,,,,,,,,
(주)이아이디,093230,2014/12,1.26,-88.97,-49.18,-140.25,98.74,129.07,0.73,-43.63,0,5.29,8.61,689.09,-755,-125.56,-200.32
(주)이아이디,093230,2015/12,-3.35,-6.12,-3.19,-5.09,103.35,122.46,0.03,-1.15,0,2.56,3.91,735.19,-39,-71.73,-165.11
(주)이아이디,093230,2016/12,1.42,-39.07,-23.95,-42.25,98.58,107.73,0.07,-22.78,0,1.12,2.67,497.38,-165,-32.38,-38.47
(주)이아이디,093230,2017/12,1.09,0.84,1.02,1.49,98.91,105.33,-0.1,1.68,0,0.49,2.21,731.01,6,-170.81,-38.98
(주)이아이디,093230,2018/12,1.05,-5.53,-7.46,-9.43,98.95,102.84,0.28,-4.12,0,2.31,16.28,797.32,-36,-50.22,-22.65
(주)이아이디,093230,2019/12,7.59,0.33,0.33,0.44,92.41,98.95,0.01,1.37,0,1.02,4.06,357.3,1,-17,3.76
(주)이아이디,093230,2020/12,11.1,-13.58,-10.41,-15.35,88.9,101.05,0.14,-9.05,0,1.56,4.03,301.3,-38,-36.2,-3.17
(주)이아이디,093230,2021/12,0.35,2.65,1.58,2.44,99.65,109.22,0.37,2.2,0,0.88,1.35,277.76,6,-13.67,-25.61
(주)이아이디,093230,2022/12,4.75,-36.96,-18.33,-47.66,95.25,104.77,0.07,-16.09,0,3.22,3.75,695.21,-1031,-16.47,-33.16
(주)이엔플러스,074610,2011/12,3.35,-38.29,-24.44,-38.76,96.65,125.24,0.09,-22.22,0,2.74,5.94,244.48,-95,3.21,-54.71
(주)이엔플러스,074610,2012/12,6.53,-23.18,-22.87,-37.46,93.47,111.23,0.02,-21.24,0,1.67,4.09,279.62,-255,-35.68,-31.41
(주)이엔플러스,074610,2013/12,16.17,-8.3,-11.77,-17.59,83.83,97.49,0.01,-10.6,0,0.77,3.2,1088.72,-86,59.27,27.34
(주)이엔플러스,074610,2014/12,21.2,4.5,6.82,10.79,78.8,92.57,0.03,7.89,0,0.76,2.89,1108.63,50,11.42,82.41
(주)이엔플러스,074610,2015/12,21.85,3.79,5.18,8.65,78.15,91.28,0.01,5.77,0,0.43,1.52,1117.55,44,21.97,97.42
(주)이엔플러스,074610,2016/12,22.5,5.4,11.5,18.37,77.5,89.22,0.02,12.27,0,0.39,2.03,2313.84,125,116.46,249.37
(주)이엔플러스,074610,2017/12,15.93,-26.34,-31.95,-85.82,84.07,101.05,0.34,-31.15,0,0.52,1.26,2202.02,-585,-1056.77,-23.05
(주)이엔플러스,074610,2018/12,9.33,-20.96,-11.65,-29.34,90.67,128.77,0.76,-7.51,5.78,4.94,6.49,1817.52,-281,-294.78,-522.97
(주)이엔플러스,074610,2019/12,2.33,-85.1,-32.94,-87.65,97.67,138.15,0.71,-29.55,3,3.87,5.69,1197.48,-1091,-587.25,-456.83
(주)이엔플러스,074610,2020/12,4.33,-51.34,-13.56,-27.8,95.67,130.36,0.92,-9.51,2.78,7.23,7.9,697.58,-362,-198.94,-211.79
(주)이엔플러스,074610,2021/12,16.23,-35.29,-20.22,-30.57,83.77,103.46,0.46,-18.43,2.08,2.25,5.29,1079.32,-402,-501.64,-37.34
(주)이엔플러스,074610,2022/12,11.68,-134.81,-32.5,-53,88.32,148.99,1.94,-30.11,10.22,3.89,6.2,464.68,-640,125.42,-227.63
(주)이원,017940,2011/12,7.7,1.03,2.27,7.41,92.3,101.94,0.67,3.28,0,0.45,1.54,1029042.23,12184,31953.06,17568.7
(주)이원,017940,2012/12,7.89,1.22,2.67,8.49,92.11,98.52,0.68,3.81,0,0.51,1.74,1080659.22,15096,-4441.96,16017.94
(주)이원,017940,2013/12,7.77,0.47,0.95,3.44,92.23,98.49,0.5,1.87,0,0.44,1.39,1050353.5,6462,6919.36,15869.95
(주)이원,017940,2014/12,7.99,0.59,1.12,3.65,92.01,98.74,0.51,2.09,0,0.49,1.46,1005900.08,7096,6152.52,12677.13
(주)이원,017940,2015/12,11,0,0,0.87,89,99.24,0.69,1.02,0,0.72,1.56,684412.58,1725,27144.26,5201.6
(주)이원,017940,2016/12,10.34,-0.95,-1.08,-2.35,89.66,99.72,0.73,-0.19,0,0.72,1.34,582492.8,-4591,4104.72,1616.31
(주)이원,017940,2017/12,9.83,1.97,2.48,7.39,90.17,97.87,0.57,3.42,0,0.71,1.44,642597.15,14600,-18800.61,13658.07
(주)이원,017940,2018/12,6.34,1.71,2.26,6.47,93.66,99.7,0.45,3.22,0,0.64,1.52,674956.19,13507,26929.85,2042.69
(주)이원,017940,2019/12,8.45,-1.14,-1.46,-3.63,91.55,97.69,0.44,-0.52,0,0.64,1.46,671759.45,-7466,7972.81,15497.07
(주)이원,017940,2020/12,8.01,1.43,1.54,5.19,91.99,98.99,0.45,2.62,0,0.78,1.63,572529.77,10427,25522.77,5762.52
(주)이원,017940,2021/12,5.28,2.69,3.58,10.57,94.72,99.89,0.35,4.57,0,0.62,1.49,751064.27,22789,7478.08,812.73
(주)이원,017940,2022/12,7.1,1.77,3.39,10.31,92.9,96.51,0.23,4.38,0,0.46,1.52,1164834.97,24536,3131.17,40631.3
(주)이월드,084680,2011/12,12.98,-38.24,-3.55,-6.38,87.02,117.27,2.74,-0.66,0,20.95,6.51,241.19,-92,-82.34,-19.6
(주)이월드,084680,2012/12,18.13,-65.23,-8.82,-19.58,81.87,113.07,0.79,-5.07,0,15.67,5.84,401.18,-236,-69.47,-52.42
(주)이월드,084680,2013/12,12.91,-58.86,-8.77,-17.98,87.09,119.37,0.52,-5.36,0,14.05,5.18,379.77,-180,-30.4,-73.57
(주)이월드,084680,2014/12,,,,,,,,,,,,,,,
(주)이월드,084680,2015/12,,,,,,,,,,,,,,,
(주)이월드,084680,2016/12,,,,,,,,,,,,,,,
(주)이월드,084680,2017/12,,,,,,,,,,,,,,,
(주)이월드,084680,2018/12,,,,,,,,,,,,,,,
(주)이월드,084680,2019/12,,,,,,,,,,,,,,,
(주)이월드,084680,2020/12,,,,,,,,,,,,,,,
(주)이월드,084680,2021/12,,,,,,,,,,,,,,,
(주)이월드,084680,2022/12,,,,,,,,,,,,,,,
(주)인디에프,014990,2011/12,34.59,-10.3,-11.18,-24.24,65.41,109.1,2.9,-9.09,0,1.73,3.89,4180.13,-431,-241.56,-335.64
(주)인디에프,014990,2012/12,40,-4.11,-4.06,-8.84,60,103.16,1.54,-2.96,0,1.05,2.03,3654.48,-150,333.47,-115.5
(주)인디에프,014990,2013/12,41.57,-3.11,-3.01,-6.63,58.43,101.81,1.61,-2.46,0,0.54,1.01,3350.15,-104,108.84,-60.69
(주)인디에프,014990,2014/12,40.18,-4.34,-4.29,-9.49,59.82,101.64,1.4,-3.9,0,0.38,0.72,3177.96,-138,105.98,-52.13
(주)인디에프,014990,2015/12,42.4,-3.43,-3.39,-7.51,57.6,102.92,1.62,-3.03,0,0.35,0.65,2909.83,0,59.98,-85.02
(주)인디에프,014990,2016/12,50.11,-4.71,-5.85,-13.56,49.89,103.46,1.39,-5.52,0,0.26,0.59,3442.9,-162,132.92,-119.29
(주)인디에프,014990,2017/12,52.34,0.38,0.51,1.16,47.66,99.19,0.95,1.08,0,0.43,1.02,3412,13,32.83,27.78
(주)인디에프,014990,2018/12,52.46,0.11,0.16,0.34,47.54,98.98,0.93,0.77,0,0.43,1.15,3352.93,4,57.47,34.2
(주)인디에프,014990,2019/12,50.72,-1.6,-2.25,-5.02,49.28,100.78,0.91,-1.26,0,0.69,1.79,3436.36,-55,174.92,-26.8
(주)인디에프,014990,2020/12,45.96,-14.19,-15.05,-41.73,54.04,113.09,1.59,-13.89,0,0.95,1.81,2591.94,-368,-11,-339.41
(주)인디에프,014990,2021/12,47.46,-13.53,-15.24,-50.83,52.54,114.87,2.88,-14.01,0,0.93,1.76,2523.19,-333,-71.82,-375.32
(주)인디에프,014990,2022/12,49.26,-7.52,-8.3,-26.82,50.74,109.62,1.31,-6.96,0,1.09,1.95,1913.84,-144,48.81,-184.15
(주)인바이오젠,101140,2011/12,,,,,,,,,,,,,,,
(주)인바이오젠,101140,2012/12,,,,,,,,,,,,,,,
(주)인바이오젠,101140,2013/12,,,,,,,,,,,,,,,
(주)인바이오젠,101140,2014/12,,,,,,,,,,,,,,,
(주)인바이오젠,101140,2015/12,,,,,,,,,,,,,,,
(주)인바이오젠,101140,2016/12,,,,,,,,,,,,,,,
(주)인바이오젠,101140,2017/12,,,,,,,,,,,,,,,
(주)인바이오젠,101140,2018/12,,,,,,,,,,,,,,,
(주)인바이오젠,101140,2019/12,,,,,,,,,,,,,,,
(주)인바이오젠,101140,2020/12,,,,,,,,,,,,,,,
(주)인바이오젠,101140,2021/12,,,,,,,,,,,,,,,
(주)인바이오젠,101140,2022/12,,,,,,,,,,,,,,,
(주)인스코비,006490,2011/12,,,,,,,,,,,,,,,
(주)인스코비,006490,2012/12,,,,,,,,,,,,,,,
(주)인스코비,006490,2013/12,21.25,-57.65,-27.22,-31.12,78.75,156.14,4.42,-27.54,0,-0.41,-2.6,221.47,-144,-114.42,-124.34
(주)인스코비,006490,2014/12,10.22,-30.88,-33.29,-38.04,89.78,122.6,3.96,-33.68,0,-0.27,-3.11,441.26,-136,-141.58,-99.73
(주)인스코비,006490,2015/12,42.51,-150.45,-67.65,-100.36,57.49,129.12,2.22,-64.77,0,2.59,7.98,247.9,-353,-83.39,-72.19
(주)인스코비,006490,2016/12,57.27,-18.49,-14.61,-20.69,42.73,106.83,1.28,-12.23,0,2.49,6.11,454.91,-77,-3.5,-31.08
(주)인스코비,006490,2017/12,51.88,-0.75,-0.8,-1.48,48.12,100.4,0.53,-1.23,0,-0.39,-1.53,568.25,-6,16.92,-2.29
(주)인스코비,006490,2018/12,57.79,-13.83,-15.49,-24.91,42.21,90.91,0.54,-13.77,0,2.12,4.65,660.81,-94,30.8,60.06
(주)인스코비,006490,2019/12,46.18,-33.08,-46.05,-88.74,53.82,93.71,0.85,-43.18,0,3.04,6.03,835.84,-273,161.33,52.53
(주)인스코비,006490,2020/12,56.43,15.73,14.33,27.3,43.57,101.74,3.64,16.76,0,2.41,5.31,572.97,95,-8.39,-9.96
(주)인스코비,006490,2021/12,47.68,7.1,5.48,9.75,52.32,103.38,6.69,4.5,0,-1.05,-2.38,658.97,50,-35.25,-22.27
(주)인스코비,006490,2022/12,44.62,-9.66,-7.04,-11.22,55.38,101.81,1.16,-6.3,0,0.96,1.91,697.78,-66,-17.35,-12.63
(주)인팩,023810,2011/12,17.67,6.1,9.09,21.43,82.33,95.48,0.02,9.2,0,0.08,0.2,18512.97,1157,2160.95,1107.38
(주)인팩,023810,2012/12,17.16,4.44,6.57,14.79,82.84,94.82,0.02,7.23,0,0.46,1.19,20705.76,903,824.19,1072.33
(주)인팩,023810,2013/12,18.24,7.89,11.33,23.66,81.76,93.66,0.09,11.6,0,0.19,0.51,21900.01,1715,1337.83,1388.91
(주)인팩,023810,2014/12,16.22,6.56,8.87,16.34,83.78,95.57,0.02,8.88,0,0,0.01,21838.07,1422,989.92,966.72
(주)인팩,023810,2015/12,15.95,4.77,6.02,10.91,84.05,95.85,0.08,5.98,0,-0.03,-0.08,22277.12,1057,1329.58,923.63
(주)인팩,023810,2016/12,16.45,3.96,4.74,8.98,83.55,95.39,0.02,4.79,0,0.04,0.1,23403,933,1503.18,1079.89
(주)인팩,023810,2017/12,12.72,-0.85,-0.85,-1.47,87.28,101.02,0.05,-0.56,0,0.27,0.54,23880.15,-152,-77.83,-244.12
(주)인팩,023810,2018/12,10.72,0.65,0.81,1.63,89.28,99.09,0.03,1.53,0,0.56,1.23,35039.64,166,337.63,319.77
(주)인팩,023810,2019/12,12.31,-1.35,-1.68,-6.29,87.69,100.12,0.01,-0.84,0,0.65,1.38,36080.78,-617,1726.42,-43.63
(주)인팩,023810,2020/12,14.98,1.48,1.86,3.55,85.02,96.63,0.03,2.5,0,0.52,1.01,38419.02,337,1880.16,1296.55
(주)인팩,023810,2021/12,13.87,1.2,1.57,3.1,86.13,97.08,0.02,2.15,0,0.44,0.89,43927.45,306,1735.69,1282.01
(주)인팩,023810,2022/12,14.62,3.3,4.42,12.28,85.38,95.94,0.02,5.32,0,0.67,1.36,51224.05,1320,3963.81,2081.38
(주)일신석재,007110,2011/12,,,,,,,,,,,,,,,
(주)일신석재,007110,2012/12,,,,,,,,,,,,,,,
(주)일신석재,007110,2013/12,,,,,,,,,,,,,,,
(주)일신석재,007110,2014/12,,,,,,,,,,,,,,,
(주)일신석재,007110,2015/12,,,,,,,,,,,,,,,
(주)일신석재,007110,2016/12,,,,,,,,,,,,,,,
(주)일신석재,007110,2017/12,,,,,,,,,,,,,,,
(주)일신석재,007110,2018/12,,,,,,,,,,,,,,,
(주)일신석재,007110,2019/12,,,,,,,,,,,,,,,
(주)일신석재,007110,2020/12,,,,,,,,,,,,,,,
(주)일신석재,007110,2021/12,,,,,,,,,,,,,,,
(주)일신석재,007110,2022/12,,,,,,,,,,,,,,,
(주)잇츠한불,226320,2011/12,,,,,,,,,,,,,,,
(주)잇츠한불,226320,2012/12,,,,,,,,,,,,,,,
(주)잇츠한불,226320,2013/12,,,,,,,,,,,,,,,
(주)잇츠한불,226320,2014/12,,,,,,,,,,,,,,,
(주)잇츠한불,226320,2015/12,61.42,27.03,21.56,26.41,38.58,63.9,4.8,20.86,0,-1.38,-3.84,35436.6,10699,7927.98,12792.57
(주)잇츠한불,226320,2016/12,61.34,21.83,15.42,17.77,38.66,72.59,10.25,14.09,0,-2.58,-10.04,15301.39,3357,1219.19,4194.81
(주)잇츠한불,226320,2017/12,63.21,17.1,9.02,7.08,36.79,81.54,6.42,8.16,1.91,-1.97,-6.56,12015.63,1851,1407.93,2218.23
(주)잇츠한불,226320,2018/12,60.54,8.67,3.38,1.89,39.46,90.7,6.74,2.33,1.73,-2.91,-7.5,9764.19,468,176.48,908.06
(주)잇츠한불,226320,2019/12,55.68,3.64,1.38,-1.11,44.32,94.65,6.8,0.43,1.9,-2.6,-8.24,9323.52,-268,902.5,498.5
(주)잇츠한불,226320,2020/12,54,-2.39,-0.67,-3.52,46,97.43,8.1,-1.3,2.42,-2.22,-6.38,6675.01,-807,613.02,171.24
(주)잇츠한불,226320,2021/12,54.42,-4.95,-1.38,-4.5,45.58,99.46,11.29,-1.88,2.16,-1.74,-6.57,6392.26,-990,509.1,34.42
(주)잇츠한불,226320,2022/12,56.13,2.54,0.68,-1.82,43.87,96.32,10.53,-0.42,1.48,-4.14,-16.19,5960.7,-387,323.36,219.29
(주)제이에스코퍼레이션,194370,2011/12,,,,,,,,,,,,,,,
(주)제이에스코퍼레이션,194370,2012/12,,,,,,,,,,,,,,,
(주)제이에스코퍼레이션,194370,2013/12,27.82,5.81,10.52,16.56,72.18,88.67,0.03,11.06,0.81,0.32,1.47,650818.48,-1879,36603.12,73751.32
(주)제이에스코퍼레이션,194370,2014/12,25.77,11.77,20.89,41.31,74.23,86.77,0.06,22.15,1.47,0.77,2.56,724947.21,-2256,74165.4,95888.48
(주)제이에스코퍼레이션,194370,2015/12,24.86,8.15,13.82,25.56,75.14,91.02,0,14.66,0.92,0.51,1.84,20266.77,2098,1516.59,1820.01
(주)제이에스코퍼레이션,194370,2016/12,25.19,5.58,5.88,8.31,74.81,93.42,0.05,5.38,1.26,-0.47,-1.72,13653.98,829,-465.13,898.03
(주)제이에스코퍼레이션,194370,2017/12,21.71,2.44,2.96,3.71,78.29,93.59,0.05,2.7,1.06,-0.22,-1.33,17718.03,452,-30.64,1136.15
(주)제이에스코퍼레이션,194370,2018/12,19.94,2.85,3.09,3.76,80.06,97.82,0.06,2.53,0.94,-0.5,-3.07,15419.92,457,494.68,335.73
(주)제이에스코퍼레이션,194370,2019/12,19.04,3.25,4.2,5.26,80.96,95.61,0.07,3.93,0.71,-0.22,-1.38,18976.8,646,1550.35,832.26
(주)제이에스코퍼레이션,194370,2020/12,14.08,0.58,0.66,1.54,85.92,98.03,0,1.19,0.31,0.44,0.95,30206.29,189,-423.52,595.81
(주)제이에스코퍼레이션,194370,2021/12,15.83,4.89,8.74,23.92,84.17,93.82,0,9.44,0.22,0.4,1.1,74014.19,3876,1966.01,4571.98
(주)제이에스코퍼레이션,194370,2022/12,17.77,6.62,11.89,28.26,82.23,91.64,0,12.56,0.22,0.38,1.15,73117.53,5118,9287.29,6109.61
(주)제일기획,030000,2011/12,26.05,5.44,5.92,13.69,73.95,93.99,0.09,4.8,0.12,-1.09,-1.96,15283.03,853,1256.84,944.27
(주)제일기획,030000,2012/12,24.54,4.19,5.21,13.53,75.46,94.67,0.17,4.35,0.12,-0.72,-1.37,20558.01,867,793.12,1094.86
(주)제일기획,030000,2013/12,25.75,3.77,5.53,14.67,74.25,95.2,0.14,5.21,0,-0.23,-0.51,23550.53,975,-575.55,1129.91
(주)제일기획,030000,2014/12,29.74,3.83,5.75,13.19,70.26,95.25,0.17,5.53,0,-0.15,-0.4,23176.52,1034,486,1101.97
(주)제일기획,030000,2015/12,33.8,2.91,4.41,9.55,66.2,95.47,0.25,4.14,0,-0.18,-0.48,24397.46,770,890.06,1105.85
(주)제일기획,030000,2016/12,30.86,2.8,4.51,11.4,69.14,95.37,0.2,4.29,0,-0.14,-0.37,28099.44,871,881,1299.96
(주)제일기획,030000,2017/12,30,3.8,5.85,15.8,70,95.36,0.24,5.64,0,-0.14,-0.33,29337.2,1255,339.79,1360.69
(주)제일기획,030000,2018/12,31.13,3.79,5.98,15.01,68.87,94.79,0.42,5.63,0,-0.23,-0.57,30231.61,1281,1947.25,1574.19
(주)제일기획,030000,2019/12,34.05,4.08,6.3,15.09,65.95,93.99,0.72,6.14,0,-0.11,-0.29,29743.02,1363,1738.64,1789.04
(주)제일기획,030000,2020/12,40.19,5.76,7.04,16.11,59.81,92.54,0.91,6.99,0,-0.04,-0.09,23886.41,1554,1907.79,1781.25
(주)제일기획,030000,2021/12,38.47,5.04,6.59,14.81,61.53,92.54,0.98,6.57,0,-0.02,-0.04,28908.87,1634,2168.91,2157.31
(주)제일기획,030000,2022/12,36.17,4.6,7.4,16.64,63.83,92.68,1.21,7.21,0,-0.12,-0.34,36972.55,1913,1600.84,2706.97
(주)제주항공,089590,2011/12,,,,,,,,,,,,,,,
(주)제주항공,089590,2012/12,,,,,,,,,,,,,,,
(주)제주항공,089590,2013/12,,,,,,,,,,,,,,,
(주)제주항공,089590,2014/12,,,,,,,,,,,,,,,
(주)제주항공,089590,2015/12,,,,,,,,,,,,,,,
(주)제주항공,089590,2016/12,19.48,7.09,8.82,19.48,80.52,92.19,0.78,8.51,0,-0.27,-0.57,28432.57,2036,4190.24,2221.6
(주)제주항공,089590,2017/12,22.23,7.81,11.11,25.79,77.77,89.83,0.93,10.72,0,-0.3,-0.68,37831.73,2960,5489.72,3847.07
(주)제주항공,089590,2018/12,19.36,5.63,7.74,19.86,80.64,91.96,0.6,7.46,0,-0.21,-0.45,47782.65,2696,4608.5,3839.73
(주)제주항공,089590,2019/12,9.87,-2.39,-2.65,-9.36,90.13,102.38,0.55,-0.84,0,1.53,2.53,52509.35,-1260,3183.15,-1247.86
(주)제주항공,089590,2020/12,-61.15,-81.28,-23.25,-113.11,161.15,189.07,0.48,-21.59,0,2.61,2.09,14305.46,-10125,-10833.24,-12741.18
(주)제주항공,089590,2021/12,-83.15,-99.71,-22.36,-135.83,183.15,216.14,0.24,-20.57,0,3.34,2.14,7093.04,-6754,-2174.99,-8237.99
(주)제주항공,089590,2022/12,-9.09,-24.75,-11.87,-70.86,109.09,125.27,0.2,-10.34,0,2.34,1.84,14117.93,-3264,2778.67,-3567.19
(주)조비,001550,2011/12,,,,,,,,,,,,,,,
(주)조비,001550,2012/12,,,,,,,,,,,,,,,
(주)조비,001550,2013/12,,,,,,,,,,,,,,,
(주)조비,001550,2014/12,,,,,,,,,,,,,,,
(주)조비,001550,2015/12,,,,,,,,,,,,,,,
(주)조비,001550,2016/12,,,,,,,,,,,,,,,
(주)조비,001550,2017/12,,,,,,,,,,,,,,,
(주)조비,001550,2018/12,,,,,,,,,,,,,,,
(주)조비,001550,2019/12,,,,,,,,,,,,,,,
(주)조비,001550,2020/12,,,,,,,,,,,,,,,
(주)조비,001550,2021/12,,,,,,,,,,,,,,,
(주)조비,001550,2022/12,,,,,,,,,,,,,,,
(주)조흥,002600,2011/12,,,,,,,,,,,,,,,
(주)조흥,002600,2012/12,,,,,,,,,,,,,,,
(주)조흥,002600,2013/12,,,,,,,,,,,,,,,
(주)조흥,002600,2014/12,,,,,,,,,,,,,,,
(주)조흥,002600,2015/12,,,,,,,,,,,,,,,
(주)조흥,002600,2016/12,,,,,,,,,,,,,,,
(주)조흥,002600,2017/12,,,,,,,,,,,,,,,
(주)조흥,002600,2018/12,,,,,,,,,,,,,,,
(주)조흥,002600,2019/12,,,,,,,,,,,,,,,
(주)조흥,002600,2020/12,,,,,,,,,,,,,,,
(주)조흥,002600,2021/12,,,,,,,,,,,,,,,
(주)조흥,002600,2022/12,10.57,3.44,2.57,7.22,89.43,95.38,0.07,3.21,0,0.87,0.99,540059.59,18552,-138405.67,24959.6
(주)종근당,185750,2013/12,,,,,,,,,,,,,,,
(주)종근당,185750,2014/12,,,,,,,,,,,,,,,
(주)종근당,185750,2015/12,,,,,,,,,,,,,,,
(주)종근당,185750,2016/12,,,,,,,,,,,,,,,
(주)종근당,185750,2017/12,40.67,6.08,7.93,13.39,59.33,91.21,4.2,8.36,7.36,0.35,1.05,93990.66,5722,8680.24,8264.91
(주)종근당,185750,2018/12,39.78,4.36,6.01,10.21,60.22,92.08,4.35,6.31,8.06,0.23,0.75,96788.16,4313,4314.77,7666.37
(주)종근당,185750,2019/12,37.46,4.91,7,11.94,62.54,93.09,3.6,7.3,9.14,0.22,0.74,104080.36,5227,7453.12,7191.31
(주)종근당,185750,2020/12,37.54,6.94,10.35,17.88,62.46,90.49,2.41,10.63,10.7,0.21,0.69,119698.9,8471,9583.56,11385.21
(주)종근당,185750,2021/12,36.9,3.15,4.25,7.65,63.1,92.95,2.79,4.58,11.27,0.26,0.75,117591.86,3786,1129.38,8293.53
(주)종근당,185750,2022/12,36.46,5.37,7.37,13.62,63.54,92.62,2.8,7.78,11.08,0.32,0.92,124150.16,6939,5650.07,9167.81
