회사명,거래소코드,회계년도,매출액총이익률(IFRS),매출액순이익률(IFRS),총자본순이익률(IFRS),자기자본순이익률(IFRS),매출원가 대 매출액비율(IFRS),영업비용 대 영업수익비율(IFRS),광고선전비 대 매출액비율(IFRS),기업순이익률(IFRS),R & D 투자효율(IFRS),금융비용 대 총비용비율(IFRS),이자부담률(IFRS),1주당매출액(IFRS),1주당순이익(IFRS),1주당 CASH FLOW(IFRS),1주당정상영업이익(IFRS)
(주)유니온,000910,2022/12,14.87,-8.54,-4.77,-7.88,85.13,100.08,0.1,-5.07,0,-0.46,-0.75,6971.37,-595,225.13,-5.81
(주)유니켐,011330,2011/12,-3.1,-15.2,-26.85,-94.2,103.1,112.61,0,-24.21,0,1.29,3.7,1370.43,-214,-19.69,-160.41
(주)유니켐,011330,2012/12,-1.14,-8.58,-13.79,-99.3,101.14,108.83,0,-10.33,0,1.91,4.01,3581,-315,-365.49,-316.37
(주)유니켐,011330,2013/12,-2.93,-14.99,-20.12,-133.9,102.93,113.79,0,-16.95,0,1.98,3.74,1417.83,-219,-196.39,-195.57
(주)유니켐,011330,2015/06,-40.81,-142.79,-30.39,-130.18,140.81,162.63,0,-26.25,0,7.45,5.41,196.95,-559,-346.95,-123.35
(주)유니켐,011330,2016/12,16.22,4.76,2.61,6.14,83.78,93.72,0,4.24,0,2.99,2.82,741.23,36,-365.41,46.53
(주)유니켐,011330,2017/12,12,3.61,3.37,7.97,88,94.49,0.01,5.86,0,2.69,4.31,1295.62,47,40.69,71.33
(주)유니켐,011330,2018/12,21.41,11.89,10.84,22.09,78.59,87.41,0,12.71,0,2.21,3.67,1417.48,171,-166.04,178.46
(주)유니켐,011330,2019/12,21.01,13.58,11.26,20.2,78.99,86.15,0.02,12.23,0,1.32,2.21,1493.26,207,39.24,206.82
(주)유니켐,011330,2020/12,19.79,9.17,6.54,12.99,80.21,88.93,0,8.08,0,2.34,3.1,1712.18,160,-39.18,189.52
(주)유니켐,011330,2021/12,18.14,2.83,1.59,3.37,81.86,92.22,0,3.96,0,4.27,4.49,1646.22,46,309.04,128.12
(주)유니켐,011330,2022/12,14.73,3.35,1.61,3.24,85.27,95.71,0,3.63,0,4.04,4.01,1413.4,48,221.84,60.62
(주)유수홀딩스,000700,2011/12,0,-789.11,-28.21,-35.41,0,932.95,5.06,-28.21,0,0,0,827.48,-6803,573.82,-6892.54
(주)유수홀딩스,000700,2012/12,-480.68,-529.58,-29.12,-41.58,580.68,607.95,4.48,-27.84,0,3.68,4.29,929.76,-5130,706.9,-4722.69
(주)유수홀딩스,000700,2013/12,100,45.46,2.3,4.15,0,30.49,6.99,3.42,0,36.35,2.52,879.58,417,466.52,611.38
(주)유수홀딩스,000700,2014/12,0,-133.92,-3.36,-6.35,0,62.69,1.68,-2.79,0,23.11,1.21,283.64,-400,429.54,105.82
(주)유수홀딩스,000700,2015/12,0,18.37,1.08,1.66,0,63.86,1.11,1.96,0,17.53,2.51,616.28,118,273.6,222.75
(주)유수홀딩스,000700,2016/12,0,17.61,1.13,1.73,0,58.5,0.12,2.06,0,17.65,2.67,676.48,124,139.97,280.71
(주)유수홀딩스,000700,2017/12,0,-70.71,-3.9,-6.09,0,69.86,0.05,-3.03,0,11.42,2.4,575.54,-425,280.19,173.5
(주)유수홀딩스,000700,2018/12,0,-165.53,-9.17,-15.35,0,66.46,0.02,-8.27,0,5.94,2.24,580.97,-1003,108.74,194.85
(주)유수홀딩스,000700,2019/12,0,127.88,6.59,11.03,0,65.79,0.01,7.69,0,23.84,2.73,552.8,737,243.91,189.13
(주)유수홀딩스,000700,2020/12,0,609.81,29.08,38.75,0,78.49,0.02,29.93,0,17.34,3.42,532.87,3388,201.62,114.62
(주)유수홀딩스,000700,2021/12,0,-44.07,-1.02,-1.12,0,167.29,0.28,-1.09,0,-1.53,-0.78,241.71,-114,-1309.66,-162.66
(주)유수홀딩스,000700,2022/12,0,384.84,10.21,10.6,0,182.62,0,10.12,0,-1.73,-2.59,261.95,1101,-71.45,-216.43
(주)유유제약,000220,2011/03,60.5,2.64,1.45,1.98,39.5,97.11,3.26,1.68,0,0.43,0.87,7155.88,228,918.51,377.76
(주)유유제약,000220,2012/03,59.14,3.49,2.16,2.85,40.86,98.28,2.9,2.18,0,0.02,0.06,7619.6,321,906.52,216.54
(주)유유제약,000220,2013/03,60.49,4.74,3.11,3.91,39.51,93.98,2.87,2.98,0,-0.21,-0.66,7877.01,534,841.13,474.05
(주)유유제약,000220,2014/03,57.57,3.37,2.03,2.57,42.43,97.62,3.72,1.75,0,-0.47,-1.31,7488.93,339,-162.22,178.61
(주)유유제약,000220,2015/03,56.64,-14.72,-8.27,-11.16,43.36,97.98,3.31,-8.27,0,0,0,7286.17,-1610,190.54,147.12
(주)유유제약,000220,2016/03,50.9,-0.82,-0.51,-0.7,49.1,97.19,2.44,-0.42,0,0.14,0.32,8081.45,-149,-1637.53,226.87
(주)유유제약,000220,2017/03,51.16,8.65,5.37,7.42,48.84,95.02,3.95,5.59,0,0.37,0.81,8433.81,910,1195.38,420.05
(주)유유제약,000220,2018/12,52.61,4.68,2.72,4.19,47.39,93.67,7.37,3.29,0,1.04,1.64,9659.07,545,627.17,611.16
(주)유유제약,000220,2019/12,55.04,4.36,2.71,4.11,44.96,92.26,7.21,3.77,0,1.77,3.12,10299.56,538,1448.36,797.39
(주)유유제약,000220,2020/12,50.39,0.04,0.02,0.03,49.61,95.02,5.34,1.1,0,1.74,4.11,10594.26,-41,-843.87,527.85
(주)유유제약,000220,2021/12,43.61,-3.25,-1.94,-2.62,56.39,101.76,6.73,-0.76,0,1.88,4.57,4604.23,-204,92.56,-81.21
(주)유유제약,000220,2022/12,43.08,-7.78,-4.87,-7.31,56.92,104.7,6.67,-3.83,0,1.51,3.1,5350.41,-515,-600.76,-251.52
(주)유한양행,000100,2011/12,37.25,12.45,6.61,7.67,62.75,93.93,3.46,3.11,0,-7.01,-25.14,58623.93,7655,6364.77,4320.26
(주)유한양행,000100,2012/12,31.11,9.12,5.34,6.21,68.89,96.01,3.49,1.2,0,-7.21,-29.55,66977.86,6625,6805.06,2669.71
(주)유한양행,000100,2013/12,30.42,7.72,5.26,6.18,69.58,93.99,3.08,2.05,0,-4.84,-21.53,81801.22,6842,7604.02,4914.59
(주)유한양행,000100,2014/12,30.06,8.08,5.72,6.82,69.94,93.34,3.13,2.06,0,-5.39,-22.75,88524.3,7849,7883.12,5895.4
(주)유한양행,000100,2015/12,28.51,9.59,7.07,8.61,71.49,93.69,3.25,3.36,0,-5.27,-20.82,98425.08,10461,11882.35,6207.28
(주)유한양행,000100,2016/12,27.19,9.33,7.46,9.15,72.81,94.49,3.91,3.95,0,-4.59,-19.02,115203.18,11921,8287.97,6345
(주)유한양행,000100,2017/12,27.79,7.63,6.31,7.69,72.21,94.47,4.13,2.87,0,-4.32,-19.17,121991.58,10277,4076.54,6751.41
(주)유한양행,000100,2018/12,27.11,5.41,4.37,5.36,72.89,95.96,3.9,1.31,0,-3.9,-16.57,121064.19,7169,6502.2,4896.41
(주)유한양행,000100,2019/12,29.58,3.69,2.8,3.45,70.42,97.24,4.62,-0.45,0,-4.29,-17.33,112445.55,4539,2865.41,3101.54
(주)유한양행,000100,2020/12,34.7,12.33,9.49,11.63,65.3,92.6,3.48,6.9,0,-3.47,-14.15,115221.91,2952,3504.24,8521.76
(주)유한양행,000100,2021/12,29.54,7.01,5.25,6.32,70.46,96.23,5.16,2.96,0,-3.1,-13.42,22825.65,1660,1490.16,859.69
(주)유한양행,000100,2022/12,27.55,7.55,5.82,6.87,72.45,97.62,5.06,-0.31,0,-7.81,-40.12,23199.85,1819,1443.73,552.59
(주)이노션,214320,2011/12,,,,,,,,,,,,,,,
(주)이노션,214320,2012/12,,,,,,,,,,,,,,,
(주)이노션,214320,2013/12,37.25,16.57,8.49,17,62.75,85.64,0.64,5.09,0,-7.55,-6.79,194840.17,32281,20756.56,27976.62
(주)이노션,214320,2014/12,34.37,13.94,7.73,15.09,65.63,87.53,0.41,4.75,0,-6.03,-6.11,219557.36,30616,32677.55,27374.41
(주)이노션,214320,2015/12,31.45,12.99,6.54,11.49,68.55,90.08,0.42,3.43,0,-6.73,-7.21,37903.27,2891,3595.15,3761.89
(주)이노션,214320,2016/12,30.61,10.6,4.74,7.76,69.39,91.5,0.38,2.13,0,-6.19,-6.69,21103.98,2237,3547.35,1794.04
(주)이노션,214320,2017/12,29.94,9.1,4.03,6.42,70.06,92.39,0.49,2.07,0,-4.7,-5.26,21081.87,1919,2044.89,1603.86
(주)이노션,214320,2018/12,33.56,11,4.92,7.43,66.44,90.84,0.44,2.57,0,-5.71,-7,20914.02,2300,1969.25,1914.71
(주)이노션,214320,2019/12,34.58,10.23,4.11,6.04,65.42,94.06,0.47,1.24,0,-7.48,-8.99,18727.04,1916,2031.55,1111.94
(주)이노션,214320,2020/12,37.6,5.69,1.97,2.92,62.4,94.66,0.57,1.08,0,-2.65,-2.71,16219.85,922,637.85,865.96
(주)이노션,214320,2021/12,33.35,6.53,3.12,4.7,66.65,93.97,0.48,2.71,0,-0.9,-1.21,22248.16,1453,2175.54,1341.52
(주)이노션,214320,2022/12,33.27,25.92,12.48,19.21,66.73,94.53,0.52,-1.44,0,-28.35,-39.78,24381.53,6320,6509.49,1333.55
(주)이마트,139480,2011/12,,,,,,,,,,,,,,,
(주)이마트,139480,2012/12,28.86,2.81,2.71,5.18,71.14,92.91,0.47,3.35,0,0.71,1.34,392419.72,11029,26114.83,27835.28
(주)이마트,139480,2013/12,29.44,4.48,4.14,7.77,70.56,92.96,0.45,4.71,0,0.66,1.22,386718,17346,31724.62,27235.78
(주)이마트,139480,2014/12,29.5,2.9,2.54,4.69,70.5,93.94,0.49,3.12,0,0.7,1.26,388803.41,11296,26140.69,23563.01
(주)이마트,139480,2015/12,29.76,4.38,3.76,7.01,70.24,94.35,0.48,4.22,0,0.57,0.99,399948.27,17538,32411.73,22579.42
(주)이마트,139480,2016/12,30.12,3.3,2.84,5.19,69.88,94.56,0.49,3.26,0,0.51,0.93,417251.53,13781,26221.65,22715.5
(주)이마트,139480,2017/12,30.05,5.15,4.55,7.95,69.95,94.87,0.45,4.89,0,0.41,0.8,446648.57,22512,25981.27,22903.33
(주)이마트,139480,2018/12,28.97,2.75,2.54,4.36,71.03,96.28,0.48,2.69,0,0.17,0.36,471675.35,12503,23185.65,17554.2
(주)이마트,139480,2019/12,27.57,2.21,1.98,3.46,72.43,98.09,0.37,2.05,0,0.07,0.15,471907.93,9694,22070.49,9009.26
(주)이마트,139480,2020/12,26.38,3.94,3.64,6.33,73.62,97.92,0.29,3.53,0,-0.12,-0.26,509895.54,19754,31453.04,10581.55
(주)이마트,139480,2021/12,26.17,5.15,4.46,8.35,73.83,98.23,0.32,4.3,0,-0.18,-0.34,540031.18,27330,15221.78,9539.37
(주)이마트,139480,2022/12,26.67,6.78,5.35,10.58,73.33,98.33,0.29,5.48,0,0.16,0.26,555564.8,38320,13513.16,9286.03
(주)이수페타시스,007660,2011/12,11.49,4.14,5.21,8.35,88.51,97.28,0.01,6,0,0.64,2.1,7317.65,307,272.94,456.36
(주)이수페타시스,007660,2012/12,13.93,4.74,5.74,8.98,86.07,92.76,0,6.64,0,0.77,2.5,7223.17,347,551.14,523.3
(주)이수페타시스,007660,2013/12,18.04,7.83,9.82,15.33,81.96,89.32,0,10.53,0,0.61,1.98,8245.06,655,509.65,880.52
(주)이수페타시스,007660,2014/12,17.11,9,8.37,14.22,82.89,90.15,0,9.15,0,0.89,1.9,7444.82,691,686.66,733.21
(주)이수페타시스,007660,2015/12,16.85,7.21,6.16,10.76,83.15,90.03,0.01,6.99,0,1.02,1.92,7639.32,571,1051.05,761.97
(주)이수페타시스,007660,2016/12,15.13,5.63,4.94,8.65,84.87,92.04,0,5.74,0,0.94,1.87,8552.3,499,486.02,680.94
(주)이수페타시스,007660,2017/12,12.39,-4.84,-3.86,-7.04,87.61,96.14,0.01,-3.06,0,1.06,1.78,7310.16,-369,266.6,281.94
(주)이수페타시스,007660,2018/12,18.63,-2.19,-2.18,-4.1,81.37,89.37,0.01,-1.17,0,1.21,2.14,8071.45,-185,-176.85,858.32
(주)이수페타시스,007660,2019/12,14.15,-21.92,-22.34,-49.96,85.85,94.06,0.01,-21.14,0,1.54,2.16,7726.19,-1758,1243.81,459.08
(주)이수페타시스,007660,2020/12,13.75,-1.09,-1.36,-3.71,86.25,93.38,0,0.35,0,1.46,2.7,8119.23,-91,-171.02,537.17
(주)이수페타시스,007660,2021/12,19.08,0.81,0.94,2.2,80.92,87.98,0.01,2.11,0,1.06,2.04,8808.17,66,100.16,1058.82
(주)이수페타시스,007660,2022/12,26.02,17.21,20.67,40.69,73.98,80.62,0.01,21.66,0,0.94,2,7861.51,1353,408.05,1523.7
(주)이수화학,005950,2011/12,6.44,0.31,0.59,1,93.56,95.53,0.01,2.03,0,0.78,3.53,124571.96,387,3159.56,5617.97
(주)이수화학,005950,2012/12,4.36,1.85,3.63,6.42,95.64,97.62,0,4.96,0,0.67,3.06,120982.61,2322,1063.35,2876.96
(주)이수화학,005950,2013/12,3.99,1.05,1.84,3.41,96.01,98.15,0,3.03,0,0.68,2.6,116162.35,1264,-639.26,2151.28
(주)이수화학,005950,2014/12,3,-0.1,-0.14,-0.26,97,99.58,0,1.35,0,1,3.27,96610.8,-96,-2150.22,406.68
(주)이수화학,005950,2015/12,4.25,-1.48,-1.67,-2.83,95.75,99.7,0.01,-0.47,0,1.03,2.92,67424.34,-1039,3953.99,204.43
(주)이수화학,005950,2016/12,7.71,2.7,2.71,4.49,92.29,96.61,0.01,3.53,0,0.81,2.08,58867.43,1671,2921.89,1993.5
(주)이수화학,005950,2017/12,5.76,0.31,0.36,0.62,94.24,97.55,0,1.26,0,0.77,2.17,68674.82,225,1802.82,1684.51
(주)이수화학,005950,2018/12,5.2,2.33,3.08,5.09,94.8,97.87,0,4.08,0,0.76,2.53,79584.61,1951,0.47,1698.04
(주)이수화학,005950,2019/12,5,-0.37,-0.46,-0.75,95,98.51,0,0.52,0,0.76,2.59,79338.69,-305,2425.03,1185.61
(주)이수화학,005950,2020/12,9.81,-16.23,-16.59,-28.81,90.19,95.27,0.01,-15.65,0,1.12,2.22,47943.66,-8598,4086.81,2266.25
(주)이수화학,005950,2021/12,10.08,2.94,4.18,7.82,89.92,94.11,0.01,4.53,0,0.26,0.74,47163.73,1478,2450.43,2776.39
(주)이수화학,005950,2022/12,6.1,0.92,1.57,2.99,93.9,96.94,0,2.61,0,0.61,2.2,60677.78,571,-1901.95,1859.74
(주)이스타코,015020,2011/12,31.39,-37.32,-3.54,-6.59,68.61,114.05,8.87,-1.66,0,13.26,4.06,166.43,-69,53.03,-23.38
(주)이스타코,015020,2012/12,28.71,-83.9,-6.56,-13.48,71.29,126.79,7.67,-4.19,0,17.28,4.64,137.28,-127,-74.33,-36.78
(주)이스타코,015020,2013/12,70.17,48.03,23.51,44.98,29.83,41.27,0.45,24.77,0,5.67,2.62,962.09,509,1115.56,564.99
(주)이스타코,015020,2014/12,8,-37.65,-3.36,-5.21,92,137.35,0.68,-3.24,0,0.9,0.35,169.58,-70,-372.65,-63.34
(주)이스타코,015020,2015/12,30.48,21.84,1.59,2.8,69.52,122.54,0.39,2.27,0,7.07,1.56,155.61,37,-1267.74,-35.08
(주)이스타코,015020,2016/12,29.53,-161.3,-7.24,-16.74,70.47,135.23,0.3,-5.25,0,33.42,3.51,117.66,-209,67.38,-41.45
(주)이스타코,015020,2017/12,15.1,-1.04,-0.4,-0.88,84.9,94.58,0.03,1.97,0,5.75,4.34,875.65,-10,610.6,47.48
(주)이스타코,015020,2018/12,44.06,-121.97,-9.1,-18.12,55.94,110.96,0.07,-6.75,0,13.06,4.71,140.26,-188,-51.89,-15.38
(주)이스타코,015020,2019/12,31.46,45.99,13.93,25.56,68.54,83.49,0.04,15.52,0,5.44,3.49,555.77,307,390.7,91.78
(주)이스타코,015020,2020/12,51.97,-0.97,-0.08,-0.12,48.03,94.14,0,0.8,0,9.96,2.53,137.51,-1,-43.57,8.06
(주)이스타코,015020,2021/12,43.51,21.21,1.96,3.02,56.49,104.67,0.05,2.79,0,7.73,2.36,164.77,38,-232.36,-7.69
(주)이스타코,015020,2022/12,5.92,-65.84,-6.2,-10.5,94.08,141.58,0.05,-4.95,0,7.98,3.08,177.98,-129,-26.03,-74
(주)이아이디,093230,2011/12,-23.43,-87.41,-27.37,-33.89,123.43,194.77,0.06,-28.09,4.44,-1.17,-3.74,3073.85,-3208,-721.36,-2757.56
(주)이아이디,093230,2012/12,-34.02,-200.26,-50.46,-67.73,134.02,196.77,0.02,-50.91,3.73,-0.56,-1.75,656.78,-1578,-149.21,-635.56
(주)이아이디,093230,2013/12,-3.15,-261.72,-33.77,-62.75,103.15,166.42,0.39,-31.8,1.26,3.26,4.27,228.84,-786,-284.36,-152.01
(주)이아이디,093230,2014/12,4.97,-236.55,-57.08,-121.71,95.03,160.75,1.26,-51.58,0,6.43,10.35,253.85,-742,-115.35,-154.22
(주)이아이디,093230,2015/12,1.33,-7.14,-5.76,-9.82,98.67,108.77,0.03,-3.92,0,1.45,4.44,670.54,-54,-26.01,-58.8
(주)이아이디,093230,2016/12,1.42,-39.69,-28.25,-43.41,98.58,107.65,0.07,-26.83,0,1.14,4.08,497.38,-170,-21.69,-38.03
(주)이아이디,093230,2017/12,1.09,1.14,1.37,1.98,98.91,105.3,0.88,2,0,0.48,2.03,731.01,8,-170.81,-38.74
(주)이아이디,093230,2018/12,1.01,-8.29,-11.07,-14.11,98.99,102.83,0.28,-7.85,0,2.14,14.97,796.99,-54,-49.28,-22.56
(주)이아이디,093230,2019/12,1.04,-1.33,-0.71,-0.86,98.96,106.66,0.02,0.13,0,1.37,4.8,175.03,-3,-9.8,-11.65
(주)이아이디,093230,2020/12,2.72,-25.89,-12.1,-14.08,97.28,103.79,0.12,-10.58,0,2.34,10.81,107.83,-36,-8.32,-4.09
(주)이아이디,093230,2021/12,0.53,11.59,4.71,6.82,99.47,103.4,0.02,5.06,0,0.74,1.13,152.76,17,-2,-5.19
(주)이아이디,093230,2022/12,0.9,-76.74,-25.61,-49.61,99.1,104.11,0.01,-23.3,0,3.75,4.76,367.87,-1130,-20.19,-15.1
(주)이엔플러스,074610,2011/12,14.38,-44.54,-23.56,-37.11,85.62,111.34,0.11,-24.32,0,-1.59,-2.09,200.86,-91,17.25,-17.57
(주)이엔플러스,074610,2012/12,13.2,-28.98,-27.86,-45.6,86.8,101.26,0.02,-30.35,0,-4.39,-6.4,272.53,-314,-18.02,-3.43
(주)이엔플러스,074610,2013/12,19.8,-11.36,-15.61,-23.93,80.2,91.99,0.01,-20.4,0,-4.75,-13.78,1062.86,-121,78.78,85.09
(주)이엔플러스,074610,2014/12,21.73,3.1,4.64,7.19,78.27,90.73,0.03,-0.74,0,-4.49,-15.22,1100.82,34,24.43,101.99
(주)이엔플러스,074610,2015/12,22.29,3.44,4.7,7.58,77.71,89.85,0.01,-0.49,0,-4.29,-13.63,1116.67,38,31.04,113.38
(주)이엔플러스,074610,2016/12,22.52,5.62,11.9,19.13,77.48,88.54,0.02,12.68,0,0.41,2.06,2313.84,130.31,129.46,265.12
(주)이엔플러스,074610,2017/12,15.93,-20.72,-27,-62.99,84.07,102.15,0.34,-26.28,0,0.45,1.26,2202.02,-460,-345.21,-47.34
(주)이엔플러스,074610,2018/12,13.53,-4.25,-1.86,-4.4,86.47,121.57,1.01,2.28,1.74,6.62,7.17,1324.88,-52,-12.36,-285.72
(주)이엔플러스,074610,2019/12,2.49,-114.19,-38.14,-86.65,97.51,131.36,0.79,-35.6,0.93,3.3,4.54,1015.96,-1243,-516.37,-318.63
(주)이엔플러스,074610,2020/12,14.98,-48.68,-11.51,-22.2,85.02,120.77,1,-7.65,3.1,6.91,8,641.82,-316,-191.99,-133.27
(주)이엔플러스,074610,2021/12,11.56,-47.06,-24.78,-36.17,88.44,108.34,0.48,-23.03,2.68,2.14,5.56,1006.23,-500,-477.96,-83.93
(주)이엔플러스,074610,2022/12,7.5,-168.79,-36.09,-56.55,92.5,158.79,2.25,-33.78,12.71,3.49,6.38,395.5,-682,143.4,-232.5
(주)이원,017940,2011/12,4.7,0.97,2.48,6.61,95.3,102.11,0.16,3.15,0,0.25,1.07,959293.76,10838,37707.36,16823.63
(주)이원,017940,2012/12,4.37,1.06,2.7,7.05,95.63,98.55,0.25,3.39,0,0.26,1.12,981684.51,12394,-533.6,14215.14
(주)이원,017940,2013/12,4.61,0.92,2.12,5.5,95.39,98.26,0.26,2.61,0,0.2,0.79,933797.84,10193,9459.01,16277.79
(주)이원,017940,2014/12,4.41,0.74,1.58,3.93,95.59,98.64,0.3,2.22,0,0.29,1.08,861820.45,7555,12897.18,11678.17
(주)이원,017940,2015/12,7.49,2.03,2.92,6.68,92.51,97.38,0.33,3.42,0,0.33,0.89,557247.28,13437,27927.35,14608.66
(주)이원,017940,2016/12,7.41,1.53,1.91,4.35,92.59,98.12,0.38,2.23,0,0.24,0.57,502583.5,9142,9588.44,9444
(주)이원,017940,2017/12,7.17,1.63,2.22,5.08,92.83,97.78,0.35,2.67,0,0.31,0.8,570314.78,11059,-19203.18,12683.2
(주)이원,017940,2018/12,3.73,1.54,2.21,4.89,96.27,99.81,0.32,2.73,0,0.31,0.94,605315.74,11053,27732.99,1122.69
(주)이원,017940,2019/12,6.69,0.39,0.54,1.22,93.31,97.03,0.29,0.96,0,0.26,0.76,608449.14,2808,14233.82,18069.28
(주)이원,017940,2020/12,6.42,2.27,2.61,5.91,93.58,98.03,0.22,3.09,0,0.32,0.86,519454.21,14017,24925.16,10217.09
(주)이원,017940,2021/12,3.31,1.73,2.54,5.68,96.69,100.04,0.14,3.08,0,0.31,0.98,689897.78,14147,6442.51,-246.73
(주)이원,017940,2022/12,5.83,1.83,3.99,9.05,94.17,96.49,0.08,4.67,0,0.28,1.22,1106943.84,24076,5290.42,38876.79
(주)이월드,084680,2011/12,12.98,-38.24,-3.63,-6.88,87.02,117.27,2.74,-0.68,0,20.95,6.27,241.19,-92,-82.34,-19.6
(주)이월드,084680,2012/12,11.74,-38.22,-3.68,-6.95,88.26,113.24,1.09,-1.5,0,15.89,4.65,253.67,-97,-40.38,-33.58
(주)이월드,084680,2013/12,7.28,-61.54,-6.6,-13.09,92.72,120.54,0.76,-4.76,0,10.34,3.7,245.1,-148,-32.59,-50.35
(주)이월드,084680,2014/12,6.28,18.14,2.2,4.3,93.72,116.34,0.34,4.23,0,12.51,4.17,257.8,92,-64.19,-42.12
(주)이월드,084680,2015/12,19.33,-10.04,-1.23,-2.23,80.67,97.88,0.17,0.27,0,11,3.36,277.76,-28,23.95,5.88
(주)이월드,084680,2016/12,27.75,7,0.95,1.63,72.25,85.58,0.28,1.94,0,7.74,2.37,327.93,23,68.32,47.28
(주)이월드,084680,2017/12,31.23,10.73,1.66,2.89,68.77,80.91,0.18,2.23,0,3.94,1.34,386.97,42,92.22,73.88
(주)이월드,084680,2018/12,26.95,27.68,3.74,6.29,73.05,86.37,0.16,4.12,0,2.72,0.93,370.94,103,63.94,50.56
(주)이월드,084680,2019/12,41.64,7.02,3.45,4.67,58.36,90.48,0.52,3.68,0,0.48,0.88,1353.59,27,135.09,128.81
(주)이월드,084680,2020/12,30.69,-11.72,-3.32,-4.11,69.31,110.71,0.92,-3.07,0,0.77,1.28,927.21,-201,9.42,-99.34
(주)이월드,084680,2021/12,35.67,-10.98,-3.14,-4.59,64.33,98.46,1.55,-2.58,0,1.69,1.76,886.97,-192,134.23,13.64
(주)이월드,084680,2022/12,39.56,4.45,1.3,2.32,60.44,88.45,1.16,2.55,0,4.5,2.84,891.79,40,115.92,103.03
(주)인디에프,014990,2011/12,35.11,-10.57,-10.23,-21.95,64.89,108.25,2.91,-8.35,0,1.77,3.52,4157.52,-439,-227.29,-298.7
(주)인디에프,014990,2012/12,39.93,-4.26,-4.21,-9.17,60.07,103.03,1.54,-3.11,0,1.06,2.03,3647.19,-155,331.74,-110.61
(주)인디에프,014990,2013/12,41.5,-2.94,-2.84,-6.25,58.5,101.69,1.61,-2.28,0,0.55,1.02,3345.44,-98,109.51,-56.51
(주)인디에프,014990,2014/12,40.17,-4.41,-4.37,-9.66,59.83,101.65,1.4,-3.97,0,0.38,0.72,3177.71,-140,105.11,-52.58
(주)인디에프,014990,2015/12,42.4,-3.42,-3.39,-7.51,57.6,102.93,1.62,-3.03,0,0.35,0.65,2909.91,0,59.64,-85.13
(주)인디에프,014990,2016/12,50.11,-4.72,-5.86,-13.58,49.89,103.47,1.39,-5.52,0,0.26,0.59,3442.93,-162,133.1,-119.31
(주)인디에프,014990,2017/12,52.34,0.35,0.47,1.08,47.66,99.21,0.95,1.04,0,0.43,1.02,3412.03,12,33.43,26.87
(주)인디에프,014990,2018/12,52.46,0.1,0.14,0.3,47.54,98.99,0.93,0.75,0,0.43,1.15,3352.97,3,56.06,33.76
(주)인디에프,014990,2019/12,50.65,-1.62,-2.28,-5.09,49.35,100.8,0.91,-1.29,0,0.69,1.8,3430.85,-55,171.11,-27.33
(주)인디에프,014990,2020/12,45.84,-14.22,-15.09,-41.91,54.16,113.13,1.59,-13.93,0,0.95,1.82,2586.45,-368,-9.16,-339.56
(주)인디에프,014990,2021/12,47.34,-13.55,-15.27,-51.09,52.66,114.91,2.89,-14.04,0,0.93,1.76,2517.69,-333,-70.24,-375.29
(주)인디에프,014990,2022/12,49.14,-7.53,-8.31,-26.94,50.86,109.64,1.32,-6.96,0,1.09,1.95,1909.25,-144,49.89,-184.07
(주)인바이오젠,101140,2011/12,31.28,6.65,8.92,25.83,68.72,97.74,0.62,11.35,0,1.82,3.71,532.05,42,-248.6,45.03
(주)인바이오젠,101140,2012/12,22.82,-13.46,-14.43,-26.5,77.18,111.94,0.73,-13.45,0,0.81,2.16,792.74,-121.9,28.84,-94.62
(주)인바이오젠,101140,2013/12,19.69,-17.33,-14.95,-33.68,80.31,116.12,0.23,-13.84,0,1.08,2,709.56,-123,-100.87,-114.4
(주)인바이오젠,101140,2014/12,14.68,-13.71,-18.84,-41.37,85.32,110.85,0.05,-15.82,0,1.9,5.55,894.65,-141.2,-52.93,-97.05
(주)인바이오젠,101140,2015/12,-4,-64.14,-52.48,-95.37,104,155.81,0.03,-51.71,0,0.57,1.72,471.91,-307,-583.33,-263.37
(주)인바이오젠,101140,2016/12,14.11,-19.54,-16.75,-33.29,85.89,118.47,0,-15.81,0,0.91,1.9,576.45,-112,17.21,-106.44
(주)인바이오젠,101140,2017/12,6.99,-17.11,-9.4,-14.18,93.01,121.64,0,-9.2,0,0.29,0.59,319.07,-55,-19.23,-69.05
(주)인바이오젠,101140,2018/12,10.67,21.99,8.83,9.6,89.33,87.82,0,8.61,0,-0.61,-2.7,320.03,73,-71.86,38.98
(주)인바이오젠,101140,2019/12,10.94,133.98,22.78,29.38,89.06,122.96,1.56,28.62,0,19.81,26,296.76,410,-115.97,-68.14
(주)인바이오젠,101140,2020/12,7.95,-441.17,-48.01,-62.65,92.05,151.47,0.37,-42.44,0,6.51,23.82,198.16,-1090,-155.79,-102
(주)인바이오젠,101140,2021/12,18.69,898.07,50.69,73.56,81.31,175.68,0.63,51.76,0,5.68,3.45,203.27,1753,-137.1,-153.84
(주)인바이오젠,101140,2022/12,22.47,-1049.54,-57.5,-84.75,77.53,152.91,0.58,-56.61,0,0.81,2.79,164.48,-1650,-165.95,-87.02
(주)인스코비,006490,2011/12,-0.52,-64.46,-24.36,-35.52,100.52,195.24,0.27,-24.51,0,-0.2,-0.49,132.71,-96,-184.33,-86.08
