회사명,거래소코드,회계년도,유동자산구성비율(IFRS연결),재고자산 대 유동자산비율(IFRS연결),유동자산 대 비유동자산비율(IFRS연결),당좌자산구성비율(IFRS연결),비유동자산구성비율(IFRS연결),자기자본구성비율(IFRS연결),타인자본구성비율(IFRS연결),비유동비율(IFRS연결),유동비율(IFRS연결),당좌비율(IFRS연결),현금비율(IFRS연결),매입채무 대 재고자산비율(IFRS연결),부채비율(IFRS연결),유동부채비율(IFRS연결),단기차입금 대 총차입금비율(IFRS연결),순운전자본비율(IFRS연결),차입금비율(IFRS연결),CASH FLOW 대 부채비율(IFRS연결),CASH FLOW 대 차입금비율(IFRS연결),CASH FLOW 대 총자본비율(IFRS연결),CASH FLOW 대 매출액비율(IFRS연결)
(주)초록뱀컴퍼니,052300,2014/12,29.68,0.29,42.22,29.6,70.32,80.76,19.24,87.07,211.88,211.27,89.33,3658,23.83,17.35,45.7,15.67,7.63,137.09,428.36,26.38,21.12
(주)초록뱀컴퍼니,052300,2015/12,37.94,0.03,61.13,37.93,62.06,75.56,24.44,82.13,157,156.96,131.21,19253.3,32.34,31.98,99.55,13.77,26.74,-4.01,-4.85,-0.98,-3.7
(주)초록뱀컴퍼니,052300,2016/12,13.92,0.04,16.18,13.92,86.08,68.95,31.05,124.85,47.54,47.53,16.34,19049.75,45.04,42.48,99.83,-15.36,34.97,-2.55,-3.28,-0.79,-4.84
(주)초록뱀컴퍼니,052300,2017/12,13.27,0.37,15.31,13.23,86.73,70.86,29.14,122.39,109.14,108.73,12.95,7385.59,41.12,17.16,33.52,1.11,31.4,4.55,5.95,1.32,4.83
(주)초록뱀컴퍼니,052300,2018/12,11.62,0.41,13.14,11.57,88.38,58.38,41.62,151.4,195.87,195.06,9.73,5385.54,71.29,10.16,5.9,5.69,46.79,0.62,0.94,0.26,0.76
(주)초록뱀컴퍼니,052300,2019/12,12.12,0.26,13.79,12.09,87.88,61.06,38.94,143.92,81.75,81.54,3.9,2228.25,63.77,24.28,37.05,-2.7,43.47,-3.5,-5.14,-1.36,-10.78
(주)초록뱀컴퍼니,052300,2020/12,28.8,0,40.46,28.8,71.2,63.46,36.54,112.19,86.21,86.21,4.81,0,57.58,52.65,98.82,-4.61,25.94,-0.72,-1.6,-0.26,-3.01
(주)초록뱀컴퍼니,052300,2021/12,28.33,9.1,39.52,25.75,71.67,68.46,31.54,104.7,173.54,157.75,96.92,13.01,46.07,23.84,45.7,12,25.09,0.93,1.71,0.29,3.7
(주)초록뱀컴퍼니,052300,2022/12,27.85,17.8,38.6,22.89,72.15,64.18,35.82,112.41,136.74,112.4,29.41,6.78,55.81,31.73,49.62,7.48,40.87,2.15,2.94,0.77,2.4
(주)칩스앤미디어,094360,2011/12,78.61,0,367.47,78.61,21.39,63.31,36.69,33.79,448.56,448.56,7.16,0,57.96,27.68,40.15,61.08,46.96,56.36,69.58,20.68,44.99
(주)칩스앤미디어,094360,2012/12,75.27,0,304.37,75.27,24.73,72.14,27.86,34.28,1122.8,1122.8,358.16,0,38.62,9.29,0,68.57,25.4,66.7,101.41,18.58,35.61
(주)칩스앤미디어,094360,2013/12,78.03,0,355.19,78.03,21.97,74.03,25.97,29.68,329.41,329.41,43.54,0,35.09,32,0,54.34,24.78,36.35,51.48,9.44,16.76
(주)칩스앤미디어,094360,2014/12,75.46,0,307.43,75.46,24.54,80.55,19.45,30.47,430.35,430.35,99.16,0,24.14,21.77,0,57.92,13.18,70.58,129.26,13.73,24.67
(주)칩스앤미디어,094360,2015/12,73.47,0,276.93,73.47,26.53,91.93,8.07,28.86,1052.62,1052.62,260.88,0,8.77,7.59,0,66.49,0,145.84,0,11.76,26.96
(주)칩스앤미디어,094360,2016/12,73.52,0,277.71,73.52,26.48,92.3,7.7,28.69,1021.64,1021.64,197.18,0,8.35,7.8,0,66.33,0,145.11,0,11.18,25.85
(주)칩스앤미디어,094360,2017/12,72.52,0,263.85,72.52,27.48,91.43,8.57,30.06,1633.44,1633.44,485.4,0,9.37,4.86,0,68.08,0,40.88,0,3.5,11.22
(주)칩스앤미디어,094360,2018/12,74.82,0,297.19,74.82,25.18,89.6,10.4,28.1,1101.64,1101.64,139.56,0,11.61,7.58,0,68.03,0,15.2,0,1.58,3.56
(주)칩스앤미디어,094360,2019/12,74.22,0,287.87,74.22,25.78,89.5,10.5,28.81,833.87,833.87,83.91,0,11.74,9.95,46.94,65.32,0.16,77.26,5645.1,8.12,18.02
(주)칩스앤미디어,094360,2020/12,62.82,0,168.94,62.82,37.18,82.01,17.99,45.34,809.31,809.31,305.3,0,21.94,9.46,21.26,55.05,13.04,53.39,89.85,9.61,24.8
(주)칩스앤미디어,094360,2021/12,59.1,0,144.52,59.1,40.9,82.66,17.34,49.48,595.94,595.94,80.42,0,20.98,12,27.89,49.19,8.77,123.68,295.83,21.45,49.31
(주)칩스앤미디어,094360,2022/12,65.77,0,192.13,65.77,34.23,66.54,33.46,51.44,219.72,219.72,28.69,0,50.28,44.98,46.62,35.84,6.58,59.3,452.83,19.84,51.94
(주)카나리아바이오,016790,2011/12,,,,,,,,,,,,,,,,,,,,,
(주)카나리아바이오,016790,2012/12,,,,,,,,,,,,,,,,,,,,,
(주)카나리아바이오,016790,2013/12,,,,,,,,,,,,,,,,,,,,,
(주)카나리아바이오,016790,2014/12,,,,,,,,,,,,,,,,,,,,,
(주)카나리아바이오,016790,2015/12,,,,,,,,,,,,,,,,,,,,,
(주)카나리아바이오,016790,2016/12,,,,,,,,,,,,,,,,,,,,,
(주)카나리아바이오,016790,2017/12,,,,,,,,,,,,,,,,,,,,,
(주)카나리아바이오,016790,2018/12,,,,,,,,,,,,,,,,,,,,,
(주)카나리아바이오,016790,2019/12,,,,,,,,,,,,,,,,,,,,,
(주)카나리아바이오,016790,2020/12,,,,,,,,,,,,,,,,,,,,,
(주)카나리아바이오,016790,2021/12,,,,,,,,,,,,,,,,,,,,,
(주)카나리아바이오,016790,2022/12,33.56,20.97,50.5,26.52,66.44,15.62,84.38,425.4,62.9,49.71,4.66,74.16,540.22,341.56,70.74,-19.79,306.69,-1.11,-1.96,-0.94,-1.61
(주)카스,016920,2011/12,67.29,37.33,205.74,42.17,32.71,39.98,60.02,81.81,139.88,87.66,19.23,40.34,150.12,120.32,79.23,19.19,106.22,3.47,4.9,2.08,1.91
(주)카스,016920,2012/12,65.34,33.93,188.49,43.17,34.66,35.8,64.2,96.82,123.1,81.33,22.4,42.92,179.33,148.26,83.33,12.26,132.23,4.62,6.27,2.97,2.76
(주)카스,016920,2013/12,62.28,38.63,165.09,38.22,37.72,34.58,65.42,109.1,162.12,99.5,13.78,43.76,189.22,111.11,49.19,23.86,134.97,-2.32,-3.25,-1.52,-1.44
(주)카스,016920,2014/12,60.94,31.3,156.03,41.87,39.06,28.9,71.1,135.13,116.22,79.85,6.22,50.27,245.98,181.42,72.41,8.51,174.65,-2.73,-3.84,-1.94,-1.94
(주)카스,016920,2015/12,59.18,31.14,145,40.75,40.82,26.61,73.39,153.4,92.8,63.9,5.11,57.97,275.82,239.67,93.76,-4.59,191.56,0.84,1.21,0.61,0.62
(주)카스,016920,2016/12,57.69,29.29,136.32,40.79,42.31,26.36,73.64,160.54,89.17,63.05,12.21,86.62,279.4,245.43,95,-7,172.35,9.08,14.73,6.69,6.18
(주)카스,016920,2017/12,57,27.16,132.55,41.52,43,31.95,68.05,134.58,93.72,68.26,14.49,86.91,212.95,190.33,97.54,-3.82,127.44,11.54,19.28,7.85,6.55
(주)카스,016920,2018/12,58.59,27.41,141.47,42.53,41.41,33.23,66.77,124.64,104.7,76,9.96,72.77,200.96,168.41,93.77,2.63,119.79,-0.71,-1.19,-0.47,-0.42
(주)카스,016920,2019/12,54.52,31.49,119.88,37.35,45.48,32.72,67.28,138.98,96.98,66.44,5.62,76.27,205.6,171.8,90.8,-1.69,120.67,0.26,0.44,0.18,0.17
(주)카스,016920,2020/12,52.9,24.58,112.33,39.9,47.1,31.64,68.36,148.86,102.48,77.29,26.11,86.84,216.08,163.17,75.56,1.28,125.28,7.35,12.67,5.02,5.05
(주)카스,016920,2021/12,49.76,35.14,99.06,32.28,50.24,30.6,69.4,164.17,85.75,55.62,9.66,73.42,226.8,189.66,85.9,-8.27,129.03,3.39,5.96,2.35,2.36
(주)카스,016920,2022/12,51.46,33.34,106,34.3,48.54,35.17,64.83,138.02,91.26,60.83,16.58,65.5,184.33,160.32,93.32,-4.93,110.74,1,1.66,0.65,0.67
(주)카이노스메드,220250,2011/12,,,,,,,,,,,,,,,,,,,,,
(주)카이노스메드,220250,2012/12,,,,,,,,,,,,,,,,,,,,,
(주)카이노스메드,220250,2013/12,,,,,,,,,,,,,,,,,,,,,
(주)카이노스메드,220250,2014/12,,,,,,,,,,,,,,,,,,,,,
(주)카이노스메드,220250,2015/12,,,,,,,,,,,,,,,,,,,,,
(주)카이노스메드,220250,2016/12,,,,,,,,,,,,,,,,,,,,,
(주)카이노스메드,220250,2017/12,,,,,,,,,,,,,,,,,,,,,
(주)카이노스메드,284620,2017/12,,,,,,,,,,,,,,,,,,,,,
(주)카이노스메드,284620,2018/12,,,,,,,,,,,,,,,,,,,,,
(주)카이노스메드,220250,2018/12,,,,,,,,,,,,,,,,,,,,,
(주)카이노스메드,284620,2019/12,,,,,,,,,,,,,,,,,,,,,
(주)카이노스메드,220250,2019/12,,,,,,,,,,,,,,,,,,,,,
(주)카이노스메드,284620,2020/12,91.97,0,1145.73,91.97,8.03,37.44,62.56,21.44,767.56,767.56,526.76,0,167.11,32.01,24.27,79.99,111.81,-34.97,-52.26,-21.88,0
(주)카이노스메드,284620,2021/12,87.88,0,725.23,87.88,12.12,34.8,65.2,34.82,143.72,143.72,90.55,0,187.37,175.72,90.92,26.74,122.79,-30.71,-46.86,-20.02,-505.39
(주)카이노스메드,284620,2022/12,80.13,0,403.2,80.13,19.87,76.74,23.26,25.89,359.96,359.96,287.55,0,30.3,29.01,95.92,57.87,25.78,-113.02,-132.82,-26.28,-7879.8
(주)카카오,035720,2011/12,58.02,0,138.22,58.02,41.98,81.66,18.34,51.41,344.8,344.8,86.12,0,22.46,20.61,0,41.19,0.13,111.99,19329.91,20.54,27.24
(주)카카오,035720,2012/12,56.8,0,131.47,56.8,43.2,84.97,15.03,50.84,453.9,453.9,157.29,0,17.68,14.73,0,44.28,0.02,127.82,97930.99,19.21,25.92
(주)카카오,035720,2013/12,53.17,0,113.54,53.17,46.83,84.25,15.75,55.59,402.14,402.14,126.27,0,18.7,15.69,66.72,39.95,0.16,120.41,13838.52,18.97,23.5
(주)카카오,035720,2014/12,28.84,0.25,40.53,28.77,71.16,88.99,11.01,79.97,350.92,350.03,198.35,0,12.37,9.24,16.67,20.62,0.01,56.85,57763.02,6.26,34.74
(주)카카오,035720,2015/12,30.42,0.55,43.73,30.26,69.58,81.09,18.91,85.8,306.91,305.21,125.66,0,23.32,12.23,9.99,20.51,8.58,31.72,86.23,6,20.52
(주)카카오,035720,2016/12,22.19,1.03,28.52,21.96,77.81,67.52,32.48,115.24,150.98,149.43,79.61,760.29,48.1,21.77,20.4,7.49,27,13.46,23.98,4.37,16.37
(주)카카오게임즈,293490,2016/12,,,,,,,,,,,,,,,,,,,,,
(주)카카오게임즈,293490,2017/12,70.97,3.55,244.52,68.46,29.03,58.95,41.05,49.24,197.31,190.31,50.95,97.25,69.65,61.02,0,35,0.18,17.95,7065.96,7.37,12.09
(주)카카오게임즈,293490,2018/12,56.75,2.99,131.22,55.05,43.25,76.34,23.66,56.65,270.73,262.63,91.64,139.81,30.99,27.46,58.17,35.79,0.79,45.61,1787.45,10.79,13.99
(주)카카오게임즈,293490,2019/12,56.37,3.55,129.22,54.37,43.63,70.53,29.47,61.85,232.85,224.58,172.48,2.11,41.78,34.33,35.28,32.16,7.31,41.19,235.37,12.14,18.37
(주)카카오게임즈,293490,2020/12,53.1,1.69,113.23,52.2,46.9,78.28,21.72,59.91,436.64,429.27,356.07,2.63,27.75,15.54,21.17,40.94,7.61,26.81,97.71,5.82,15.39
(주)카카오게임즈,293490,2021/12,26.74,5.23,36.5,25.34,73.26,56.22,43.78,130.29,136.61,129.47,95.96,19.18,77.86,34.82,6.4,7.17,27.05,8.23,23.68,3.6,15.31
(주)카카오게임즈,293490,2022/12,27.29,11.66,37.54,24.11,72.71,52.01,47.99,139.79,396.03,349.86,234.75,14.36,92.27,13.25,4.62,20.4,63.54,9.73,14.12,4.67,15.75
(주)카카오엠,016170,2011/12,,,,,,,,,,,,,,,,,,,,,
(주)카카오엠,016170,2012/12,,,,,,,,,,,,,,,,,,,,,
(주)카카오엠,016170,2013/12,70.59,0.25,240,70.41,29.41,67.63,32.37,43.49,226.62,226.06,33.4,8032.02,47.87,46.06,0,39.44,0,69.94,0,22.64,21.26
(주)카카오엠,016170,2014/12,79.09,0.14,378.2,78.97,20.91,67.73,32.27,30.87,251.24,250.88,39.34,12340.81,47.64,46.47,0,47.61,0,66.48,0,21.45,20.17
(주)카카오엠,016170,2015/12,74.7,0.14,295.18,74.59,25.3,67.8,32.2,37.32,241.8,241.45,74.19,15224.48,47.49,45.56,0,43.8,0,66.44,0,21.39,21.7
(주)카카오엠,016170,2016/12,75.76,0.11,312.54,75.68,24.24,66.63,33.37,36.38,232.33,232.09,62.24,21829.32,50.09,48.94,0,43.15,0,57.94,0,19.34,19.47
(주)카카오엠,016170,2017/12,80.96,0.15,425.11,80.83,19.04,64.92,35.08,29.33,233.46,233.11,73.11,13781.03,54.04,53.41,0,46.28,0,55.79,0,19.57,18.32
(주)캐로스,260490,2013/12,,,,,,,,,,,,,,,,,,,,,
(주)캐로스,260490,2014/12,,,,,,,,,,,,,,,,,,,,,
(주)캐로스,260490,2015/12,,,,,,,,,,,,,,,,,,,,,
(주)캐로스,260490,2016/12,,,,,,,,,,,,,,,,,,,,,
(주)캐리소프트,317530,2016/12,,,,,,,,,,,,,,,,,,,,,
(주)캐리소프트,317530,2017/12,,,,,,,,,,,,,,,,,,,,,
(주)캐리소프트,317530,2018/12,30.76,9.59,44.43,27.81,69.24,19.37,80.63,357.36,168.36,152.21,81.32,5.99,416.16,94.32,20.27,12.49,323.47,1.39,1.78,1.12,1.37
(주)캐리소프트,317530,2019/12,43.65,9.57,77.45,39.47,56.35,83.99,16.01,67.1,455.77,412.16,96.57,0.66,19.06,11.4,51.83,34.07,15.33,-22.62,-28.13,-3.62,-7.87
(주)캐리소프트,317530,2020/12,40.24,10.33,67.33,36.08,59.76,73.54,26.46,81.26,205.34,184.13,53.47,2.46,35.98,26.65,66.42,20.64,13.81,-18.67,-48.64,-4.94,-14.7
(주)캐리소프트,317530,2021/12,36.01,11.88,56.29,31.74,63.99,72.61,27.39,88.12,173.82,153.17,36.28,10.09,37.73,28.54,76.54,15.3,14.16,-9.23,-24.6,-2.53,-6.43
(주)캐리소프트,317530,2022/12,20.42,19.46,25.66,16.44,79.58,74.31,25.69,107.09,110.59,89.07,28.06,6.64,34.57,24.84,91.56,1.96,15.69,-23.64,-52.08,-6.07,-9
(주)캐스텍코리아,071850,2011/12,48.35,38.03,93.63,29.96,51.65,32.51,67.49,158.88,81.59,50.56,1.63,85.69,207.64,182.33,88.28,-10.91,134,9.79,15.17,6.61,7.18
(주)캐스텍코리아,071850,2012/12,48.04,39.85,92.47,28.9,51.96,36.54,63.46,142.19,109.67,65.97,4.82,46.79,173.67,119.89,63.25,4.24,123.55,12.53,17.61,7.95,7.82
(주)캐스텍코리아,071850,2013/12,47.22,37.36,89.48,29.58,52.78,38.07,61.93,138.65,118.21,74.04,4.16,44.89,162.7,104.95,55.81,7.27,111.86,14.51,21.1,8.99,8.94
(주)캐스텍코리아,071850,2014/12,46.47,35.85,86.82,29.81,53.53,46.72,53.28,114.57,98.75,63.35,4.75,44.63,114.04,100.74,91.88,-0.59,75.01,17.26,26.24,9.2,9.45
(주)캐스텍코리아,071850,2015/12,47.81,32.86,91.59,32.1,52.19,45.77,54.23,114.05,100.23,67.3,4,47.53,118.5,104.21,91.39,0.11,74.59,14.02,22.27,7.6,8.01
(주)캐스텍코리아,071850,2016/12,44.43,32.71,79.96,29.9,55.57,44.82,55.18,123.97,104.93,70.61,5.64,60.75,123.09,94.46,73.79,2.09,79.34,14.93,23.16,8.24,8.85
(주)캐스텍코리아,071850,2017/12,46.28,29.19,86.14,32.77,53.72,41.03,58.97,130.93,112.29,79.52,4.82,45.43,143.71,100.43,66.35,5.07,100.77,10.24,14.6,6.04,7.52
(주)캐스텍코리아,071850,2018/12,43.41,34.79,76.71,28.31,56.59,43.35,56.65,130.54,96.07,62.64,4,38.25,130.68,104.24,75.88,-1.78,91.81,5.04,7.17,2.85,3.99
(주)캐스텍코리아,071850,2019/12,41.84,31.65,71.94,28.6,58.16,41.54,58.46,140,82.02,56.06,3.99,43.81,140.71,122.8,88.12,-9.17,107.86,4.95,6.46,2.89,4.46
(주)캐스텍코리아,071850,2020/12,42.08,33.24,72.64,28.09,57.92,40.34,59.66,143.57,80.37,53.66,7.61,36.48,147.86,129.76,89.47,-10.27,115.45,5.05,6.47,3.01,5.5
(주)캐스텍코리아,071850,2021/12,42.74,52.03,74.66,20.5,57.26,37.85,62.15,151.26,78.04,37.43,5.8,25.56,164.18,144.7,89.41,-12.03,127.9,1.83,2.36,1.14,2.03
(주)캐스텍코리아,071850,2022/12,53.81,44.72,116.51,29.75,46.19,35.03,64.97,131.85,88.6,48.98,2.38,32.34,185.47,173.4,87.42,-6.93,88.72,-0.89,-1.85,-0.58,-0.82
(주)캠시스,050110,2011/12,54.18,33.63,118.24,35.96,45.82,63.44,36.56,72.22,181.22,120.27,20.23,110.47,57.62,47.13,51.02,24.28,18.59,-2.69,-8.33,-0.98,-0.67
(주)캠시스,050110,2012/12,54.15,16.39,118.1,45.28,45.85,46.2,53.8,99.25,122.92,102.78,30.35,176.86,116.46,95.36,74.65,10.1,74.67,-4.3,-6.7,-2.31,-1.43
(주)캠시스,050110,2013/12,60.19,34.65,151.19,39.33,39.81,38.95,61.05,102.22,125.02,81.69,19.68,118.42,156.76,123.62,60.58,12.04,77.36,2.63,5.33,1.61,0.95
(주)캠시스,050110,2014/12,52.71,25.19,111.45,39.43,47.29,38.29,61.71,123.51,99.02,74.08,20.91,130.68,161.17,139.02,82.43,-0.52,98.78,4.86,7.93,3,1.84
(주)캠시스,050110,2015/12,49.22,42.28,96.93,28.41,50.78,38.37,61.63,132.33,111.62,64.43,21.65,67.16,160.6,114.92,61.93,5.12,103.4,3.79,5.89,2.34,1.43
(주)캠시스,050110,2016/12,50.19,38.67,100.78,30.78,49.81,34.89,65.11,142.75,95.93,58.84,19.08,141.79,186.62,149.96,67.6,-2.13,89.98,5.91,12.27,3.85,2.69
(주)캠시스,050110,2017/12,60.22,44.62,151.37,33.35,39.78,25.64,74.36,155.17,99.47,55.09,16.32,101.52,290.05,236.13,72.74,-0.32,149.8,3.05,5.91,2.27,1.37
(주)캠시스,050110,2018/12,62.1,32.74,163.86,41.77,37.9,31.67,68.33,119.68,99.39,66.85,30.82,146.19,215.78,197.31,95.94,-0.38,95.77,10.15,22.86,6.93,4.12
(주)캠시스,050110,2019/12,63.57,44.01,174.53,35.59,36.43,30.57,69.43,119.16,103.44,57.92,27.79,138.02,227.14,201.06,76.77,2.11,82.37,13.57,37.42,9.42,5.95
(주)캠시스,050110,2020/12,62.94,29.36,169.8,44.46,37.06,36.91,63.09,100.42,116.62,82.38,42.28,91.55,170.94,146.21,82.94,8.97,111.12,3.43,5.27,2.16,0.82
(주)캠시스,050110,2021/12,63.34,42.93,172.79,36.15,36.66,32.04,67.96,114.41,113.99,65.06,24.44,85.97,212.11,173.43,73.65,7.77,124.16,-2.15,-3.67,-1.46,-0.95
(주)캠시스,050110,2022/12,61.85,37.72,162.12,38.52,38.15,37.02,62.98,103.06,109.4,68.13,39.55,81.59,170.16,152.74,86.25,5.31,94.15,7.79,14.08,4.91,2.35
(주)커넥트웨이브,119860,2011/12,80.26,0,406.63,80.26,19.74,94.76,5.24,20.83,2430,2430,1028.88,0,5.53,3.49,0,76.96,0.19,198.02,5801.04,10.38,22.84
(주)커넥트웨이브,119860,2012/12,82.88,0,483.95,82.88,17.12,89.05,10.95,19.23,1510.02,1510.02,185.54,0,12.3,6.16,0,77.39,2.15,90.97,520.57,9.96,20.47
(주)커넥트웨이브,119860,2013/12,83.36,1.04,501.08,82.5,16.64,90.69,9.31,18.34,1804.3,1785.52,308.62,47.63,10.26,5.09,16.67,78.74,1.9,116.31,629.03,10.83,23.67
(주)커넥트웨이브,119860,2014/12,81.12,1.58,429.7,79.84,18.88,89.12,10.88,21.18,1194.58,1175.65,73.93,71.22,12.21,7.62,40,74.33,1.55,82.18,648.81,8.94,15.36
(주)커넥트웨이브,119860,2015/12,77,0.95,334.71,76.26,23,90.04,9.96,25.55,995.57,986.07,66.69,289.4,11.07,8.59,66.67,69.26,0.87,69.14,881.23,6.89,9.69
(주)커넥트웨이브,119860,2016/12,72.35,2.9,261.62,70.25,27.65,89.13,10.87,31.02,724.8,703.78,66.73,117.66,12.19,11.2,0,62.37,0.26,80.67,3845.37,8.77,9.95
(주)커넥트웨이브,119860,2017/12,72.15,5.33,259.11,68.31,27.85,82.8,17.2,33.63,452.75,428.64,117.27,133.52,20.77,19.25,17.14,56.22,1.52,80.63,1103.7,13.87,11.97
(주)커넥트웨이브,119860,2018/12,67,6.14,203.04,62.89,33,82.97,17.03,39.77,432.34,405.8,99.79,98.36,20.53,18.68,54.48,51.5,2.12,91.11,883.46,15.52,13.86
(주)커넥트웨이브,119860,2019/12,77.08,8.04,336.3,70.88,22.92,71.13,28.87,32.22,290.78,267.39,107.01,174.58,40.59,37.27,42,50.57,3.68,71.62,790.26,20.68,15.72
(주)커넥트웨이브,119860,2020/12,80.11,7.97,402.76,73.72,19.89,83.85,16.15,23.72,526.71,484.73,118.74,46.87,19.26,18.14,69.82,64.9,1.68,128.78,1477.65,20.79,14.62
(주)커넥트웨이브,119860,2021/12,82.87,7.02,483.84,77.05,17.13,88.53,11.47,19.35,767.25,713.37,119.16,36.51,12.96,12.2,63.41,72.07,0.89,110.49,1603.47,12.67,11.85
(주)커넥트웨이브,119860,2022/12,34.14,9,51.83,31.06,65.86,62.4,37.6,105.56,236.22,214.95,35.2,28.81,60.27,23.16,30.51,19.68,41.63,10.45,15.13,3.93,8.49
(주)컴투스,078340,2011/12,66.87,0,201.84,66.87,33.13,93.02,6.98,35.61,986.35,986.35,65.33,0,7.5,7.29,0,60.09,0,42.38,0,2.96,6.14
(주)컴투스,078340,2012/12,46.02,0,85.25,46.02,53.98,90.76,9.24,59.47,567.93,567.93,96.82,0,10.18,8.93,0,37.92,0,152.29,0,14.07,18.36
(주)컴투스,078340,2013/12,54.17,0,118.18,54.17,45.83,91.23,8.77,50.24,732.55,732.55,93.91,0,9.61,8.11,0,46.77,0,177.08,0,15.53,22.58
(주)컴투스,078340,2014/12,69.62,0,229.13,69.62,30.38,84.34,15.66,36.03,543.1,543.1,37.69,0,18.57,15.2,0,56.8,0,119.73,0,18.76,19.95
(주)컴투스,078340,2015/12,87.19,0,680.89,87.19,12.81,87.44,12.56,14.65,742.17,742.17,124.05,0,14.37,13.44,0,75.45,0,151.09,0,18.98,25.49
(주)컴투스,078340,2016/12,91.9,0,1134.42,91.9,8.1,89.18,10.82,9.08,879,879,120.91,0,12.13,11.72,0,81.44,0,190.87,0,20.64,28.65
(주)컴투스,078340,2017/12,91.61,0,1092.59,91.61,8.39,90.77,9.23,9.24,1003.78,1003.78,33.71,0,10.17,10.06,0,82.49,0,187.74,0,17.33,28.6
(주)컴투스,078340,2018/12,85.12,0,572.09,85.12,14.88,92.87,7.13,16.02,1224.22,1224.22,51.89,0,7.67,7.49,0,78.17,0,203.04,0,14.47,27.31
(주)컴투스,078340,2019/12,76.18,0,319.73,76.18,23.82,92.09,7.91,25.87,1082.25,1082.25,50.46,0,8.59,7.64,29.69,69.14,0.95,162.47,1474.08,12.86,27.54
(주)컴투스,078340,2020/12,68.25,0,215,68.25,31.75,93.13,6.87,34.09,1085.94,1085.94,87.96,0,7.37,6.75,53.87,61.97,0.83,161.31,1432.03,11.07,22.83
(주)컴투스,078340,2021/12,34.69,0.96,53.13,34.36,65.31,76.01,23.99,85.91,367.99,364.45,144.79,0,31.56,12.4,28.59,25.27,19.64,21.61,34.72,5.18,17.25
(주)컴투스,078340,2022/12,31.76,1.67,46.55,31.23,68.24,69.82,30.18,97.74,186.01,182.9,53.15,0,43.23,24.46,48.12,14.69,28.8,7.39,11.09,2.23,5.93
(주)컴투스홀딩스,063080,2011/12,85.46,0,587.59,85.46,14.54,87.66,12.34,16.59,833.2,833.2,212.46,0,14.07,11.7,29.4,75.2,1.65,156.91,1341.65,19.36,35.27
(주)컴투스홀딩스,063080,2012/12,65.83,0,192.63,65.83,34.17,91.32,8.68,37.42,1013.42,1013.42,188.72,0,9.51,7.11,41.64,59.33,0.87,215.75,2345.96,18.73,26.49
(주)컴투스홀딩스,063080,2013/12,35.54,0,55.14,35.54,64.46,92.9,7.1,69.38,551.14,551.14,89.34,0,7.64,6.94,66.67,29.09,0.18,98.97,4197.07,7.02,15.5
(주)컴투스홀딩스,063080,2014/12,30.3,0,43.48,30.3,69.7,85.53,14.47,81.49,242.98,242.98,143.96,0,16.92,14.58,0,17.83,4.99,28.44,96.53,4.12,6.43
(주)컴투스홀딩스,063080,2015/12,32.42,0,47.97,32.42,67.58,63.99,36.01,105.61,164.11,164.11,124.89,0,56.28,30.87,53.68,12.67,45.74,3.72,4.57,1.34,2.92
(주)컴투스홀딩스,063080,2016/12,18.16,0,22.2,18.16,81.84,72.16,27.84,113.41,136.78,136.78,72.51,0,38.58,18.4,41.28,4.88,23.78,0,0,0,0
(주)컴투스홀딩스,063080,2017/12,10.78,0,12.08,10.78,89.22,72.32,27.68,123.36,64.57,64.57,18.4,0,38.27,23.08,69.1,-5.91,22.06,-8.89,-15.43,-2.46,-7.82
(주)컴투스홀딩스,063080,2018/12,10.67,0,11.94,10.67,89.33,68.88,31.12,129.7,56.48,56.48,13.76,0,45.19,27.42,69.9,-8.22,27.25,-16.4,-27.2,-5.11,-16.07
(주)컴투스홀딩스,063080,2019/12,8.9,0,9.76,8.9,91.1,63.82,36.18,142.76,47.11,47.11,17.32,0,56.7,29.59,56.43,-9.99,40.77,-9.42,-13.1,-3.41,-11.35
(주)컴투스홀딩스,063080,2020/12,7.53,0,8.15,7.53,92.47,64.4,35.6,143.58,29.02,29.02,13.11,0,55.28,40.31,83.94,-18.42,40.62,0.64,0.87,0.23,0.73
(주)컴투스홀딩스,063080,2021/12,6.42,0,6.86,6.42,93.58,65.31,34.69,143.27,26.15,26.15,16.42,0,53.11,37.6,88.37,-18.14,38.18,3.51,4.88,1.22,4.94
(주)컴투스홀딩스,063080,2022/12,7.02,0,7.55,7.02,92.98,49.42,50.58,188.15,23.97,23.97,7.97,0,102.36,59.27,98.84,-22.27,44.41,-0.94,-2.16,-0.47,-2.4
(주)케미메디,205290,2014/12,,,,,,,,,,,,,,,,,,,,,
(주)케미메디,205290,2015/12,,,,,,,,,,,,,,,,,,,,,
(주)케미메디,205290,2016/12,,,,,,,,,,,,,,,,,,,,,
(주)케미메디,205290,2017/12,,,,,,,,,,,,,,,,,,,,,
(주)케미메디,205290,2018/12,,,,,,,,,,,,,,,,,,,,,
(주)케스피온,079190,2011/12,25.39,24.23,34.03,19.24,74.61,52.64,47.36,141.74,84.49,64.02,5.9,52.97,89.98,57.09,63.32,-4.66,66.07,0.41,0.56,0.2,0.33
(주)케스피온,079190,2012/12,34.22,34.43,52.02,22.44,65.78,41.72,58.28,157.68,90.06,59.05,15.44,57.91,139.71,91.09,61.29,-3.78,101.67,-7.03,-9.65,-4.09,-9.09
