회사명,거래소코드,회계년도,매출액총이익률(IFRS연결),매출액순이익률(IFRS연결),총자본순이익률(IFRS연결),자기자본순이익률(IFRS연결),매출원가 대 매출액비율(IFRS연결),영업비용 대 영업수익비율(IFRS연결),광고선전비 대 매출액비율(IFRS연결),기업순이익률(IFRS연결),R & D 투자효율(IFRS연결),금융비용 대 총비용비율(IFRS연결),이자부담률(IFRS연결),1주당매출액(IFRS연결),1주당순이익(IFRS연결),1주당 CASH FLOW(IFRS연결),1주당정상영업이익(IFRS연결)
(주)슈피겐코리아,192440,2013/12,53.05,18.05,25.74,30.48,46.95,76.01,1.31,24.74,0,-0.91,-6.44,15353.47,2771,3151.32,3683.79
(주)슈피겐코리아,192440,2014/12,66.27,27.15,40.43,46.63,33.73,67.4,2.22,39.44,0,-0.97,-7.45,30746.2,8291,6591.08,10023.67
(주)슈피겐코리아,192440,2015/12,68.27,27.39,25.18,27.9,31.73,68.22,2.15,23.73,0,-2.26,-14.84,23825.96,6529,6878.94,7572.6
(주)슈피겐코리아,192440,2016/12,68.41,21.51,19.6,21.51,31.59,75.71,3.01,18.4,0,-1.67,-13.43,28836.82,6227,4529.44,7003.54
(주)슈피겐코리아,192440,2017/12,70.51,18.07,17.2,19.59,29.49,78.52,2.77,16.28,0,-1.17,-7.47,36193.78,6613,5778.86,7774.24
(주)슈피겐코리아,192440,2018/12,69.82,16,15.41,17.7,30.18,81.57,3.26,14.36,0,-1.31,-8.08,42929.58,7082,6111.99,7911.67
(주)슈피겐코리아,192440,2019/12,67.3,13.05,12.53,14.52,32.7,85.71,4.51,11.35,0.19,-1.4,-8.72,49636.29,6690,5248.24,7091.64
(주)슈피겐코리아,192440,2020/12,67.89,13.59,14.58,16.96,32.11,80.25,3.14,13.53,0,-1.15,-6.62,64880.22,8869,12883.32,12816.89
(주)슈피겐코리아,192440,2021/12,67.49,11.69,10.61,12.61,32.51,88.47,4.02,9.62,0,-1.19,-6.49,61988.63,7493,6406.4,7148.82
(주)슈피겐코리아,192440,2022/12,68.14,7.35,7.14,8.22,31.86,88.34,5.25,6.01,0,-1.22,-9.38,71729.47,5476,3328.71,8363.01
(주)스마트솔루션즈,136510,2011/12,,,,,,,,,,,,,,,
(주)스마트솔루션즈,136510,2012/12,,,,,,,,,,,,,,,
(주)스마트솔루션즈,136510,2013/12,,,,,,,,,,,,,,,
(주)스마트솔루션즈,136510,2014/12,27.61,-7.36,-2.44,-2.55,72.39,109.08,0.39,-3.49,0,-2.95,-25.95,1616.89,-123,319.42,-146.84
(주)스마트솔루션즈,136510,2015/12,36.27,2.26,0.8,0.84,63.73,96.43,0.95,0.06,0,-2.11,-15.87,1697.21,42,554.16,60.66
(주)스마트솔루션즈,136510,2016/12,37.7,12.97,5.33,6.53,62.3,91.8,0.65,5.01,0,-0.82,-2.52,2314.29,0,-301.79,189.83
(주)스마트솔루션즈,136510,2017/12,41.3,12.07,7.82,9.79,58.7,86.63,1.62,7.91,0,0.14,0.43,4634.68,571,349.9,619.72
(주)스마트솔루션즈,136510,2018/12,37.89,4.39,2.29,2.97,62.11,103.05,2.91,2.33,0,0.08,0.19,4061.45,183,-367.46,-123.94
(주)스마트솔루션즈,136510,2019/12,20.7,-35.1,-14.92,-20.51,79.3,145.56,4.19,-14.64,0,0.45,1.04,3019.74,-1166,-1521.85,-1375.71
(주)스마트솔루션즈,136510,2020/12,25.3,-76.66,-31.03,-48.29,74.7,154,2.6,-30.73,0,0.43,0.83,2411.21,-1976,-762.81,-1302
(주)스마트솔루션즈,136510,2021/12,21.36,-28.74,-12.26,-27.93,78.64,102.62,0.57,-8.1,0,7.56,7.42,4672.47,-334,-1179.35,-122.5
(주)스마트솔루션즈,136510,2022/12,41.61,-649.2,-110.38,-722.14,58.39,85.17,0.37,-106.88,0,4.46,4.13,404.81,-2628,-35.73,60.02
(주)스맥,099440,2011/12,,,,,,,,,,,,,,,
(주)스맥,099440,2012/12,,,,,,,,,,,,,,,
(주)스맥,099440,2013/12,,,,,,,,,,,,,,,
(주)스맥,099440,2014/12,,,,,,,,,,,,,,,
(주)스맥,099440,2015/12,,,,,,,,,,,,,,,
(주)스맥,099440,2016/12,20.2,1.61,0.91,2.18,79.8,96.59,0.13,2.32,0,2.46,2.43,5176.91,95,534.02,176.32
(주)스맥,099440,2017/12,17.46,0.21,0.16,0.36,82.54,97.07,0.03,1.51,0,1.72,2.44,6368.45,14,194.2,186.37
(주)스맥,099440,2018/12,19.89,-1.25,-0.79,-1.74,80.11,100.48,0.09,0.39,0,1.81,2.16,4912.42,-66,-384.53,-23.58
(주)스맥,099440,2019/12,11.11,-12.4,-7.62,-17.61,88.89,110.78,0.24,-6.07,0,2.14,2.73,4899.77,-673,-510.81,-528.09
(주)스맥,099440,2020/12,10.37,-26.3,-14.47,-34.92,89.63,115.89,0.18,-13.06,0,1.99,2.4,3851.28,-1122,323.28,-611.98
(주)스맥,099440,2021/12,8.72,-12.76,-8.67,-24.65,91.28,108.55,0.14,-7.05,0,2.05,2.49,4180.95,-590,19.02,-357.59
(주)스맥,099440,2022/12,20.91,6.07,5.04,14.53,79.09,92.63,0.2,7.23,0,2.69,3.35,4806.36,326,290.34,354
(주)스카이문스테크놀로지,033790,2011/12,,,,,,,,,,,,,,,
(주)스카이문스테크놀로지,033790,2012/12,,,,,,,,,,,,,,,
(주)스카이문스테크놀로지,033790,2013/12,,,,,,,,,,,,,,,
(주)스카이문스테크놀로지,033790,2014/12,,,,,,,,,,,,,,,
(주)스카이문스테크놀로지,033790,2015/12,,,,,,,,,,,,,,,
(주)스카이문스테크놀로지,033790,2016/12,,,,,,,,,,,,,,,
(주)스카이문스테크놀로지,033790,2017/12,4.72,-35.35,-7.59,-11.92,95.28,131.91,0,-7.58,13.28,0.03,0.02,786.28,-331,-301.73,-250.87
(주)스카이문스테크놀로지,033790,2018/12,24.94,-54.35,-13.33,-20.71,75.06,137.68,0.01,-12.84,43.61,1.46,1.25,839.45,-439,-205.5,-316.34
(주)스카이문스테크놀로지,033790,2019/12,,,,,,,,,,,,,,,
(주)스카이문스테크놀로지,033790,2020/12,,,,,,,,,,,,,,,
(주)스카이문스테크놀로지,033790,2021/12,71.51,19.91,8.93,10.34,28.49,82.91,6.88,9.22,7.84,0.75,2.1,657.51,133,-26.68,112.37
(주)스카이문스테크놀로지,033790,2022/12,62.61,15.13,6.85,7.64,37.39,87.18,11.4,6.44,1.39,-1.02,-3.97,666.35,103,79.26,85.45
(주)스코넥엔터테인먼트,276040,2017/12,,,,,,,,,,,,,,,
(주)스코넥엔터테인먼트,276040,2018/12,,,,,,,,,,,,,,,
(주)스코넥엔터테인먼트,276040,2019/12,,,,,,,,,,,,,,,
(주)스코넥엔터테인먼트,276040,2020/12,0,-188.11,-119.79,0,0,219.25,0.14,-118.1,12.56,0.87,1.36,483.34,-1385,-124.79,-576.39
(주)스코넥엔터테인먼트,276040,2021/12,0,-62.76,-59.49,0,0,153.22,0.91,-57.46,4.75,1.29,1.73,627.06,-404,-87.84,-333.73
(주)스코넥엔터테인먼트,276040,2022/12,0,-122.1,-25.26,-35.58,0,227.22,4.13,-27.16,0,-3.89,-6.54,301.37,-369,-357.58,-383.4
(주)스킨앤스킨,159910,2011/12,,,,,,,,,,,,,,,
(주)스킨앤스킨,159910,2012/12,,,,,,,,,,,,,,,
(주)스킨앤스킨,159910,2013/12,,,,,,,,,,,,,,,
(주)스킨앤스킨,159910,2014/12,,,,,,,,,,,,,,,
(주)스킨앤스킨,159910,2015/12,59.61,-74.67,-25.31,-63.88,40.39,130.14,0,-22.96,16.74,3.94,3.79,371.64,-296,-159,-112.02
(주)스킨앤스킨,159910,2016/12,42.75,-31.23,-19.83,-30.47,57.25,98.25,0,-16.68,6.68,4.21,6.26,603.25,-151,10.14,10.56
(주)스킨앤스킨,159910,2017/12,27.18,-62.51,-34.23,-47.35,72.82,127,0,-31.98,7.19,2.52,5.02,391.45,-199,-64.69,-105.69
(주)스킨앤스킨,159910,2018/12,20.22,-42.2,-24.82,-39.66,79.78,112.59,0,-23.14,5.05,2.15,3.93,318.38,-134,-24.04,-40.08
(주)스킨앤스킨,159910,2019/12,10.45,-30.11,-11.57,-16.52,89.55,134.93,0,-11.57,3.95,0,-0.01,181.8,-54,-31.5,-63.5
(주)스킨앤스킨,159910,2020/12,16.51,-105.71,-79.57,-112.19,83.49,122.98,0,-80.04,0.85,-0.29,-1.57,189.48,-206,-120.86,-43.54
(주)스킨앤스킨,159910,2021/12,23.79,4.29,3.76,4.92,76.21,96.53,0,3.89,0.87,0.15,0.59,109.71,5,-5.58,3.81
(주)스킨앤스킨,159910,2022/12,14.7,-47.16,-25.23,-30.87,85.3,129.25,0,-25.3,1.18,-0.08,-0.36,60.44,-29,-16.15,-17.68
(주)스타플렉스,115570,2011/12,3.34,-3.75,-4.88,-5.38,96.66,101.83,0.13,-2.94,0,1.43,3.6,38639.87,-741,-5960.41,-654.55
(주)스타플렉스,115570,2012/12,6.83,-5.97,-8.03,-16.25,93.17,98.5,0.11,-3.82,0,2.97,6.21,48054.23,-1982,1763.85,721.89
(주)스타플렉스,115570,2013/12,16.37,-1.85,-1.1,-1.18,83.63,93.84,0.3,0.85,0,3.25,2.86,18544.66,-130,3100.97,1142.52
(주)스타플렉스,115570,2014/12,17.25,-1.46,-0.94,0.38,82.75,93.75,0.39,0.99,0,2.89,3.23,15521.26,42,34.43,969.58
(주)스타플렉스,115570,2015/12,20.48,-5.97,-3.55,-3.32,79.52,89.96,0.45,-1.96,0,2.43,2.74,13577.51,-372,2430.77,1363.05
(주)스타플렉스,115570,2016/12,21.33,7.33,4.77,10.01,78.67,88.14,0.4,5.91,0,1.86,2.08,13218.01,1103,-453.53,1568.13
(주)스타플렉스,115570,2017/12,13.86,-9.95,-6.33,-9.45,86.14,97.01,0.43,-5.04,0,1.8,2.29,13478.74,-1039,-626.37,402.78
(주)스타플렉스,115570,2018/12,10.68,6.83,4.62,7.84,89.32,99.92,0.35,6.22,0,2.26,2.7,14735.14,845,-74.14,11.9
(주)스타플렉스,115570,2019/12,13.09,-6.7,-4.5,-9.26,86.91,98.56,0.39,-2.75,0,2.48,3,14369.49,-987,-493.17,206.33
(주)스타플렉스,115570,2020/12,8.31,-10.14,-5.24,-10.63,91.69,106.44,0.26,-3.72,0,2.54,2.58,8855.92,-968,-78.53,-570.03
(주)스타플렉스,115570,2021/12,10.73,8.19,5.64,7.79,89.27,104.41,0.06,6.81,0,1.59,2.38,10644.62,677,-747.18,-469.85
(주)스타플렉스,115570,2022/12,15.61,6.28,5.53,8.78,84.39,96.19,0.16,6.61,0,1.22,2.93,13034.3,830,1920.94,496.43
(주)스튜디오미르,408900,2015/12,,,,,,,,,,,,,,,
(주)스튜디오미르,408900,2016/12,,,,,,,,,,,,,,,
(주)스튜디오미르,408900,2017/12,,,,,,,,,,,,,,,
(주)스튜디오미르,408900,2018/12,,,,,,,,,,,,,,,
(주)스튜디오미르,408900,2019/12,0,-0.44,-0.32,-0.88,0,95.45,0.16,0.33,0,0.84,1,166529.15,-763,30365.2,7569.42
(주)스튜디오미르,408900,2020/12,0,5.74,5.12,12.79,0,96.91,0,6.83,0,1.83,2.85,203310.9,12218,7054.86,6273.13
(주)스튜디오미르,408900,2021/12,0,14.67,10.65,22.43,0,113.25,0,12.64,0,2.24,3.78,171937.47,26384,-37727.7,-22775.96
(주)스튜디오미르,408900,2022/12,0,5.86,6.55,9.61,0,87.05,0,7.47,0,0.81,2.87,298357.39,367,34907.68,38650.81
(주)스튜디오산타클로스엔터테인먼트,204630,2014/12,,,,,,,,,,,,,,,
(주)스튜디오산타클로스엔터테인먼트,204630,2015/12,,,,,,,,,,,,,,,
(주)스튜디오산타클로스엔터테인먼트,204630,2016/12,25.32,-1.96,-1,-1.39,74.68,101.99,0.62,-0.52,0,0.88,1.93,1053.53,-25,-30.52,-20.99
(주)스튜디오산타클로스엔터테인먼트,204630,2017/12,21.22,-5.3,-4.41,-5.29,78.78,101.1,0.48,-4.15,0.85,0.28,1.25,1625.88,-84,-320.54,-17.84
(주)스튜디오산타클로스엔터테인먼트,204630,2018/12,33.3,-1.32,-0.63,0.32,66.7,104.46,2.23,-0.95,0,-0.62,-1.72,954.48,5,-96.06,-42.54
(주)스튜디오산타클로스엔터테인먼트,204630,2019/12,0,-13.97,-8.21,-12.79,0,121.23,0.89,-8.08,0,0.19,0.37,1419.12,-189,-25.07,-301.27
(주)스튜디오산타클로스엔터테인먼트,204630,2020/12,12.65,-70.59,-14.95,-25.53,87.35,131.43,0,-14.89,0,0.19,0.12,519.62,-321,-165.3,-163.31
(주)스튜디오산타클로스엔터테인먼트,204630,2021/12,15.66,22.69,8.89,17.18,84.34,103.01,0,20.77,0,21.31,24.43,1172.2,1232,32.13,-35.29
(주)스튜디오산타클로스엔터테인먼트,204630,2022/12,17.14,-178.3,-28.1,-53.22,82.86,121.37,0,-26.9,0,4.3,2.54,1800.23,-498,821.41,-384.72
(주)스틸플라워,087220,2011/12,13.52,2.28,2.32,6.27,86.48,98.63,0.02,4.52,0,2.14,3.54,19355.55,506,-3085.54,926.17
(주)스틸플라워,087220,2012/12,14.31,2.07,1.83,5.79,85.69,94.95,0.05,4.14,0,2.59,3.62,20192.52,478,4232.26,1020.63
(주)스틸플라워,087220,2013/12,9.84,-7.26,-3.51,-9.6,90.16,105.23,0.03,-1.3,0,4.02,3.39,11117.95,-773,284.52,-581.66
(주)스틸플라워,087220,2014/12,1.84,-13.51,-8.43,-24.85,98.16,111.3,0.15,-5.91,0,3.41,3.71,13726.07,-1807,-2931.06,-1551.24
(주)스틸플라워,087220,2015/12,3.59,-25.59,-12.23,-38.72,96.41,116.37,0.14,-9.32,0,4.7,4.19,4613.97,-1220,841.69,-755.3
(주)스틸플라워,087220,2016/12,4.48,-52.13,-19.69,-63.94,95.52,123.87,0.06,-16.42,0,5.54,4.6,2381.65,-1105,-232.03,-568.56
(주)스틸플라워,087220,2017/12,-20.51,-89.03,-23.52,-109.41,120.51,174.86,0.03,-20.04,0,6.54,4.34,724.74,-640,-9.22,-542.55
(주)스페이스솔루션,245030,2014/12,,,,,,,,,,,,,,,
(주)스페이스솔루션,245030,2015/12,,,,,,,,,,,,,,,
(주)스페이스솔루션,245030,2016/12,,,,,,,,,,,,,,,
(주)스페이스솔루션,245030,2017/12,,,,,,,,,,,,,,,
(주)스페코,013810,2011/12,16.06,-7.56,-5.49,-19.74,83.94,104.08,0.28,-1.97,0,4.34,4.99,5375.95,-368,230.95,-128.39
(주)스페코,013810,2012/12,16.97,1.41,1.25,6.42,83.03,96.37,0.34,3.39,0,2.39,2.98,6089.57,110,165.51,221.09
(주)스페코,013810,2013/12,19.26,-3.35,-2.4,-6.23,80.74,98.64,0.32,-0.29,0,2.83,2.97,5129.72,-115,-409.91,69.97
(주)스페코,013810,2014/12,20.85,2.5,2.09,7.93,79.15,92.64,0.16,2.98,0,1.07,1.3,7403.48,209,245.38,545
(주)스페코,013810,2015/12,22.74,7.52,5.77,16.62,77.26,89.02,0.14,6.26,0,0.68,0.77,7332.6,548,457.78,804.84
(주)스페코,013810,2016/12,21.45,5.65,3.95,9.39,78.55,93.64,0.17,4.15,0,0.3,0.34,6100.7,308,540.95,388.1
(주)스페코,013810,2017/12,18.41,-0.51,-0.34,-1.09,81.59,98.02,0.1,-0.23,0,0.16,0.2,4977.75,-31.19,452.91,98.57
(주)스페코,013810,2018/12,10.34,-11.29,-6.86,-16.96,89.66,107.54,0.16,-6.54,0,0.45,0.52,3746.1,-389.67,67.68,-282.63
(주)스페코,013810,2019/12,18.08,13.19,11.63,28.18,81.92,91.12,0.06,11.7,0,0.08,0.11,5097.64,631.64,504.2,452.77
(주)스페코,013810,2020/12,24.76,12.65,11.04,22.93,75.24,84.76,0.05,10.89,0,-0.18,-0.28,5374.79,621.47,339.28,819.35
(주)스페코,013810,2021/12,19.29,3.31,1.91,3.84,80.71,94.84,0.12,1.67,0,-0.43,-0.5,3708.31,118,862.57,191.4
(주)스페코,013810,2022/12,16.74,1.97,0.67,1.58,83.26,112.12,0.22,-0.87,0,-3.88,-3.63,2120.68,52,584.57,-257.01
(주)승일,049830,2011/12,,,,,,,,,,,,,,,
(주)승일,049830,2012/12,,,,,,,,,,,,,,,
(주)승일,049830,2013/12,,,,,,,,,,,,,,,
(주)승일,049830,2014/12,,,,,,,,,,,,,,,
(주)승일,049830,2015/12,,,,,,,,,,,,,,,
(주)승일,049830,2016/12,,,,,,,,,,,,,,,
(주)승일,049830,2017/12,,,,,,,,,,,,,,,
(주)승일,049830,2018/12,,,,,,,,,,,,,,,
(주)승일,049830,2019/12,,,,,,,,,,,,,,,
(주)승일,049830,2020/12,,,,,,,,,,,,,,,
(주)승일,049830,2021/12,,,,,,,,,,,,,,,
(주)승일,049830,2022/12,,,,,,,,,,,,,,,
(주)승화프리텍,111610,2011/12,20.46,-17.94,-8.84,-11.18,79.54,101.71,0.52,-6.77,0,4,5,1795.44,-403,-581.77,-0.18
(주)승화프리텍,111610,2012/12,-18.77,-225.73,-68.18,-121.55,118.77,180.24,0.51,-65.74,0,3.23,4.2,1044.69,0,89.22,-838.27
(주)승화프리텍,111610,2013/12,,,,,,,,,,,,,,,
(주)승화프리텍,111610,2014/12,,,,,,,,,,,,,,,
(주)시공테크,020710,2011/12,14.45,10.6,11.1,17.6,85.55,93.26,0.05,10.08,0,-1.04,-2.77,6078.55,663,1575.12,829.94
(주)시공테크,020710,2012/12,9.77,2.07,2.06,3.02,90.23,95.47,0.04,1.11,0,-0.96,-2.98,5778.93,122,-1028.37,262.01
(주)시공테크,020710,2013/12,9.48,-3.59,-2.68,-3.46,90.52,99.95,0.08,-4.19,0,-1.93,-6.71,3786.17,-138,368.34,1.81
(주)시공테크,020710,2014/12,14.21,9.08,6.56,8.53,85.79,94.61,0.05,5.62,0,-1.33,-4.07,3776.77,347,127,203.48
(주)시공테크,020710,2015/12,8.03,1.49,0.98,1.28,91.97,100.17,0.14,0.26,0,-1.07,-3.18,3601.42,54,137.14,-6.14
(주)시공테크,020710,2016/12,-3.84,-8.35,-6.17,-8.26,103.84,110.59,0.02,-7.27,0,-1.34,-4.36,4030.27,-341,-83.66,-426.89
(주)시공테크,020710,2017/12,12.18,10.81,15.62,21.5,87.82,91.42,0.01,14.66,0,-0.71,-3.48,8634.99,950,1021.11,741.08
(주)시공테크,020710,2018/12,0.42,1.97,1.14,1.51,99.58,106.47,0.05,0.28,0,-1.34,-3.51,3639.15,73,-458.8,-235.47
(주)시공테크,020710,2019/12,11.74,12.81,11.06,15.13,88.26,93.31,0.03,9.85,0,-1.48,-4.51,5974.29,786,729.18,399.77
(주)시공테크,020710,2020/12,9.87,5.05,3.37,4.74,90.13,95.35,0.05,2.12,0,-1.89,-4.36,5172.93,272,628.62,240.8
(주)시공테크,020710,2021/12,5.27,3.06,1.82,2.49,94.73,101.03,0.04,0.29,0,-2.5,-5.66,4618.51,146,-61.44,-47.66
(주)시공테크,020710,2022/12,3.31,6.91,4.34,5.8,96.69,105.19,0.03,2.78,0,-2.28,-6.22,4998.39,363,-159.69,-259.58
(주)시냅스엠,246830,2014/12,,,,,,,,,,,,,,,
(주)시냅스엠,246830,2015/12,,,,,,,,,,,,,,,
(주)시냅스엠,246830,2016/12,,,,,,,,,,,,,,,
(주)시냅스엠,246830,2017/12,,,,,,,,,,,,,,,
(주)시너지이노베이션,048870,2011/12,22.83,-23.79,-8.02,-14.41,77.17,108.63,0.05,-7.43,0,1.41,1.34,4022.35,-1146,-316.76,-200.64
(주)시너지이노베이션,048870,2012/12,16.44,-6.71,-3.19,-5.97,83.56,105.75,0.22,-3.01,0,0.34,0.42,5393.01,-412,185.1,-309.83
(주)시너지이노베이션,048870,2013/12,3.65,-112.36,-33.05,-64.76,96.35,138.59,0.04,-31.88,0,1.83,2.43,2143.95,-2519,217.8,-827.37
(주)시너지이노베이션,048870,2014/12,11.24,-38.53,-13.49,-34.28,88.76,117.52,0.04,-11.49,0,3.95,3.36,1977.66,-820,-102.97,-346.58
(주)시너지이노베이션,048870,2015/12,-15.9,-345.41,-104.64,-977.27,115.9,194.16,0.02,-100.92,0,3.04,4.16,867.9,-20747,-354.65,-817.2
(주)시너지이노베이션,048870,2016/12,36.1,60.49,27.91,0,63.9,106.37,1.51,31.01,0,4.17,2.89,459.03,392,-30.82,-29.23
(주)시너지이노베이션,048870,2017/12,37.46,-35.74,-14.75,-41.83,62.54,103.45,1.16,-9.57,0,9.29,6.96,764.52,-202,-108.84,-26.39
(주)시너지이노베이션,048870,2018/12,41.3,-4.9,-1.91,-3.2,58.7,90.62,1.24,0.78,0,5.1,4.75,782.31,-24,49.53,73.37
(주)시너지이노베이션,048870,2019/12,34.54,7.73,3.14,5.2,65.46,97.84,1.16,6.18,0,6.35,7.74,885.39,54,86.46,19.17
(주)시너지이노베이션,048870,2020/12,41.85,-28.26,-12.75,-27.76,58.15,83.45,0.28,-10.83,0,3.08,5.22,1056.77,-317,156.4,174.85
(주)시너지이노베이션,048870,2021/12,39.71,11.94,5.36,5.92,60.29,83.43,0.25,6.31,0,1.95,2.8,1017.98,75,256.78,168.71
(주)시너지이노베이션,048870,2022/12,19.26,75.25,10.61,12.71,80.74,96.03,1.56,11.33,0,3.38,2.59,366.58,199,155.61,14.56
(주)시노펙스,025320,2011/12,8.8,0.6,1.16,4.34,91.2,97.53,0.04,2.65,1.02,0.77,2.2,10611.72,82,657.93,262.5
(주)시노펙스,025320,2012/12,6.32,-5.47,-12.51,-37.88,93.68,99.46,0.04,-10.12,0.87,0.96,3.58,10195.4,-661,69.71,55.55
(주)시노펙스,025320,2013/12,8.06,0.79,1.44,5.67,91.94,98.16,0.03,3.09,0.91,0.89,2.55,7778.33,93,135.6,143.08
(주)시노펙스,025320,2014/12,8.85,-1.08,-1.93,-5.44,91.15,99.23,0.02,-0.86,0.94,0.58,1.75,6909.08,-97,206.94,52.96
(주)시노펙스,025320,2015/12,3.06,-17.93,-20.23,-46.61,96.94,111.45,0.04,-19.02,1.23,0.89,2.1,3064.49,-600,110.69,-350.99
(주)시노펙스,025320,2016/12,23.29,-2.73,-3.06,-6.44,76.71,93.09,0.04,-1.91,1.21,0.99,2.19,2409.72,-68,176.1,166.41
(주)시노펙스,025320,2017/12,24.81,-7.61,-9.51,-22.54,75.19,86.28,0.01,-8.56,2.33,0.7,1.64,2801.03,-217,347.24,384.36
(주)시노펙스,025320,2018/12,20.78,0.36,0.38,1.11,79.22,97.96,0.05,1.99,4.12,1.43,2.66,2524.53,10,44.36,51.47
(주)시노펙스,025320,2019/12,22.13,2.85,3.97,8.27,77.87,92.32,0.03,5.46,2.01,1.1,2.89,3094.31,89,371.43,237.65
(주)시노펙스,025320,2020/12,12.29,-4.17,-5.66,-11.27,87.71,102.17,0.04,-4.99,1.88,0.46,1.34,2969.72,-124,46.11,-64.31
(주)시노펙스,025320,2021/12,15.08,4.29,5.43,12.19,84.92,97.75,0.01,6.37,1.93,0.73,1.7,3160.85,138,93.43,71.17
(주)시노펙스,025320,2022/12,18.93,3.39,3.98,8.75,81.07,94.75,0.04,5.66,2,1.42,3.14,3245.94,117,386.99,170.56
(주)시노펙스그린테크,037320,2011/12,8.97,-34.79,-23.63,-68.3,91.03,103.57,0.01,-18.59,0.18,6.13,7.7,731.88,-278,-99.22,-26.12
(주)시스웍,269620,2016/12,,,,,,,,,,,,,,,
(주)시스웍,269620,2017/12,29.9,17.66,15.76,17.32,70.1,79.11,0,15.35,1.43,-0.57,-4.56,2325.69,416,563.16,485.93
(주)시스웍,269620,2018/12,37.42,21.53,13.07,14.15,62.58,77.41,0,12.44,2.97,-1.32,-8.35,1242.87,268,48.99,280.78
(주)시스웍,269620,2019/12,25.52,13.25,4.49,5.25,74.48,95.48,0,3.44,6.85,-3.1,-7.2,826.65,110,215.65,37.35
(주)시스웍,269620,2020/12,22.49,11.72,3.17,4.69,77.51,99.63,0,3.77,1.78,1.68,1.87,1088.91,32,-653.93,4.07
(주)시스웍,269620,2021/12,-53.71,-221.75,-35.22,-72.93,153.71,213.75,0,-30.95,1.22,7.97,8.25,238.13,-366,-109,-270.88
(주)시스웍,269620,2022/12,-6.29,-24.87,-7.18,-17.2,106.29,140.95,0,-3.88,3.94,5.18,5.67,272.2,-68,-98.44,-111.48
(주)시큐브,131090,2011/12,,,,,,,,,,,,,,,
(주)시큐브,131090,2012/12,,,,,,,,,,,,,,,
(주)시큐브,131090,2013/12,,,,,,,,,,,,,,,
(주)시큐브,131090,2014/12,,,,,,,,,,,,,,,
(주)시큐브,131090,2015/12,,,,,,,,,,,,,,,
(주)시큐브,131090,2016/12,60.85,8.71,4.46,6.83,39.15,85.4,0.09,4.03,0,-0.91,-1.65,2228.22,212,558.99,325.31
(주)시큐브,131090,2017/12,57.81,20.36,9.91,13.53,42.19,81.74,0.23,9.45,0,-1.17,-1.76,448.8,0,137.33,81.93
(주)시큐브,131090,2018/12,53.65,18.62,7.89,10.22,46.35,83.51,0.15,7.46,0,-1.21,-1.89,387.51,79,75.74,63.92
(주)시큐브,131090,2019/12,65.09,28.25,14.68,17.76,34.91,72.28,0.23,14.28,0,-1.06,-2.32,479.39,147,171.11,132.9
(주)시큐브,131090,2020/12,73.84,17.2,6.75,7.79,26.16,71.36,0.22,6.47,0,-0.77,-2.07,367.85,68,117.13,105.34
(주)시큐브,131090,2021/12,83.69,36.82,12.29,13.61,16.31,58.45,0.46,11.8,0,-2.48,-4.99,314.25,125,112.59,130.56
(주)시큐브,131090,2022/12,85.76,35.22,10.94,12.12,14.24,61.29,0.44,10.1,0,-4.38,-8.61,311.43,118,172.74,120.55
(주)시티랩스,139050,2011/12,,,,,,,,,,,,,,,
(주)시티랩스,139050,2012/12,,,,,,,,,,,,,,,
(주)시티랩스,139050,2013/12,12.24,0.94,1.4,1.93,87.76,99.67,0.27,0.43,0,-0.65,-3.5,3034.08,0,51.7,9.93
(주)시티랩스,139050,2014/12,11.52,2.52,4.95,6.91,88.48,97.24,0.11,3.81,0,-0.6,-4.02,4206.96,107,304.54,115.91
(주)시티랩스,139050,2015/12,9.55,-1.62,-1.85,-2.92,90.45,102.24,0.11,-2.22,0,-0.31,-1,2829.7,-46,-14.16,-63.36
(주)시티랩스,139050,2016/12,9.45,-7.08,-6.04,-10.17,90.55,102.5,0.06,-6.09,0,-0.06,-0.13,2091.52,-157,-24.88,-52.24
(주)시티랩스,139050,2017/12,10.63,-18.95,-18.73,-31.99,89.37,106.5,0.27,-19.25,0,-0.43,-1.25,2347.79,-430,-70.41,-152.61
(주)시티랩스,139050,2018/12,13.56,-2.78,-1.93,-3.51,86.44,102.61,0.16,-1.57,0,0.49,0.81,1357.07,-37,-56.75,-35.39
(주)시티랩스,139050,2019/12,63.09,-14.86,-10.08,-48.27,36.91,101.82,11.42,-7.54,0,3.32,4.4,1806.39,-292,95.39,-32.8
(주)시티랩스,139050,2020/12,72.34,-2.83,-1.74,-26.15,27.66,97.68,6.12,-0.11,0,2.49,3.26,2186.49,-120,212.98,50.66
(주)시티랩스,139050,2021/12,19.61,4.96,1.39,2.55,80.39,108.87,3.58,2.94,0,4,3.89,448.49,13,-54.8,-39.79
(주)시티랩스,139050,2022/12,13.15,-68.09,-23.94,-43.02,86.85,121.42,2.2,-22.33,0,3.69,3.67,267.26,-183,-77.34,-57.24
(주)신도기연,290520,2012/12,,,,,,,,,,,,,,,
(주)신도기연,290520,2013/12,,,,,,,,,,,,,,,
(주)신도기연,290520,2018/12,27.51,6.99,6.56,11.47,72.49,95.93,0,6.37,0,-0.21,-0.44,23296.66,1544,431.01,947.09
