회사명,거래소코드,회계년도,총자본회전률(IFRS),자기자본회전률(IFRS),타인자본회전률(IFRS),매입채무회전률(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),재고자산회전률(IFRS),매출채권회전률(IFRS),유형자산회전율(IFRS),순운전자본회전률(IFRS)
(주)엘지헬로비전,037560,2011/12,0.57,1.38,0.96,79.85,4.35,4.47,157.58,9.97,1.17,1.73
(주)엘지헬로비전,037560,2012/12,0.59,1.18,1.2,32.98,3.55,3.81,51.6,8.07,1.5,1.49
(주)엘지헬로비전,037560,2013/12,0.58,1.18,1.13,31.81,3.19,3.44,43.93,5.37,1.88,1.59
(주)엘지헬로비전,037560,2014/12,0.53,1.17,0.98,49.84,2.81,2.96,53.55,4.4,1.93,1.46
(주)엘지헬로비전,037560,2015/12,0.58,1.26,1.08,56.27,2.94,3.08,64.66,5.11,1.81,1.36
(주)엘지헬로비전,037560,2016/12,0.57,1.15,1.14,58.16,3.2,3.35,71.13,5.13,1.54,1.24
(주)엘지헬로비전,037560,2017/12,0.6,1.15,1.28,72.41,3.55,3.73,70.3,5.33,1.62,1.44
(주)엘지헬로비전,037560,2018/12,0.62,1.14,1.33,72.95,3.61,3.82,65.94,6.26,1.7,1.73
(주)엘지헬로비전,037560,2019/12,0.6,1.1,1.29,62.99,3.34,3.46,102.63,6.88,1.64,1.39
(주)엘지헬로비전,037560,2020/12,0.65,1.34,1.26,55.34,3,3.05,170.72,7.14,1.69,1.24
(주)엘지헬로비전,037560,2021/12,0.73,1.68,1.3,59.79,2.68,2.74,124.42,7.33,1.91,1.45
(주)엘지헬로비전,037560,2022/12,0.81,1.83,1.44,92.83,2.61,2.66,138.94,7.42,2.26,1.45
(주)엘지화학,051910,2011/12,1.62,2.4,4.99,18.01,3.51,5.26,10.56,8.16,3.67,2.15
(주)엘지화학,051910,2012/12,1.45,2.12,4.59,16.89,3.31,5,9.76,7.59,3.09,2.09
(주)엘지화학,051910,2013/12,1.34,1.9,4.56,19.13,3.12,4.6,9.72,7.39,2.82,2.06
(주)엘지화학,051910,2014/12,1.26,1.74,4.55,20.22,2.93,4.19,9.7,7.09,2.69,1.92
(주)엘지화학,051910,2015/12,1.08,1.44,4.26,18.52,2.5,3.43,9.24,6.28,2.34,1.65
(주)엘지화학,051910,2016/12,1.05,1.33,4.87,17.79,2.48,3.31,9.95,6,2.35,1.69
(주)엘지화학,051910,2017/12,1.1,1.44,4.67,16.78,2.75,3.69,10.85,6.15,2.67,1.83
(주)엘지화학,051910,2018/12,1.04,1.45,3.64,13.97,2.75,3.74,10.36,5.99,2.64,1.81
(주)엘지화학,051910,2019/12,0.88,1.35,2.51,12.13,2.63,3.76,8.76,5.59,2.24,1.7
(주)엘지화학,051910,2020/12,0.79,1.25,2.14,15.93,3.14,4.62,9.78,6.74,2.01,1.8
(주)엘지화학,051910,2021/12,0.72,1.15,1.95,17.2,3.11,4.92,8.44,7.5,1.92,1.74
(주)엘지화학,051910,2022/12,0.73,1.17,1.95,16.77,2.81,4.66,7.05,7.37,2.02,1.75
(주)엠씨넥스,097520,2011/12,2,7.21,2.77,9.93,2.94,3.91,11.88,5.12,12.14,1.48
(주)엠씨넥스,097520,2012/12,1.38,3.74,2.18,7.2,2.08,2.8,8.01,3.34,8.38,1.11
(주)엠씨넥스,097520,2013/12,1.86,5.05,2.95,9.18,2.91,3.79,12.52,4.56,14.2,1.52
(주)엠씨넥스,097520,2014/12,1.82,5.48,2.73,7.95,2.73,3.23,17.61,3.75,17.62,1.4
(주)엠씨넥스,097520,2015/12,1.68,4.57,2.65,7.92,2.53,2.94,18.35,3.54,16.6,1.32
(주)엠씨넥스,097520,2016/12,1.42,4.04,2.2,7.49,2.22,2.54,17.63,3.22,13.22,1.11
(주)엠씨넥스,097520,2017/12,1.84,5.86,2.69,8.89,2.64,2.87,33.86,3.82,19.06,1.34
(주)엠씨넥스,097520,2018/12,1.65,4.45,2.63,6.69,2.28,2.43,35.82,3.39,21.07,1.23
(주)엠씨넥스,097520,2019/12,2.78,5.48,5.64,12.52,3.76,4,61.17,5,46.66,2.27
(주)엠씨넥스,097520,2020/12,2.49,4.08,6.4,14.02,3.49,3.72,55.45,4.15,47.72,2.29
(주)엠씨넥스,097520,2021/12,1.7,2.62,4.87,8.8,2.68,2.93,30.93,3.16,31.67,1.78
(주)엠씨넥스,097520,2022/12,1.73,2.61,5.17,8.78,3.06,3.49,24.93,3.78,21.61,2.02
(주)영원무역,111770,2011/12,1.49,2.18,4.72,13.43,3.75,4.27,30.61,8.55,13.15,2.28
(주)영원무역,111770,2012/12,1.38,2.08,4.09,10.8,3.71,4.23,30.2,8.95,10.07,2.24
(주)영원무역,111770,2013/12,1.22,1.81,3.76,8.45,3.51,3.92,33.18,8.17,7.97,2.17
(주)영원무역,111770,2014/12,1.11,1.63,3.48,6.43,3.28,3.72,27.8,7.68,6.91,1.97
(주)영원무역,111770,2015/12,0.93,1.49,2.5,4.97,2.85,3.17,28.17,7.34,6.26,1.68
(주)영원무역,111770,2016/12,0.87,1.47,2.15,4.52,2.75,2.92,48.56,7.37,6.49,1.54
(주)영원무역,111770,2017/12,0.87,1.42,2.28,4.47,3.09,3.25,62.67,7.99,7.04,1.61
(주)영원무역,111770,2018/12,0.76,1.15,2.25,4.43,3.17,3.42,43.27,8.68,7.01,1.64
(주)영원무역,111770,2019/12,0.78,1.13,2.52,5.46,3.36,3.62,45.81,9.66,9.99,1.78
(주)영원무역,111770,2020/12,0.63,0.89,2.1,4.84,2.38,2.49,50.92,8.51,11.51,1.33
(주)영원무역,111770,2021/12,0.78,1.09,2.75,5.54,2.3,2.38,70.49,9.72,14.85,1.45
(주)영원무역,111770,2022/12,1.13,1.44,5.22,10.52,3.22,3.31,117.89,10.42,22.42,2.27
(주)영원무역홀딩스,009970,2011/12,0.14,0.16,1.98,0,8.48,8.48,0,0,2.86,2.29
(주)영원무역홀딩스,009970,2012/12,0.07,0.07,0.82,0,4.86,4.86,0,0,1.6,0.97
(주)영원무역홀딩스,009970,2013/12,0.06,0.06,0.67,0,5.65,5.65,0,0,3.08,0.8
(주)영원무역홀딩스,009970,2014/12,0.07,0.07,1.14,0,7,7,0,0,49.76,1.49
(주)영원무역홀딩스,009970,2015/12,0.04,0.05,1.25,0,4.21,4.21,0,0,34.06,2.16
(주)영원무역홀딩스,009970,2016/12,0.03,0.03,1.1,0,1.55,1.55,0,0,27.02,1.22
(주)영원무역홀딩스,009970,2017/12,0.03,0.03,0.97,0,0.99,0.99,0,0,11.09,0.85
(주)영원무역홀딩스,009970,2018/12,0.04,0.04,0.71,0,1.05,1.05,0,0,12.16,0.9
(주)영원무역홀딩스,009970,2019/12,0.04,0.05,0.58,0,1.06,1.06,0,0,25.35,0.88
(주)영원무역홀딩스,009970,2020/12,0.04,0.04,0.51,0,0.43,0.43,0,0,28.4,0.35
(주)영원무역홀딩스,009970,2021/12,0.05,0.06,0.86,0,0.39,0.39,0,0,39.06,0.35
(주)영원무역홀딩스,009970,2022/12,0.11,0.12,2.07,0,1,1,0,0,75.95,0.92
(주)영풍,000670,2011/12,0.53,0.73,1.96,24.29,3.1,5.85,6.59,41.59,3,1.92
(주)영풍,000670,2012/12,0.56,0.75,2.2,31.69,3.29,6.78,6.41,35.93,2.95,2.19
(주)영풍,000670,2013/12,0.53,0.68,2.41,48.32,3.52,8.09,6.24,42.94,2.62,2.66
(주)영풍,000670,2014/12,0.55,0.7,2.73,70.76,3.97,8.63,7.34,41,2.61,3.25
(주)영풍,000670,2015/12,0.52,0.66,2.56,51.28,3.02,5.54,6.62,24.47,2.65,2.45
(주)영풍,000670,2016/12,0.55,0.69,2.69,39,2.46,4.35,5.66,17.41,3.18,2.02
(주)영풍,000670,2017/12,0.67,0.84,3.29,39.99,2.63,5.02,5.53,18.71,4.26,2.13
(주)영풍,000670,2018/12,0.61,0.79,2.83,17.95,2.18,4.18,4.54,18.98,4.13,1.67
(주)영풍,000670,2019/12,0.59,0.75,2.76,14.04,1.95,3.29,4.76,17.4,4.3,1.49
(주)영풍,000670,2020/12,0.53,0.67,2.58,13.92,1.72,2.72,4.7,16.72,4.08,1.32
(주)영풍,000670,2021/12,0.54,0.73,2.16,9.92,1.63,2.93,3.68,20.34,4.27,1.16
(주)영풍,000670,2022/12,0.71,1,2.48,11.87,2.11,4.21,4.21,25.25,5.86,1.42
(주)영흥,012160,2011/12,0.6,0.78,2.55,10.57,1.63,2.5,4.69,3.97,1.18,1.21
(주)영흥,012160,2012/12,0.57,0.77,2.14,10.09,1.89,3.23,4.58,3.81,1.14,1.23
(주)영흥,012160,2013/12,0.52,0.79,1.52,8.77,1.44,2.08,4.67,3.26,1.2,0.9
(주)영흥,012160,2014/12,0.51,0.94,1.14,8.71,1.27,1.69,5.08,3.25,1.3,0.72
(주)영흥,012160,2015/12,0.53,0.95,1.19,11.62,1.55,2.17,5.48,3.24,1.18,0.81
(주)영흥,012160,2016/12,0.59,1,1.43,13.28,1.97,3,5.75,3.4,1.08,1.02
(주)영흥,012160,2017/12,0.58,1.03,1.35,9.82,1.82,2.93,4.79,3.3,0.97,0.95
(주)영흥,012160,2018/12,0.63,1.13,1.41,9.7,1.84,3.1,4.56,3.6,1.04,0.96
(주)영흥,012160,2019/12,0.63,1.16,1.37,10.11,1.56,2.39,4.45,3.67,1.13,0.87
(주)영흥,012160,2020/12,0.6,1.21,1.2,8.37,1.39,2.08,4.23,3.14,1.18,0.77
(주)영흥,012160,2021/12,0.63,1.31,1.23,8.63,1.64,2.82,3.94,3.59,1.3,0.83
(주)영흥,012160,2022/12,0.64,1.28,1.28,11.35,1.66,3.37,3.28,4.38,1.44,0.83
(주)예스코홀딩스,015360,2011/12,1.1,2.07,2.36,4.05,2.69,2.69,2537.98,5.03,2.44,1.51
(주)예스코홀딩스,015360,2012/12,1.14,2.19,2.39,3.84,2.69,2.69,2173.96,4.98,2.65,1.49
(주)예스코홀딩스,015360,2013/12,1.16,2.25,2.39,3.7,2.63,2.63,1969.58,4.96,2.77,1.5
(주)예스코홀딩스,015360,2014/12,1.09,2.11,2.26,3.55,2.41,2.41,1551.97,4.73,2.63,1.37
(주)예스코홀딩스,015360,2015/12,0.96,1.76,2.09,3.47,2.25,2.25,1201.5,4.54,2.24,1.3
(주)예스코홀딩스,015360,2016/12,0.82,1.47,1.86,3.8,2.27,2.28,1065.11,4.98,1.94,1.34
(주)예스코홀딩스,015360,2017/12,0.76,1.46,1.6,3.93,2.21,2.21,1069.09,5.07,2.05,1.26
(주)예스코홀딩스,015360,2018/12,0.4,0.66,1.01,3.26,1.57,1.58,898.52,4.14,1.82,0.84
(주)예스코홀딩스,015360,2019/12,0.02,0.02,0.07,0,0.21,0.21,0,0,19.94,0.1
(주)예스코홀딩스,015360,2020/12,0.03,0.04,0.1,0,0.13,0.13,0,0,12.19,0.1
(주)예스코홀딩스,015360,2021/12,0.03,0.04,0.13,0,0.13,0.13,0,0,9.52,0.09
(주)예스코홀딩스,015360,2022/12,0.12,0.15,0.53,21.92,1.05,1.05,0,46.88,28.36,0.62
(주)오뚜기,007310,2011/12,1.78,3.06,4.27,9.33,4.16,5.75,15.05,16.69,3.98,2.53
(주)오뚜기,007310,2012/12,1.8,3.03,4.4,9.82,4.08,5.37,16.99,16.18,4.03,2.42
(주)오뚜기,007310,2013/12,1.71,2.82,4.38,9.69,3.8,4.9,17.07,15.42,4,2.3
(주)오뚜기,007310,2014/12,1.6,2.6,4.13,9.49,3.58,4.58,16.5,15.48,3.81,2.16
(주)오뚜기,007310,2015/12,1.53,2.46,4.04,9.65,3.5,4.46,16.25,15.44,3.6,2.1
(주)오뚜기,007310,2016/12,1.52,2.38,4.23,9.55,3.47,4.45,15.76,14.82,3.61,2.14
(주)오뚜기,007310,2017/12,1.49,2.24,4.48,9.7,3.45,4.43,15.54,13.69,3.55,2.1
(주)오뚜기,007310,2018/12,1.37,2.03,4.21,9.68,3.35,4.26,15.67,13.76,3.4,2.04
(주)오뚜기,007310,2019/12,1.26,1.86,3.86,9.44,3.6,4.65,16.04,14.42,2.87,2.12
(주)오뚜기,007310,2020/12,1.28,1.87,4.04,11.93,4.29,6.06,14.71,14.56,2.88,2.41
(주)오뚜기,007310,2021/12,1.18,1.8,3.45,12.78,3.51,5.17,10.95,15.07,3.13,2.05
(주)오뚜기,007310,2022/12,1.17,1.89,3.11,12.6,3.19,4.72,9.84,16.16,3.65,1.81
(주)오리온,271560,2017/12,,,,,,,,,,
(주)오리온,271560,2018/12,0.61,1.02,1.53,29.99,4.47,6.23,15.82,9.49,1.1,2.3
(주)오리온,271560,2019/12,0.62,1.01,1.61,27.74,4.76,6.74,16.18,9.58,1.13,2.12
(주)오리온,271560,2020/12,0.64,0.99,1.83,24.74,4.93,7.31,15.17,9.95,1.2,2.33
(주)오리온,271560,2021/12,0.65,0.96,2.02,21.58,4.06,5.71,14.05,10.74,1.27,2.02
(주)오리온,271560,2022/12,0.75,1.03,2.78,20.13,4.36,6.27,14.28,11.06,1.55,1.98
(주)오리온홀딩스,001800,2011/12,0.6,1.06,1.4,13.65,3.87,5.35,13.96,7.91,1.81,1.41
(주)오리온홀딩스,001800,2012/12,0.64,1.13,1.45,14.06,4.17,5.82,14.76,7.51,1.78,1.77
(주)오리온홀딩스,001800,2013/12,0.6,1.1,1.32,15.15,4.17,5.58,16.51,6.92,1.54,1.8
(주)오리온홀딩스,001800,2014/12,0.55,0.96,1.28,18.65,4.41,5.89,17.52,7.04,1.31,1.82
(주)오리온홀딩스,001800,2015/12,0.5,0.84,1.22,24.34,4.18,5.62,16.34,7.14,1.13,1.83
(주)오리온홀딩스,001800,2016/12,0.48,0.76,1.28,30.09,3.71,5,14.4,7.04,1,1.45
(주)오리온홀딩스,001800,2017/12,0.01,0.01,0.06,1.36,0.12,0.15,0.55,0.27,0.04,0.05
(주)오리온홀딩스,001800,2018/12,0.01,0.01,3.54,0,0.92,0.92,0,9.93,58.69,0.76
(주)오리온홀딩스,001800,2019/12,0.02,0.02,1.21,0,1.74,1.74,0,10.03,67.98,1.04
(주)오리온홀딩스,001800,2020/12,0.01,0.01,0.64,0,4.48,4.48,0,8.46,68.49,1.1
(주)오리온홀딩스,001800,2021/12,0.01,0.01,0.53,0,1.48,1.48,0,8,80.49,0.56
(주)오리온홀딩스,001800,2022/12,0.02,0.02,0.33,0,1.61,1.61,0,7.64,103.27,0.56
(주)와이지플러스,037270,2011/12,0.49,0.68,1.76,16.84,1.12,1.12,0,6.26,1.69,0.72
(주)와이지플러스,037270,2012/12,0.52,0.68,2.3,15.05,1.3,1.3,0,5.46,1.66,0.89
(주)와이지플러스,037270,2013/12,0.42,0.53,1.96,17.49,1.24,1.24,0,7.55,1.17,0.87
(주)와이지플러스,037270,2014/12,0.09,0.09,1.45,8.63,0.12,0.12,0,5.01,0.95,0.11
(주)와이지플러스,037270,2015/12,0.05,0.05,1.95,10.38,0.08,0.08,0,4.89,7.71,0.08
(주)와이지플러스,037270,2016/12,0.23,0.24,4.87,23.49,0.61,0.62,26.84,11.6,19.64,0.56
(주)와이지플러스,037270,2017/12,0.17,0.18,3.34,11.68,0.58,0.61,10.4,6.33,13.34,0.53
(주)와이지플러스,037270,2018/12,0.37,0.39,5.77,14,1.44,1.54,21.55,13.88,28.76,1.24
(주)와이지플러스,037270,2019/12,0.6,0.68,5.46,9.87,2.02,2.16,31.03,13.27,42.94,1.57
(주)와이지플러스,037270,2020/12,0.7,0.84,4.17,6.81,1.98,2.13,27.96,9.32,46.14,1.38
(주)와이지플러스,037270,2021/12,0.91,1.19,3.84,6.85,1.97,2.1,32.46,7.38,23.41,1.34
(주)와이지플러스,037270,2022/12,0.82,1.15,2.82,5.7,1.37,1.43,32.95,5.57,17.33,0.95
(주)와이투솔루션,011690,2011/12,1.16,3.54,1.72,12.52,1.53,2.29,4.61,4.04,7.48,0.84
(주)와이투솔루션,011690,2012/12,1.31,3.7,2.03,14.26,1.82,2.81,5.2,5.41,7.34,0.99
(주)와이투솔루션,011690,2013/12,1.09,3.12,1.69,10.84,1.54,2.53,3.97,4.48,5.99,0.83
(주)와이투솔루션,011690,2014/12,1.29,3.6,2,13.22,1.87,3.14,4.62,5.09,6.44,1
(주)와이투솔루션,011690,2015/12,1.23,3.12,2.04,14.1,1.87,3.15,4.63,4.54,5.64,1.01
(주)와이투솔루션,011690,2016/12,0.96,1.89,1.93,11.25,1.47,2.19,4.45,4.31,4.31,0.87
(주)와이투솔루션,011690,2017/12,0.72,1.18,1.89,11.91,1.56,2.1,6.01,5.11,4.88,0.91
(주)와이투솔루션,011690,2018/12,0.46,0.77,1.12,10.68,1.21,1.57,5.33,4.57,3.95,0.63
(주)와이투솔루션,011690,2019/12,0.54,0.97,1.22,15.34,1.51,2.02,5.9,5.57,4.69,0.72
(주)와이투솔루션,011690,2020/12,0.67,1.46,1.25,13.68,1.48,2.03,5.49,4.99,4.88,0.71
(주)와이투솔루션,011690,2021/12,0.88,1.7,1.82,13.52,1.3,1.72,5.24,5.4,4.89,0.77
(주)와이투솔루션,011690,2022/12,0.99,1.41,3.39,15.73,1.44,2,5.13,5.92,5.71,1.04
(주)용평리조트,070960,2011/12,,,,,,,,,,
(주)용평리조트,070960,2012/12,,,,,,,,,,
(주)용평리조트,070960,2013/12,0.2,0.52,0.34,72.54,2.72,3.18,18.81,9.36,0.22,0.5
(주)용평리조트,070960,2014/12,0.17,0.44,0.27,64.46,1.43,1.59,14.41,5.6,0.19,0.37
(주)용평리조트,070960,2015/12,0.2,0.57,0.3,89.26,0.84,0.92,10.25,1.74,0.26,0.32
(주)용평리조트,070960,2016/12,0.22,0.59,0.35,107.96,0.8,0.86,10.99,1.35,0.31,0.34
(주)용평리조트,070960,2017/12,0.23,0.52,0.42,112.57,1.11,1.2,14.83,1.84,0.3,0.44
(주)용평리조트,070960,2018/12,0.22,0.44,0.42,112.33,1.48,1.66,13.2,3.28,0.26,0.53
(주)용평리조트,070960,2019/12,0.16,0.32,0.3,80.51,1.22,1.41,8.8,6.07,0.18,0.42
(주)용평리조트,070960,2020/12,0.14,0.33,0.26,117.41,0.92,1.16,4.58,6.59,0.17,0.3
(주)용평리조트,070960,2021/12,0.27,0.62,0.48,250.92,1.77,2.09,11.55,11.25,0.33,0.58
(주)용평리조트,070960,2022/12,0.17,0.37,0.3,78.67,1.21,1.35,11.93,5.25,0.2,0.42
(주)우성,006980,2011/12,1.31,2.14,3.42,32.09,2.05,2.77,7.86,7.11,8.83,1.32
(주)우성,006980,2012/12,1.27,2.15,3.12,33.24,1.9,2.57,7.26,7.63,9.38,1.22
(주)우성,006980,2013/12,1.2,1.95,3.11,28.71,1.8,2.46,6.72,6.58,8.61,1.19
(주)우성,006980,2014/12,1.17,1.82,3.32,28.32,1.79,2.41,6.99,6.32,8.05,1.21
(주)우성,006980,2015/12,1.14,1.75,3.29,27.4,1.81,2.49,6.63,6.56,7.22,1.22
(주)우성,006980,2016/12,1.09,1.61,3.34,27.34,1.87,2.59,6.8,6.21,5.86,1.25
(주)우성,006980,2017/12,1.1,1.61,3.41,25.74,2.13,2.9,8,5.91,4.44,1.37
(주)우성,006980,2018/12,1.06,1.71,2.76,20.76,2.22,3.2,7.17,5.7,3.64,1.33
(주)우성,006980,2019/12,1.07,1.97,2.34,14.55,1.94,2.84,6.12,6.24,4.28,1.14
(주)우성,006980,2020/12,1.17,2.16,2.55,11.23,1.96,2.87,6.24,6.65,5.13,1.15
(주)우성,006980,2021/12,1.42,2.08,4.46,18.4,3.54,4.96,12.36,10.92,8.94,2.13
(주)우성,006980,2022/12,0.3,0.35,2.34,20.19,2.66,2.8,51.63,7.92,7.93,1.73
(주)우신시스템,017370,2011/12,1.01,1.92,2.12,7.33,2.3,2.3,23725.34,3.07,2.23,1.27
(주)우신시스템,017370,2012/12,0.77,1.45,1.63,5.38,1.59,1.59,20914.04,8.58,1.85,0.9
(주)우신시스템,017370,2013/12,0.71,1.37,1.46,5.13,1.48,1.48,22184.28,3.64,1.99,0.84
(주)우신시스템,017370,2014/12,0.91,1.72,1.91,6.44,2.1,2.1,31121.25,3.73,2.7,1.12
(주)우신시스템,017370,2015/12,0.74,1.28,1.78,5.88,1.83,1.87,81.75,3.02,2.29,0.95
(주)우신시스템,017370,2016/12,0.6,0.97,1.59,5.96,1.65,1.7,62.82,2.84,1.72,0.9
(주)우신시스템,017370,2017/12,0.66,1.02,1.86,7.27,1.9,1.91,290.77,3.39,1.75,1.13
(주)우신시스템,017370,2018/12,0.79,1.27,2.08,9.26,2,2.16,27.28,3.18,2.29,1.17
(주)우신시스템,017370,2019/12,0.58,1.01,1.37,6.77,1.34,1.68,6.52,2.52,1.82,0.79
(주)우신시스템,017370,2020/12,0.61,1.14,1.29,6.77,1.27,1.56,6.8,3.77,2.03,0.75
(주)우신시스템,017370,2021/12,0.68,1.44,1.3,7.02,1.27,1.44,10.58,6.16,2.56,0.72
(주)우신시스템,017370,2022/12,0.63,1.22,1.29,6.54,1.16,1.37,7.76,12.45,2.23,0.66
(주)우진,105840,2011/12,0.6,0.74,3.3,8.64,0.93,1.12,5.56,5.96,4.51,0.78
(주)우진,105840,2012/12,0.56,0.67,3.57,7.7,0.94,1.18,4.67,4.66,3.2,0.76
(주)우진,105840,2013/12,0.39,0.48,2.28,5.44,0.79,1.08,2.92,3.69,1.93,0.61
(주)우진,105840,2014/12,0.48,0.62,2.07,9.52,1.26,2.06,3.26,6.16,1.85,0.85
(주)우진,105840,2015/12,0.39,0.53,1.44,12.37,0.87,1.26,2.76,5.23,1.49,0.58
(주)우진,105840,2016/12,0.34,0.44,1.41,9.7,0.71,1,2.41,2.83,1.31,0.49
(주)우진,105840,2017/12,0.34,0.44,1.47,9.51,0.94,1.48,2.63,2.97,0.92,0.64
(주)우진,105840,2018/12,0.27,0.4,0.86,13.22,1.1,1.65,3.36,6.93,0.66,0.66
(주)우진,105840,2019/12,0.21,0.32,0.63,13.44,0.82,1.06,3.48,5.19,0.53,0.51
(주)우진,105840,2020/12,0.23,0.32,0.81,12.3,0.88,1.3,2.77,5.03,0.62,0.52
(주)우진,105840,2021/12,0.28,0.39,1,13.42,0.94,1.4,2.84,5.15,0.79,0.6
(주)우진,105840,2022/12,0.33,0.43,1.36,16.15,0.92,1.25,3.44,6.66,0.92,0.68
(주)우진아이엔에스,010400,2011/12,,,,,,,,,,
(주)우진아이엔에스,010400,2012/12,,,,,,,,,,
(주)우진아이엔에스,010400,2013/12,,,,,,,,,,
(주)우진아이엔에스,010400,2014/12,,,,,,,,,,
(주)우진아이엔에스,010400,2015/12,,,,,,,,,,
(주)우진아이엔에스,010400,2016/12,1.39,1.84,5.74,20.58,2.05,2.2,30.3,6.81,11.9,1.55
(주)우진아이엔에스,010400,2017/12,1.59,2.05,7.05,28.56,2.33,2.51,32.27,5.56,13.87,1.78
(주)우진아이엔에스,010400,2018/12,1.21,1.43,7.87,32.14,1.64,1.79,19.67,5.21,10.78,1.38
(주)우진아이엔에스,010400,2019/12,0.84,0.99,5.45,18.08,1.13,1.24,12.92,4.5,7.59,0.96
(주)우진아이엔에스,010400,2020/12,1.1,1.35,6.12,22.92,1.62,1.77,18.12,6.52,9.7,1.32
(주)우진아이엔에스,010400,2021/12,0.76,0.9,4.82,24.09,1.15,1.28,11.48,8.1,6.34,0.95
(주)우진아이엔에스,010400,2022/12,0.74,0.88,4.72,28.75,1.18,1.33,11.04,6.81,6.2,0.96
(주)우진플라임,049800,2011/12,0.93,2.3,1.57,6.04,2.04,3.06,6.08,3.9,2.01,1.05
(주)우진플라임,049800,2012/12,0.92,2.14,1.61,5.84,1.93,3.03,5.31,3.6,2.05,1.03
(주)우진플라임,049800,2013/12,0.96,2.34,1.64,6.19,1.91,3.09,4.98,4.13,2.24,1.09
(주)우진플라임,049800,2014/12,0.65,2.18,0.92,5.41,1.6,2.87,3.63,3.98,1.17,0.85
(주)우진플라임,049800,2015/12,0.56,2.39,0.72,5.45,1.53,2.93,3.19,3.89,0.92,0.67
(주)우진플라임,049800,2016/12,0.75,3.05,0.99,6.1,1.73,3.03,4,4.47,1.36,0.85
(주)우진플라임,049800,2017/12,0.73,2.8,1,5.73,1.64,2.81,3.93,3.56,1.37,0.81
(주)우진플라임,049800,2018/12,0.57,2.27,0.76,4.73,1.33,2.48,2.87,2.73,1.02,0.62
(주)우진플라임,049800,2019/12,0.64,2.94,0.81,5.02,1.57,3.06,3.22,3.37,1.11,0.72
(주)우진플라임,049800,2020/12,0.74,3.53,0.94,5.48,1.79,3.02,4.38,3.68,1.32,0.72
(주)우진플라임,049800,2021/12,0.85,3.27,1.15,6,1.93,3.27,4.68,4.3,1.61,0.82
(주)우진플라임,049800,2022/12,0.9,2.75,1.33,6.53,1.94,3.68,4.11,5.18,1.78,0.88
(주)웅진,016880,2011/12,0.36,0.8,0.65,8.5,2.24,2.26,195.18,4.68,162.19,0.83
(주)웅진,016880,2012/12,0.34,0,0.39,5.17,0.8,0.81,82.6,4.88,117.97,0.29
(주)웅진,016880,2013/12,0.13,0,0.12,2.11,0.21,0.21,39.7,2.48,31.9,0.09
(주)웅진,016880,2014/12,0.19,0.61,0.27,14.9,0.47,0.47,755.85,3.16,30.27,0.29
(주)웅진,016880,2015/12,0.22,0.49,0.41,16.04,0.61,0.62,209.04,3.39,29.97,0.37
(주)웅진,016880,2016/12,0.2,0.38,0.43,16.43,0.6,0.6,188.46,3.06,31.83,0.28
(주)웅진,016880,2017/12,0.18,0.34,0.38,20.79,0.5,0.5,493,2.86,30.53,0.23
(주)웅진,016880,2018/12,0.23,0.49,0.44,25.93,0.72,0.73,32.4,5.05,12.38,0.28
(주)웅진,016880,2019/12,0.29,0.7,0.51,22.76,1.62,1.76,20.12,7.88,14.84,0.41
(주)웅진,016880,2020/12,0.36,0.74,0.72,26.09,2.64,2.88,31.85,9.52,155.39,0.64
(주)웅진,016880,2021/12,0.34,0.58,0.83,27.8,2.42,2.55,45.06,9.16,138.96,0.8
(주)웅진,016880,2022/12,0.39,0.63,1.04,30.95,2.75,2.89,55.34,9.52,116.69,1.08
(주)웅진씽크빅,095720,2011/12,1.42,3.04,2.66,60.1,3.5,4.54,15.26,7.05,8.96,1.79
(주)웅진씽크빅,095720,2012/12,1.28,3.09,2.18,49.31,3.01,3.77,14.88,6.72,8.26,1.52
(주)웅진씽크빅,095720,2013/12,1.32,3.25,2.21,55.07,2.84,3.44,16.34,7.77,8.19,1.5
(주)웅진씽크빅,095720,2014/12,1.39,2.9,2.67,64.47,2.95,3.54,17.83,7.86,8.43,1.56
(주)웅진씽크빅,095720,2015/12,1.35,2.59,2.82,59.87,2.62,3.14,15.76,5.86,8.29,1.41
(주)웅진씽크빅,095720,2016/12,1.24,2.31,2.67,71.24,2.17,2.52,15.77,4.41,7.75,1.27
(주)웅진씽크빅,095720,2017/12,1.19,2.13,2.7,113.92,1.91,2.1,21.37,4.32,8.1,1.18
(주)웅진씽크빅,095720,2018/12,1.07,2.05,2.25,125.34,1.58,1.69,23.59,4.49,9.3,0.95
(주)웅진씽크빅,095720,2019/12,0.41,1.61,0.55,109.84,0.47,0.48,22.35,4.96,11.06,0.26
(주)웅진씽크빅,095720,2020/12,0.41,1.49,0.56,117.01,0.48,0.49,22.5,5.08,12.02,0.26
(주)웅진씽크빅,095720,2021/12,1.05,1.76,2.61,203.69,1.8,1.95,23.62,5.6,14.29,1.09
(주)웅진씽크빅,095720,2022/12,1.09,1.83,2.72,217.59,2.09,2.33,20.36,6.48,15.9,1.23
(주)원림,005820,2011/12,0.55,0.88,1.45,14.04,1.93,2.52,8.19,5.73,3.29,0.89
(주)원림,005820,2012/12,0.58,0.85,1.79,15.98,2.44,3.43,8.46,6.38,3.32,1.13
