회사명,거래소코드,회계년도,매출액총이익률(IFRS),매출액순이익률(IFRS),총자본순이익률(IFRS),자기자본순이익률(IFRS),매출원가 대 매출액비율(IFRS),영업비용 대 영업수익비율(IFRS),광고선전비 대 매출액비율(IFRS),기업순이익률(IFRS),R & D 투자효율(IFRS),금융비용 대 총비용비율(IFRS),이자부담률(IFRS),1주당매출액(IFRS),1주당순이익(IFRS),1주당 CASH FLOW(IFRS),1주당정상영업이익(IFRS)
(주)셀트리온헬스케어,091990,2022/12,11.21,2.6,1.04,1.8,88.79,95.59,0.33,0.55,0,-1.16,-1.13,9183.6,244,996.94,405.35
(주)셀피글로벌,068940,2011/12,31.4,15.42,18.98,28.11,68.6,81.18,0.02,19.17,0,0.19,0.58,3383.66,534,651.97,663.69
(주)셀피글로벌,068940,2012/12,24.69,11.48,14.1,19.64,75.31,86.14,0.01,13.56,0,-0.5,-1.9,3976.86,429,339.25,551.21
(주)셀피글로벌,068940,2013/12,14.73,1.35,1.12,1.5,85.27,98.94,0,0.71,0,-0.49,-1.64,2699.44,36,130.39,28.58
(주)셀피글로벌,068940,2014/12,12.95,-6.54,-4.17,-5.64,87.05,108.3,0.16,-4.9,0,-1.04,-2.81,2026.72,-133,-74.72,-168.31
(주)셀피글로벌,068940,2015/12,18.99,2.11,1.62,2.21,81.01,99.05,0.33,1.43,0,-0.24,-0.69,2399.74,51,-228.71,22.76
(주)셀피글로벌,068940,2016/12,25.4,1.01,0.62,0.87,74.6,97.25,0.02,0.26,0,-0.62,-1.23,1977.07,20,157.05,54.28
(주)셀피글로벌,068940,2017/12,22.69,-35.81,-27.32,-42.83,77.31,124.79,0.08,-26.97,0,0.34,0.95,2180.09,-321,-180.02,-540.49
(주)셀피글로벌,068940,2018/12,19.4,-11.32,-9.47,-17.39,80.6,107.05,0,-9.05,0,0.46,0.92,769.29,-90,3.68,-54.21
(주)셀피글로벌,068940,2019/12,23.23,0.03,0.02,0.05,76.77,98.18,0,0.74,0,0.94,1.31,788.78,0.2,16.96,14.32
(주)셀피글로벌,068940,2020/12,13.62,-11.78,-9.16,-20.54,86.38,109.61,0,-4.21,0,5.45,8.94,887.35,-107,-5.95,-85.28
(주)셀피글로벌,068940,2021/12,14.92,-44.89,-31.86,-96.7,85.08,136.93,0,-30.22,0,1.54,2.44,770.07,-357,-35.06,-284.36
(주)셀피글로벌,068940,2022/12,19.14,29.25,24.61,59.74,80.86,91.61,0,26.18,0,1.85,2.67,935.84,285,37.63,78.55
(주)소룩스,290690,2011/12,,,,,,,,,,,,,,,
(주)소룩스,290690,2012/12,,,,,,,,,,,,,,,
(주)소룩스,290690,2013/12,,,,,,,,,,,,,,,
(주)소룩스,290690,2014/12,,,,,,,,,,,,,,,
(주)소룩스,290690,2015/12,,,,,,,,,,,,,,,
(주)소룩스,290690,2016/12,,,,,,,,,,,,,,,
(주)소룩스,290690,2017/12,21.7,6.51,7.5,29.59,78.3,91.83,0.3,8.18,0,0.62,0.9,905342.28,58969,-25059.98,74004.37
(주)소룩스,290690,2018/12,23.61,4.31,5.07,17.32,76.39,94.61,0.22,5.85,0,0.69,1.11,876790.66,37795,214310.97,47259.55
(주)소룩스,290690,2019/12,25.78,8.15,12.6,33.1,74.22,90.34,0.13,13.23,0,0.45,1.03,1146908.94,93451,45614.36,110811.8
(주)소룩스,290690,2020/12,27.33,7.71,7.75,14.04,72.67,91.19,0.09,7.99,0,0.26,0.55,929526.04,671,-37939.91,81857.25
(주)소룩스,290690,2021/12,24.97,5.94,5.92,9.14,75.03,92.78,0.15,5.84,0,-0.08,-0.22,8479.12,505,-767.97,612.3
(주)소룩스,290690,2022/12,14.9,-7.75,-6.09,-9.49,85.1,107.73,0.25,-6.27,0,-0.21,-0.51,6769.69,-525,1898.6,-523.37
(주)소리바다,053110,2011/12,0,16.33,16.46,22.08,0,92.84,1.17,15.27,0,-1.25,-4.67,190.9,31,46.13,23.24
(주)소리바다,053110,2012/12,0,-2.63,-1.99,-2.65,0,97.14,1.94,-2.53,0,-0.68,-2.17,158.88,-21,17.73,4.54
(주)소리바다,053110,2013/12,0,-34.01,-20.85,-30.48,0,104.02,1.87,-20.92,0,-0.08,-0.22,664.99,-234,23.66,-26.71
(주)소리바다,053110,2014/12,100,-42.21,-29.73,-46.84,0,129.74,5.04,-30.2,0,-0.46,-1.29,588.85,-254,-42.38,-175.11
(주)소리바다,053110,2015/12,0,-27.68,-26.48,-46.15,0,125.39,2.26,-26.86,0,-0.3,-0.88,572.98,-158,-113.59,-145.46
(주)소리바다,053110,2016/12,0,-29.91,-28.87,-59.8,0,98.41,0.15,-27.83,0,0.81,2.01,791.41,-243,-0.23,12.6
(주)소리바다,053110,2017/12,0,-16.63,-9.22,-15.96,0,111.28,2.62,-9.08,0,0.21,0.33,607.14,-99,-203.17,-68.48
(주)소리바다,053110,2018/12,0,-23.05,-9.49,-15.9,0,118.12,1.01,-9.1,0,0.74,0.97,420.25,-98,-117.04,-76.13
(주)소리바다,053110,2019/12,0,-68.17,-28.1,-55.06,0,120.15,4.61,-26.04,0,2.94,4.22,374.58,-268,-9.93,-75.49
(주)소리바다,053110,2020/12,30.86,-293.57,-95.19,-243.9,69.14,148.35,0,-91.87,0,2.58,5.46,147.81,-475,-91.58,-71.47
(주)소리바다,053110,2021/12,49.74,-70.62,-16.04,-80.6,50.26,139.97,0.85,-12.66,0,8.56,4.21,134.64,-96,4.4,-53.81
(주)소마젠,950200,2019/12,,,,,,,,,,,,,,,
(주)소마젠,950200,2020/12,-0.32,-113.57,-42.65,-57.96,100.32,154.05,8.66,-40.42,0,2.69,8.46,1526.42,-1416,-367.17,-825.09
(주)소마젠,950200,2021/12,20.52,-24.7,-14.72,-20.62,79.48,127.05,7.91,-14.29,0,0.56,1.5,1510.67,-366,-271.84,-408.63
(주)소마젠,950200,2022/12,27.84,-2.42,-2.22,-3.13,72.16,103.4,2.17,-1.91,0,0.32,1.05,2266.93,-52,-15.09,-77.07
(주)소프트센,032680,2011/09,-13.68,-37.38,-13.26,-18.7,113.68,143.26,0.29,-12.03,0,2.36,4.23,468.79,-196,-286.94,-197.98
(주)소프트센,032680,2012/09,18.2,-6.98,-4.44,-6.81,81.8,98.67,0.03,-3.12,0,2.28,3.8,753.31,-60,-81.07,35
(주)소프트센,032680,2013/12,13.55,3.38,2.12,5.75,86.45,98.12,0.03,2.71,0,0.95,0.94,1810.57,61,-139.37,33.99
(주)소프트센,032680,2014/12,12,3.63,5.49,12.74,88,97.41,0.08,6.11,0,0.42,1.09,3583.49,143,3.65,92.85
(주)소프트센,032680,2015/12,9.86,-4.4,-5.63,-10.15,90.14,105.26,0.04,-5.91,0,-0.21,-0.63,2379.4,-107,-138.46,-125.24
(주)소프트센,032680,2016/12,12.61,-0.76,-1.6,-2.83,87.39,99.09,0.12,-1.5,0,0.05,0.22,3741.18,-29,-371.41,34.04
(주)소프트센,032680,2017/12,9.61,-0.55,-1.06,-2.35,90.39,99.68,0.17,0.48,0,0.79,2.82,4606.53,-25,466.9,14.83
(주)소프트센,032680,2018/12,10.9,-0.43,-0.71,-1.64,89.1,98.96,0.25,0.62,0,0.8,2.35,4264.3,-18,-550.3,44.52
(주)소프트센,032680,2019/12,8.52,-3.55,-4.79,-9.79,91.48,99.74,0.12,-4.15,0,0.46,1.26,2877.96,-102,1113.32,7.49
(주)소프트센,032680,2020/12,3.71,-4.84,-3.97,-6.73,96.29,101.03,0.01,-3.99,0,-0.02,-0.05,1411.52,-66,-335.73,-14.51
(주)소프트센,032680,2021/12,40.6,31.5,20.63,32.26,59.4,65.03,0.02,21.57,0,2.06,2.59,1242.97,392,374.53,434.61
(주)소프트센,032680,2022/12,48.15,32.05,11.92,17.99,51.85,61.05,0.09,13.6,0,6.4,5,844.45,274,-15.22,328.88
(주)손오공,066910,2011/12,26.78,1.7,1.55,3.72,73.22,99.55,4.69,4.2,0,2.83,4.54,3438.34,59,82.06,168.38
(주)손오공,066910,2012/12,18.31,-7.07,-6.56,-15.85,81.69,107.03,4.94,-3.94,0,2.55,4.48,3336.84,-237,376.4,-234.48
(주)손오공,066910,2013/12,4.1,-22.34,-19.86,-47.31,95.9,129.02,8.25,-23.46,0,-2.91,-6.2,2352.51,-528,-22.23,-682.73
(주)손오공,066910,2014/12,14.92,-5.97,-6.67,-15.34,85.08,114.48,8.04,-17.4,0,-8.08,-18.99,2093.11,-131,-171.83,-303.1
(주)손오공,066910,2015/12,22.52,7.79,20.18,41.05,77.48,92.52,2.93,18.88,0,-0.54,-2.55,5441.31,426,463.97,406.76
(주)손오공,066910,2016/12,17.32,0.64,1.3,2.86,82.68,98.04,3.46,1.13,0,-0.08,-0.3,5650.09,36,-60.68,110.59
(주)손오공,066910,2017/12,6.78,-13.28,-22.9,-61.03,93.22,113.26,4.86,-22.93,0,-0.02,-0.05,4508.75,-602,-79.92,-597.91
(주)손오공,066910,2018/12,15.03,1.13,2.66,6.95,84.97,99.31,2.67,2.6,0,-0.02,-0.09,4343.14,49,27.59,29.92
(주)손오공,066910,2019/12,17.69,-3.14,-5.63,-12.09,82.31,103.33,4.34,-4.84,0,0.43,1.49,3176.89,-94,-130.66,-105.93
(주)손오공,066910,2020/12,15.6,-2.35,-4.51,-10.02,84.4,101.73,3.38,-3.88,0,0.32,1.15,3036.19,-72,-49.28,-52.54
(주)손오공,066910,2021/12,18.65,4.47,7.47,16.23,81.35,98.58,2.63,9.17,0,1,3.14,2677.37,120,-204.37,37.98
(주)손오공,066910,2022/12,12.09,-12.14,-18.11,-43.06,87.91,109.77,2.9,-14.08,0,2.36,6.96,2358.51,-287,11.05,-230.37
(주)솔고바이오메디칼,043100,2011/12,42.05,-9.97,-3.65,-5.82,57.95,101.85,1.41,-2.54,0,2.55,2.98,532.64,-56.23,5.13,-9.83
(주)솔고바이오메디칼,043100,2012/12,29.34,-33.82,-14.78,-24.76,70.66,117.14,2.85,-13.63,0,1.89,2.85,603.56,-204.15,-7.33,-103.46
(주)솔고바이오메디칼,043100,2013/12,33.8,-47.42,-21.69,-41.39,66.2,110.02,4.02,-20.37,0,1.84,2.76,483.76,-230,9.67,-48.46
(주)솔고바이오메디칼,043100,2014/12,38.83,-0.49,-0.21,-0.42,61.17,96.62,1.15,1.27,0,3.21,3.02,401.9,-2,36.87,13.59
(주)솔고바이오메디칼,043100,2015/12,26.6,-31.7,-11.89,-19.13,73.4,132.16,3.48,-10.52,0,2.56,3.6,289.18,-92.36,-63.27,-93.01
(주)솔고바이오메디칼,043100,2016/12,23.46,-45.81,-18.16,-25.93,76.54,143.42,4.96,-17.54,0,1.04,2.06,226.52,-105.43,-59.68,-98.35
(주)솔고바이오메디칼,043100,2017/12,19.95,-49.73,-18.21,-25.49,80.05,134.86,1.35,-17.82,0,0.69,1.37,165,-82,-64.32,-57.52
(주)솔고바이오메디칼,043100,2018/12,8.31,-81.59,-23.02,-31.86,91.69,162.27,1.5,-22.75,0,0.51,0.96,154.49,-110,-47.37,-96.21
(주)솔고바이오메디칼,043100,2019/12,28.96,-117.55,-31.78,-48.03,71.04,127.49,0.65,-31.65,0,0.22,0.38,101.8,-120,-43.3,-27.99
(주)솔고바이오메디칼,043100,2020/12,41.11,10.13,3.33,5.36,58.89,93.47,0.13,3.88,0,1.53,1.46,171.22,29.24,-35.15,11.18
(주)솔고바이오메디칼,043100,2021/12,25.75,-29.45,-9.71,-15.62,74.25,127.54,0.37,-8.88,0,1.74,2.18,274.39,-80.81,-70.04,-75.56
(주)솔고바이오메디칼,043100,2022/12,23.91,-67.12,-21.48,-37.25,76.09,125.53,0.79,-20.51,0,1.72,2.29,237.24,-159,-42.45,-60.56
(주)솔루에타,154040,2011/12,29.59,10.44,13.31,52.79,70.41,85.62,0.01,16.33,3.54,2.65,4.04,107467.79,1823,7506.01,15456.79
(주)솔루에타,154040,2012/12,32.38,8.42,13.78,48.83,67.62,83.17,0.02,17.23,1.9,2.35,4.8,16111.51,2203,717.28,2710.95
(주)솔루에타,154040,2013/12,33.23,18.19,28.09,48.05,66.77,76.71,0.1,29.74,3.02,1.35,3.98,25275.25,5832,2470.7,5885.65
(주)솔루에타,154040,2014/12,16.44,1.88,1.98,2.51,83.56,97.75,0.03,1.59,3.57,-0.36,-1.8,7766.13,146,1078,174.68
(주)솔루에타,154040,2015/12,32.03,13.9,11.61,13.65,67.97,83.77,0,10.76,3.16,-1.12,-5.63,6286.59,873.81,1680.44,1020.26
(주)솔루에타,154040,2016/12,12.92,-9.44,-4.55,-6.36,87.08,105.36,0,-4.95,3.41,-0.67,-1.41,4497.73,-424,509.41,-241.21
(주)솔루에타,154040,2017/12,23.79,1.7,0.64,1,76.21,92.57,0,2.75,2.65,4.71,5.85,3792.66,65,72.57,281.95
(주)솔루에타,154040,2018/12,23.86,-23.66,-12.15,-18.55,76.14,90.82,0,-10.72,0,2.09,4.13,4402.89,-1055,252.36,404.18
(주)솔루에타,154040,2019/12,20.61,-8.65,-4.97,-7.55,79.39,95.18,0.01,-4.31,0,0.92,1.93,4488.55,-386,943.04,216.47
(주)솔루에타,154040,2020/12,27.11,-9.85,-4.64,-7.43,72.89,90.78,0,-4.51,0,0.24,0.34,3577.25,-352,584.64,329.79
(주)솔루에타,154040,2021/12,21.61,0.43,0.14,0.31,78.39,101.42,0.01,2.88,0,5.38,4.92,2677.33,12,84.16,-38.09
(주)솔루에타,154040,2022/12,29.35,3.36,1.36,4.34,70.65,93.74,0,6.79,0,10.4,7.92,3329.86,111,628.5,208.6
(주)솔본,035610,2011/12,93.54,46.9,1.41,1.46,6.46,123.24,0,0.71,0,-18.47,-21.48,126.62,63,-74.45,30.72
(주)솔본,035610,2012/12,89.5,141.67,4,4.09,10.5,104.16,0,3.35,0,-19.3,-31.58,123.41,186,-19.31,-5.13
(주)솔본,035610,2013/12,83.59,32.62,0.85,0.86,16.41,132.09,0,0.36,0,-14.02,-40.68,115.61,40,-19.19,-37.1
(주)솔본,035610,2014/12,87.31,154.77,4.61,4.66,12.69,98.66,0,4.03,0,-19.42,-51.22,133.47,220,57.85,1.79
(주)솔본,035610,2015/12,84.83,39.88,0.99,1,15.17,94.72,0,0.63,0,-14.83,-29.1,112.22,48,-12.63,5.93
(주)솔본,035610,2016/12,86.77,19.84,0.54,0.55,13.23,99.49,0,0.1,0,-19.91,-35.66,128.57,27,42.27,0.65
(주)솔본,035610,2017/12,89.19,-223.64,-5.4,-5.47,10.81,152.61,0,-5.82,0,-246.93,-30.56,115.62,-275,-0.35,-60.82
(주)솔본,035610,2018/12,92.2,320.04,7.48,7.63,7.8,87.79,0,6.99,0,-15.02,-24.04,116.58,398,3.54,14.24
(주)솔본,035610,2019/12,95.02,225.95,4.84,4.94,4.98,95.32,0,3.86,0,0,-47.78,114.41,275,-19.67,5.35
(주)솔본,035610,2020/12,96.8,25.79,0.62,0.63,3.2,66.61,0,0.24,0,-11.57,-20.63,129.48,36,65.44,43.24
(주)솔본,035610,2021/12,96.61,541.87,11.3,11.52,3.39,58.64,0,10.96,0,-21.29,-17.1,121.56,702,39.09,50.28
(주)솔본,035610,2022/12,97.03,-1250.81,-26.98,-27.81,2.97,109.81,0,-27.25,0,0,-9.13,120.93,-1612,18.31,-11.86
(주)솔트룩스,304100,2013/12,,,,,,,,,,,,,,,
(주)솔트룩스,304100,2014/12,,,,,,,,,,,,,,,
(주)솔트룩스,304100,2015/12,,,,,,,,,,,,,,,
(주)솔트룩스,304100,2016/12,,,,,,,,,,,,,,,
(주)솔트룩스,304100,2017/12,,,,,,,,,,,,,,,
(주)솔트룩스,304100,2018/12,0,0.95,0.34,0.54,0,98.13,1.29,0.97,0,1.71,1.72,3605.23,51,-566.56,67.52
(주)솔트룩스,304100,2019/12,0,8.02,3.24,4.15,0,96.68,1.3,3.38,0,0.36,0.67,4029.2,396,341.8,133.72
(주)솔트룩스,304100,2020/12,0,3.07,1.11,1.21,0,99.66,2.42,0.56,0,-1.49,-6.88,4540.41,128,791.71,15.65
(주)솔트룩스,304100,2021/12,0,-19.36,-6.18,-7.86,0,114.08,1.38,-5.93,0,0.64,1.16,4515.37,-437,-278.96,-635.96
(주)솔트룩스,304100,2022/12,0,-39.67,-11.82,-18.65,0,106.09,1.72,-10.94,0,1.92,2.42,2287.02,-907,-337.65,-139.22
(주)솔트웍스,222520,2013/12,,,,,,,,,,,,,,,
(주)솔트웍스,222520,2014/12,15.98,2.65,3.87,6.42,84.02,95.88,0,4.19,0,0.22,0.79,2736.98,72,-216.31,112.81
(주)솔트웍스,222520,2015/12,29.33,15.29,27.77,41.89,70.67,83.62,0,27.91,0,0.09,0.41,3909.82,598,111.86,640.59
(주)쇼박스,086980,2011/12,2.68,-21.39,-7.53,-9.51,97.32,123.52,0.01,-8.09,0,-1.29,-2.68,782.13,-192,-90.5,-179.74
(주)쇼박스,086980,2012/12,19.69,-5.61,-3.03,-4.68,80.31,88.99,0.01,-3.76,0,-1.25,-2.06,1405.31,-79,583.45,154.69
(주)쇼박스,086980,2013/12,13.38,2.2,1.32,2.26,86.62,94.93,0.01,0.68,0,-1.08,-1.54,1707.08,38,167.33,86.5
(주)쇼박스,086980,2014/12,13.54,-2.35,-1.09,-1.61,86.46,97.48,0.03,-1.72,0,-1.3,-1.94,1150.38,-27,-710.79,28.94
(주)쇼박스,086980,2015/12,17.4,8.26,6.57,10.6,82.6,89.8,0.03,6.08,0,-0.66,-1.27,2259.85,187,1371.5,230.52
(주)쇼박스,086980,2016/12,20.13,10.24,6.3,10.67,79.87,87.57,0.05,5.82,0,-0.88,-1.17,2011.69,207,-82.62,250.04
(주)쇼박스,086980,2017/12,19.71,15.31,7.93,11.93,80.29,89.57,0.03,7.4,0,-1.13,-1.59,1640.68,252,46.17,171.11
(주)쇼박스,086980,2018/12,19.95,7.45,2.69,3.67,80.05,92,0.03,1.23,0,-4.18,-5.46,1094.42,82,-799.02,87.51
(주)쇼박스,086980,2019/12,13.52,4.26,1.95,2.38,86.48,97.06,0.03,0.99,0,-2.11,-5.25,1256.03,54,27.99,36.98
(주)쇼박스,086980,2020/12,14.02,-5.59,-1.66,-1.9,85.98,103.43,0.03,-1.97,0,-0.97,-2.46,745.79,-42,-546.67,-25.61
(주)쇼박스,086980,2021/12,21.07,4.58,1.49,1.71,78.93,95.71,0.12,1.25,0,-0.76,-1.93,809.52,37,410.85,34.71
(주)쇼박스,086980,2022/12,10.33,-4.2,-1.47,-1.75,89.67,105.13,0.11,-1.83,0,-0.93,-2.24,904.3,-38,-335.09,-46.41
(주)수산아이앤티,050960,2011/12,0,49.45,26.26,28.51,0,43.13,0,23.82,0,-10.66,-30.99,2310.92,1143,1065.68,1315.45
(주)수산아이앤티,050960,2012/12,0,48.71,22.78,23.96,0,47.03,0,20.16,0,-11.88,-52.82,2505.71,1221,1284.58,1327.19
(주)수산아이앤티,050960,2013/12,0,50.29,20.16,21.12,0,45.53,0,17.93,0,-12.18,-49.33,2610.98,1313,1385.82,1422.23
(주)수산아이앤티,050960,2014/12,0,41.22,14.92,15.64,0,56.9,0,12.91,0,-9.63,-43.62,2774.57,1144,1106.67,1195.76
(주)수산아이앤티,050960,2015/12,0,30.5,9.9,10.29,0,68.65,0,8.58,0,-5.84,-34.36,2816.32,859,1048.31,882.84
(주)수산아이앤티,050960,2016/12,0,31.79,8.97,9.25,0,65.53,0,8.34,0,-3.4,-21.17,3003.17,953,1192.89,1035.12
(주)수산아이앤티,050960,2017/12,0,25.7,5.98,6.12,0,73.36,0,5.15,0,-4.79,-35.76,2427.99,624,650.52,646.79
(주)수산아이앤티,050960,2018/12,0,19.18,4.27,4.37,0,83.71,0,3.46,0,-4.29,-35.05,2409.8,462,766.62,392.55
(주)수산아이앤티,050960,2019/12,0,18.14,3.76,3.9,0,82.56,0,2.85,7.1,-5.31,-25.68,2370.07,430,804.61,413.23
(주)수산아이앤티,050960,2020/12,0,23.03,5.07,5.31,0,74.78,0,4.57,0,-2.98,-10.74,2675.75,616,700.76,674.8
(주)수산아이앤티,050960,2021/12,0,3.6,0.88,0.93,0,74.56,0,0.66,0,-0.99,-4.37,3088.06,111,523.23,785.63
(주)수산아이앤티,050960,2022/12,0,13.96,3.58,3.76,0,72.34,0,3.14,0,-2.04,-9.03,3231.56,451,866.94,893.77
(주)수성샐바시온,084180,2011/12,22.03,12.86,7.94,21.74,77.97,88.86,0.09,9.34,0,2.49,2.21,3893.6,512,495.1,765.68
(주)수성샐바시온,084180,2012/12,21.63,7.35,4.21,9.21,78.37,92.64,0.25,5.82,0,2.92,2.96,3331.92,250,381.38,245.35
(주)수성샐바시온,084180,2013/12,20.23,6.25,4.62,9.09,79.77,91.91,0.14,5.91,0,1.85,2.62,4166.36,266,673.6,337.12
(주)수성샐바시온,084180,2014/12,21.16,7.28,5.1,9.57,78.84,90.67,0.13,6.08,0,1.51,2.1,3993.88,301,-182.14,372.57
(주)수성샐바시온,084180,2015/12,22.52,5.96,4.6,7.86,77.48,90.03,0.09,5.4,0,1.11,1.92,4170.75,185,667.59,415.86
(주)수성샐바시온,084180,2016/12,22.36,8.43,5.77,8.68,77.64,90.26,0.02,6.13,0,0.57,1.06,3430.13,303,602.36,334.12
(주)수성샐바시온,084180,2017/12,19.09,-83.01,-41.29,-96.53,80.91,107.54,0.04,-37.84,0,3.6,6.03,3185.41,-2652,-958.72,-240.25
(주)수성샐바시온,084180,2018/12,18.31,-56.88,-23.81,-81.08,81.69,113.58,0.21,-18.94,0,7.14,6.88,2498.27,-1321,-231.46,-339.28
(주)수성샐바시온,084180,2019/12,16.14,-27.23,-13.18,-38.3,83.86,103.16,0.2,-5.16,0,12.2,12.23,1861.27,-491,-219.21,-58.76
(주)수성샐바시온,084180,2020/12,18.62,-10.57,-4.43,-11.82,81.38,96.46,0.06,-0.51,0,8.31,6.27,1464.7,-147,145.76,51.84
(주)수성샐바시온,084180,2021/12,20.37,-39.92,-16.36,-39.01,79.63,98.58,0.08,-11.88,0,7.56,7.72,472.17,-216,-63.01,6.7
(주)수성샐바시온,084180,2022/12,15.94,-20.97,-8.14,-16.87,84.06,105.11,0.1,-3.72,0,8.06,8.54,512.76,-109,-92.78,-26.19
(주)수젠텍,253840,2014/12,,,,,,,,,,,,,,,
(주)수젠텍,253840,2015/12,,,,,,,,,,,,,,,
(주)수젠텍,253840,2016/12,,,,,,,,,,,,,,,
(주)수젠텍,253840,2017/12,,,,,,,,,,,,,,,
(주)수젠텍,253840,2018/12,18.98,-750.91,-167.88,-264.72,81.02,184.48,1.14,-161.64,16.03,3.16,17.06,464.79,-5807,-267.34,-392.67
(주)수젠텍,253840,2019/12,0.18,-246.28,-27.11,-47.52,99.82,281.05,1.84,-26.93,18.07,0.43,0.41,304.11,-767,-309.08,-550.6
(주)수젠텍,253840,2020/12,76.16,-98.09,-68.47,-92.05,23.84,44.33,0.05,-68.36,3.29,0.07,0.42,3086.78,-2902,1105.14,1718.42
(주)수젠텍,253840,2021/12,62.36,46,31.09,43.2,37.64,54.88,0.07,31.99,2.24,2.11,3.21,5023.03,2311,2534.1,2266.18
(주)수젠텍,253840,2022/12,43.26,26.31,16.23,22.11,56.74,74.87,1.3,15.82,2.06,-0.78,-1.55,6209.68,1683,1893.74,1560.33
(주)슈프리마,236200,2015/12,,,,,,,,,,,,,,,
(주)슈프리마,236200,2016/12,49.13,26.62,11.83,12.69,50.87,74.32,0.27,10.77,8.8,-3.09,-15.6,5946.13,1583,1883.38,1526.99
(주)슈프리마,236200,2017/12,52.99,19.6,9.25,9.87,47.01,73.27,0.58,8.21,9.81,-2.59,-16.51,6605.5,1295,1834.05,1765.71
(주)슈프리마,236200,2018/12,54.02,21.54,10.25,10.9,45.98,76.91,1.45,8.83,10.23,-3.48,-23.96,7364.85,1587,2098.32,1700.37
(주)슈프리마,236200,2019/12,64.99,37.26,20.08,21.63,35.01,64.75,0.97,18.43,8.92,-4.59,-23.08,10077.72,3740,3801.26,3552.46
(주)슈프리마,236200,2020/12,56.41,17.27,6.31,6.75,43.59,79.75,1,4.24,11.76,-6.09,-32.19,7707.19,1338,2058.8,1560.87
(주)슈프리마,236200,2021/12,57.79,33.82,13.87,14.62,42.21,76,0.78,12.07,10.96,-5.63,-35.46,9425.24,3211,2359.92,2262.27
(주)슈프리마,236200,2022/12,58.56,22.72,10.44,11.05,41.44,77.2,0.68,8.24,10.83,-5.51,-39.33,11896.45,2789,2661.08,2712.1
(주)슈프리마아이디,317770,2017/12,,,,,,,,,,,,,,,
(주)슈프리마아이디,317770,2018/12,47.27,24.87,19.41,21.55,52.73,70.43,0.32,19.38,0.36,-0.07,-0.38,17564.06,4015,4969.68,5193.36
(주)슈프리마아이디,317770,2019/12,38.9,10.28,3.89,4.13,61.1,94.14,0.37,3.09,1.31,-2.17,-13.57,10239.05,468,1209.47,599.77
(주)슈프리마아이디,317770,2020/12,42.26,5.83,1.17,1.22,57.74,99.04,0.29,0.31,1.82,-3.92,-20.61,2732.99,159,1142.22,26.1
(주)슈프리마아이디,317770,2021/12,49.41,22.91,7.39,7.79,50.59,79.16,0.31,6.81,0.81,-2.24,-11.3,4655.45,1067,615.41,970.12
(주)슈프리마아이디,317770,2022/12,52.37,20.51,6.28,6.61,47.63,81.39,0.35,5.45,2.05,-3.12,-16.3,4738.13,972,870.65,881.97
(주)슈프리마에이치큐,094840,2011/12,45.5,14.82,5.85,6.29,54.5,90.07,0.73,3.52,5.25,-6.44,-33.26,2830.81,432,56.29,301.26
(주)슈프리마에이치큐,094840,2012/12,47.66,29.6,13.47,14.43,52.34,68.72,0.6,11.13,4.96,-7.14,-35.18,3524.62,1085,1388.4,1102.61
(주)슈프리마에이치큐,094840,2013/12,50.44,25.83,10.49,11.17,49.56,70.78,0.62,8.47,6.29,-6.36,-33.23,3539.07,952,835.65,1034.16
(주)슈프리마에이치큐,094840,2014/12,47.8,21.64,9.94,10.57,52.2,73.65,0.67,8.47,6.41,-3.93,-24.35,4466.12,1005,1760.88,1176.67
(주)슈프리마에이치큐,094840,2015/12,31.34,49.06,10.43,11.13,68.66,100.62,0.94,10.18,5.23,-1.1,-3.89,1689.98,869,1322.19,-10.41
(주)슈프리마에이치큐,094840,2016/12,30.58,8.62,2.26,2.4,69.42,93.11,0.93,1.81,8.81,-1.78,-7.63,2931.03,268,500.97,201.94
(주)슈프리마에이치큐,094840,2017/12,30.02,21.31,3.17,3.31,69.98,91.99,1.35,2.73,5.87,-2.88,-10.31,1720.28,385,290.23,137.75
(주)슈프리마에이치큐,094840,2018/12,32.42,12.02,1.38,1.45,67.58,85.17,0.08,0.64,0.81,-6.62,-17.39,1357.94,172,455.34,201.36
(주)슈프리마에이치큐,094840,2019/12,38.15,43.31,4.74,5.02,61.85,87.91,0,4.09,1.03,-6.44,-11.71,1337.75,624,251.16,161.72
(주)슈프리마에이치큐,094840,2020/12,39.52,25.24,3.38,3.57,60.48,73.49,0,2.69,0.03,-6.33,-12.62,1688.43,474,375.53,447.61
(주)슈프리마에이치큐,094840,2021/12,39.98,24.54,2.98,3.12,60.02,77.26,0,2.33,0.82,-6.44,-13.67,1565.7,428,408.4,356.06
(주)슈프리마에이치큐,094840,2022/12,39.82,17.01,2.15,2.26,60.18,77.85,0,1.35,1.01,-6.75,-17.27,1674.05,317,366.38,370.86
(주)슈피겐코리아,192440,2011/12,,,,,,,,,,,,,,,
(주)슈피겐코리아,192440,2012/12,,,,,,,,,,,,,,,
(주)슈피겐코리아,192440,2013/12,42.45,17.51,23.36,25.92,57.55,78.26,0.7,22.14,0,-1.16,-12.45,12526.52,2193,2219.89,2723.28
(주)슈피겐코리아,192440,2014/12,52.82,34.32,41.63,45.75,47.18,61.72,0.35,40.58,0,-1.39,-11.72,22740.57,7752,6857.55,8705.58
